Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
"All My Walls-Recherche,LLC",43223,784755-1,6143,30,0,0,784755,75,-65,PO MISMATCH,ALL MY WALLS 050918 6143N
"All My Walls-Recherche,LLC",43223,784755-1,6150,75,0,0,784755,75,-65,PO MISMATCH,ALL MY WALLS 050918 6150N
"All My Walls-Recherche,LLC",43223,784755-1,6158,35,0,0,784755,75,-65,PO MISMATCH,ALL MY WALLS 051718 6158N
Certified International Corporation,43234,788294-1,788294-1,518.25,0,0,788294,232.25,-286,PO MISMATCH,CERTIFIED INTL 051518 788294-1N
Desert Digs,43234,744134-1,744134-1,1169,0,69,744134,950,-150,PO MISMATCH,DESERT DIGS 051418 744134-1N
"EXPO DECOR, LLC",43229,784878-1,79494,100,5,0,784878,91.1,-3.9,PO MISMATCH,EXPO 051518 79494N
HiEnd Accents,43230,787211-2,242484,40,5,0,787211,33,-2,PO MISMATCH,HIEND 051118 (14) N
HiEnd Accents,43235,788228-1,242689,150,5,0,788228,143,-2,PO MISMATCH,HIEND 051618 (39) N
HiEnd Accents,43236,789085-1,242884,35,5,0,789085,26,-4,PO MISMATCH,HIEND 051718 (18) N
Kimlor,43210,733839-1,852530,50.95,6.95,0,733839,44,-44,PO MISMATCH,KIMLOR 042418 (101)N
Kimlor,43224,733839-1,854069,44,0,0,733839,44,-44,PO MISMATCH,KIMLOR 051518 (64)N
Kimlor,43186,769156-1,850318,98.95,6.95,0,769156,184,-58,PO MISMATCH,KIMLOR 040618 (42)N
Kimlor,43210,769156-2,852551,98.95,6.95,0,769156,184,-58,PO MISMATCH,KIMLOR 043018 4N
Kimlor,43230,769156-1,854498,58,0,0,769156,184,-58,PO MISMATCH,KIMLOR 051518 (64)N
Patricia Wolf Designs,43122,745477-2,26106,453,5,0,745477,448,0,,PATRICIA WOLF 031918 (2) N
Patricia Wolf Designs,43222,759606-2,26158,453,5,0,759606,448,-448,,PATRICIA WOLF 051518 26158N
WGI Gallery,43234,784404-2,177341,29,3,0,784404,25.72,-0.28,PO MISMATCH,WGI 051418 177341N
WGI Gallery,43235,785096-1,177356,29,3,0,785096,51.44,25.44,PO MISMATCH,WGI 051518 177356N
WGI Gallery,43236,785705-2,177364,29,3,0,785705,25.72,-0.28,PO MISMATCH,WGI 051618 177364N
WGI Gallery,43236,786107-2,177364,60,3,0,786107,55.84,-1.16,PO MISMATCH,WGI 051618 177364N
WILD WINGS,43227,776440-5,346431,71.5,5,0,776440,38,-28.5,PO MISMATCH,WILD WINGS 051518 (12)N
WILD WINGS,43227,777698-2,346432,71.5,5,0,777698,38,-28.5,PO MISMATCH,WILD WINGS 051518 (12)N
WILD WINGS,43223,784531-1,346378,99.53,5,0,784531,47.5,-47.03,PO MISMATCH,WILD WINGS 051518 (12)N
