Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
All Resort Furnishings,43198,767768-1,4051,54,5,0,767768,49,-49,PO MISMATCH,ALL RESORT 041018 4051N
All Resort Furnishings,43320,767768-1,4142,54,5,0,767768,49,-49,PO MISMATCH,ALL RESORTS FURNISHINGS 080818 4142N
Artisans Gallery,43314,818959-1,818959-1,46,5,0,818959,40,-1,PO MISMATCH,7443565-20180810180015
Artisans Gallery,43319,820316-1,820316-1,46,5,0,820316,40,-1,PO MISMATCH,7443575-20180810180015
Artisans Gallery,43319,821129-1,821129-1,37.75,2,0,821129,30,-5.75,PO MISMATCH,7443577-20180810180015
Fireside Lodge,43318,795616-2,71651,400,0,0,795616,392,-8,PO MISMATCH,7443393-20180810180015
Fireside Lodge,43315,795828-4,71585,526.89,0,311.89,795828,210.7,-4.3,PO MISMATCH,7443305-20180810180015
Fireside Lodge,43315,796768-2,71611,664.62,0,369.62,796768,289.1,-5.9,PO MISMATCH,7443391-20180810180015
Fireside Lodge,43315,801473-2,71667,60,0,0,801473,58.8,-1.2,PO MISMATCH,7443392-20180810180015
Fireside Lodge,43312,803032-2,71592,80,0,0,803032,78.4,-1.6,PO MISMATCH,7443307-20180810180015
HiEnd Accents,43294,810951-2,247116,27,5,0,810951,22,-22,PO MISMATCH,HIEND 071618 (19)N
HiEnd Accents,43319,810951-2,248846,22,0,0,810951,22,-22,PO MISMATCH,7443546-20180810180015
Lorec Ranch Wholesale,43315,818726-1,769,69.99,10,0,818726,51.99,-8,PO MISMATCH,LOREC 080618 769N
Lorec Ranch Wholesale,43319,820014-3,775,109.98,10,0,820014,85.98,-14,PO MISMATCH,LOREC 080818 775N
"Marco International, Inc.",43319,819224-2,50440,44.7,0,0,819224,44.7,-44.7,PO MISMATCH,MARCO 080718 (7)N
"Marco International, Inc.",43314,819224-2,50401,44.7,0,0,819224,44.7,-44.7,PO MISMATCH,7431856-20180807180203
Mexican Country Imports,43321,821742-4,11399,159.4,19.9,0,821742,137.04,-2.46,PO MISMATCH,MEXICAN CO 080918 11399N
Rizzy Home,43308,812452-1R,4173074R,127.5,5,0,812452,489.02,-122.5,PO MISMATCH,7428235-20180810180015
Rizzy Home,43300,812452-1,4169540,494.02,5,0,812452,489.02,-122.5,PO MISMATCH,RIZZY HOME 072018 4169539 (2)N
UTAH MOUNTAIN FURNITURE,43314,800523-1,2659,1975.77,275.77,0,800523,1650,-50,PO MISMATCH,utah mtn 080718 2659n
WILD WINGS,43305,815569-3,349107,65,5,0,815569,57,-3,PO MISMATCH,7443439-20180810180015
