Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
C AND F ENTERPRISES,43315,805806-1,609083,134.75,0,0,805806,115.88,-2.36,PO MISMATCH,7431885
C AND F ENTERPRISES,43315,812311-2,617875,12,0,0,812311,221.1,-20.4,PO MISMATCH,7424793-20180828180004
C AND F ENTERPRISES,43294,805785-4,611789,51,6,0,805785,121.5,-13.5,PO MISMATCH,7509004-20180907180003
C AND F ENTERPRISES,43294,807495-1,610793,88.95,6,0,807495,70.92,-12.03,PO MISMATCH,7509038-20180907180003
C AND F ENTERPRISES,43294,807732-1,611841,126,6,0,807732,189,-21,PO MISMATCH,7509008-20180907180003
C AND F ENTERPRISES,43294,807987-1,610790,232.25,6,0,807987,211.5,-14.75,PO MISMATCH,7509036-20180907180003
C AND F ENTERPRISES,43294,808176-1,610825,161,6,0,808176,139.5,-15.5,PO MISMATCH,7509035-20180907180003
C AND F ENTERPRISES,43294,808308-1,610650,13.5,0,0,808308,79.65,-8.85,PO MISMATCH,7509028-20180907180003
C AND F ENTERPRISES,43294,808308-1,610823,81,6,0,808308,79.65,-8.85,PO MISMATCH,7509034-20180907180003
C AND F ENTERPRISES,43294,808312-2,610796,158.5,6,0,808312,137.25,-15.25,PO MISMATCH,7509040-20180907180003
C AND F ENTERPRISES,43294,808346-1,610815,66,6,0,808346,54,-6,PO MISMATCH,7509029-20180907180003
C AND F ENTERPRISES,43294,808360-1,610813,76,6,0,808360,63,-7,PO MISMATCH,7509043-20180907180003
C AND F ENTERPRISES,43294,808409-2,610812,76,6,0,808409,63,-7,PO MISMATCH,7509042-20180907180003
C AND F ENTERPRISES,43294,808416-1,610811,12.5,6,0,808416,5.85,-0.65,PO MISMATCH,7509041-20180907180003
C AND F ENTERPRISES,43294,808443-1,610816,86,6,0,808443,72,-8,PO MISMATCH,7509030-20180907180003
C AND F ENTERPRISES,43294,808474-1,610791,66,6,0,808474,54,-6,PO MISMATCH,7509037-20180907180003
C AND F ENTERPRISES,43294,808535-2,610820,18.5,6,0,808535,11.25,-1.25,PO MISMATCH,7509033-20180907180003
C AND F ENTERPRISES,43294,808597-2,610817,146,6,0,808597,126,-14,PO MISMATCH,7509031-20180907180003
C AND F ENTERPRISES,43294,808620-1,610819,102,6,0,808620,86.4,-9.6,PO MISMATCH,7509032-20180907180003
C AND F ENTERPRISES,43294,808704-1,610795,146,6,0,808704,126,-14,PO MISMATCH,7509039-20180907180003
C AND F ENTERPRISES,43294,808811-1,611153,200.5,6,0,808811,178.8,-15.7,PO MISMATCH,7509073-20180907180003
C AND F ENTERPRISES,43294,808816-1,611198,96,6,0,808816,81,-9,PO MISMATCH,7509085-20180907180003
C AND F ENTERPRISES,43294,808826-2,611143,69,6,0,808826,56.7,-6.3,PO MISMATCH,7509092-20180907180003
C AND F ENTERPRISES,43294,808850-1,611146,76,6,0,808850,59.85,-10.15,PO MISMATCH,7509068-20180907180003
C AND F ENTERPRISES,43294,808935-1,611121,68.5,6,0,808935,53.45,-9.05,PO MISMATCH,7509078-20180907180003
C AND F ENTERPRISES,43294,808938-4,611154,23.5,6,0,808938,15.75,-1.75,PO MISMATCH,7509074-20180907180003
C AND F ENTERPRISES,43294,808976-1,611137,66,6,0,808976,54,-6,PO MISMATCH,7509088-20180907180003
C AND F ENTERPRISES,43294,808996-2,611200,134.75,6,0,808996,126,-2.75,PO MISMATCH,7509086-20180907180003
C AND F ENTERPRISES,43294,809014-2,611135,76,6,0,809014,63,-7,PO MISMATCH,7509087-20180907180003
C AND F ENTERPRISES,43294,809050-1,611604,18.5,6,0,809050,11.25,-1.25,PO MISMATCH,7508899-20180907180003
C AND F ENTERPRISES,43294,809197-1,611157,26,6,0,809197,18,-2,PO MISMATCH,7509077-20180907180003
C AND F ENTERPRISES,43294,809202-1,611145,76,6,0,809202,59.85,-10.15,PO MISMATCH,7509093-20180907180003
C AND F ENTERPRISES,43294,809223-2,611160,19,6,0,809223,11.7,-1.3,PO MISMATCH,7509080-20180907180003
C AND F ENTERPRISES,43294,809263-2,611683,185,6,0,809263,161.1,-17.9,PO MISMATCH,7508998-20180907180003
C AND F ENTERPRISES,43294,809285-2,611162,19,6,0,809285,11.7,-1.3,PO MISMATCH,7509081-20180907180003
C AND F ENTERPRISES,43294,809286-1,611120,23.5,6,0,809286,15.75,-1.75,PO MISMATCH,7509067-20180907180003
C AND F ENTERPRISES,43294,809334-2,611195,96,6,0,809334,81,-9,PO MISMATCH,7509083-20180907180003
C AND F ENTERPRISES,43294,809348-1,611196,74,6,0,809348,61.2,-6.8,PO MISMATCH,7509084-20180907180003
C AND F ENTERPRISES,43294,809368-1,611151,66,6,0,809368,54,-6,PO MISMATCH,7509072-20180907180003
C AND F ENTERPRISES,43294,809422-2,611165,93.5,6,0,809422,78.75,-8.75,PO MISMATCH,7509082-20180907180003
C AND F ENTERPRISES,43294,809463-1,611139,86,6,0,809463,72,-8,PO MISMATCH,7509089-20180907180003
C AND F ENTERPRISES,43294,809580-1,611142,18,6,0,809580,10.8,-1.2,PO MISMATCH,7509091-20180907180003
C AND F ENTERPRISES,43294,809614-1,611156,18.5,6,0,809614,11.25,-1.25,PO MISMATCH,7509076-20180907180003
C AND F ENTERPRISES,43294,809627-4,611140,66,6,0,809627,54,-6,PO MISMATCH,7509090-20180907180003
C AND F ENTERPRISES,43294,809660-1,611155,18.5,6,0,809660,11.25,-1.25,PO MISMATCH,7509075-20180907180003
C AND F ENTERPRISES,43294,809727-3,611149,25.5,6,0,809727,17.55,-1.95,PO MISMATCH,7509070-20180907180003
C AND F ENTERPRISES,43294,809785-1,611608,41,6,0,809785,29.94,-5.06,PO MISMATCH,7508901-20180907180003
C AND F ENTERPRISES,43294,809800-1,611442,13.5,0,0,809800,34.65,-3.85,PO MISMATCH,7508895-20180907180003
C AND F ENTERPRISES,43294,809800-1,611614,31,6,0,809800,34.65,-3.85,PO MISMATCH,7508896-20180907180003
