Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
"Arthur Court Designs, Inc.",43409,859580-1,350874,67.5,5,0,859580,125,-62.5,PO MISMATCH,7665353-20181113180023
"Arthur Court Designs, Inc.",43434,859580-2,355267,67.5,5,0,859580,125,-62.5,PO MISMATCH,7731573-20181211180027
Always Azul Pottery,43453,872932-1,19164,62,2,0,872932,60,-60,PO MISMATCH,7763335-20181225180010
"Arthur Court Designs, Inc.",43452,859580-2,359868,62.5,0,0,859580,125,-62.5,PO MISMATCH,7807711-20190115180020
"Arthur Court Designs, Inc.",43460,888829-3,361328,35.4,0,0,888829,29.5,-5.9,PO MISMATCH,7807685-20190115180020
Always Azul Pottery,43482,872932-,19222,62,2,0,872932,60,-60,PO MISMATCH,7820552-20190118180029
Designers Fountain,43479,898375-1,93006620,74.95,5,0,898375,66.75,-3.2,PO MISMATCH,7808363-20190118180029
Designers Fountain,43480,896995-1,93007064,69.95,5,0,896995,63.75,-1.2,PO MISMATCH,7815790-20190118180029
Designers Fountain,43480,897103-3,93007065,69.95,5,0,897103,63.75,-1.2,PO MISMATCH,7815791-20190118180029
EVERGREEN ENTERPRISES,43480,896925-1,6733751,291,5,0,896925,260,-26,PO MISMATCH,7815883-20190118180029
HiEnd Accents,43424,864953-2,258738,45,5,0,864953,35,-5,PO MISMATCH,7811506-20190118180029
HiEnd Accents,43480,897360-2,264906,45,5,0,897360,35,-5,PO MISMATCH,7815861-20190118180029
Lorec Ranch Wholesale,43482,899442-,923,49.99,10,0,899442,34.99,-5,PO MISMATCH,7816579-20190118180029
"Michaelian Home, Inc.",43480,898580-1,57693,40,0,0,898580,35,-5,PO MISMATCH,7815973-20190118180029
Mohawk Factoring LLC,43473,895090-1,9592522,66.3,0,0,895090,63.75,-2.55,PO MISMATCH,7811533-20190118180029
Mohawk Factoring LLC,43474,895105-1,9596769,250.75,0,0,895105,237.15,-13.6,PO MISMATCH,7811534-20190118180029
"OK CASTING, LLC.",43479,889523-1,69654,652,15,0,889523,636,-1,PO MISMATCH,7808387-20190118180029
