Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
C AND F ENTERPRISES,43315,817248-1,617746,32.5,6,0,817248,64.35,-7.15,PO MISMATCH,7424727-20180828180004
C AND F ENTERPRISES,43368,817248-1,637808,45,0,0,817248,64.35,-7.15,PO MISMATCH,7555947-20180928180003
C AND F ENTERPRISES,43329,821926-1,621178,146,6,0,821926,252,-14,PO MISMATCH,7454034-20180828180004
C AND F ENTERPRISES,43370,821926-2,639204,129,3,0,821926,252,-14,PO MISMATCH,7562391-20180928180003
C AND F ENTERPRISES,43348,832698-1,630610,41,3,0,832698,94.5,-8.5,PO MISMATCH,7509693-20180907180003
C AND F ENTERPRISES,43370,832698-1,639381,68,3,0,832698,94.5,-8.5,PO MISMATCH,7562380-20180928180003
C AND F ENTERPRISES,43364,838640-1,636792,84,3,0,838640,76.96,-4.04,PO MISMATCH,7549397-20180925180006
C AND F ENTERPRISES,43364,839312-1,636921,18.75,3,0,839312,14.97,-0.78,PO MISMATCH,7549399-20180925180006
C AND F ENTERPRISES,43364,839370-2,636611,84,3,0,839370,76.96,-4.04,PO MISMATCH,7549391-20180925180006
C AND F ENTERPRISES,43368,841098-1,637745,43.5,3,0,841098,38.48,-2.02,PO MISMATCH,7555929-20180928180003
C AND F ENTERPRISES,43368,841496-1,637824,84,0,0,841496,81,-3,PO MISMATCH,7555937-20180928180003
C AND F ENTERPRISES,43369,841559-1,638666,18.75,3,0,841559,14.97,-0.78,PO MISMATCH,7559173-20180928180003
C AND F ENTERPRISES,43369,841806-1,638313,57,3,0,841806,51.3,-2.7,PO MISMATCH,7559180-20180928180003
C AND F ENTERPRISES,43370,842719-1,639335,43.5,3,0,842719,38.48,-2.02,PO MISMATCH,7562379-20180928180003
DONNA SHARP,43348,831981-1,-434079,150.3,0,0,831981,144.9,-5.4,PO MISMATCH,7509170-20180907180003
DONNA SHARP,43350,832605-2,-434399,225.9,0,0,832605,213.3,-39.6,PO MISMATCH,7520101-20180911180003
DONNA SHARP,43364,832605-2,-435802,27,0,0,832605,213.3,-39.6,PO MISMATCH,7546010-20180925180006
Pure Country,43348,826212-1,922121,81.2,6,0,826212,67.5,-7.7,PO MISMATCH,7512326-20180907180003
Pure Country,43361,832045-2,925532,31.7,6,0,832045,22.5,-3.2,PO MISMATCH,7540030-20180925180006
Pure Country,43361,833788-2,925534,27.2,6,0,833788,20.7,-0.5,PO MISMATCH,7540031-20180925180006
Pure Country,43369,834629-2,927913,30.8,6,0,834629,22.5,-2.3,PO MISMATCH,7556308-20180928180003
Pure Country,43363,834658-1,926251,27.2,6,0,834658,20.7,-0.5,PO MISMATCH,7545104-20180925180006
Pure Country,43368,834969-2,927571,56,6,0,834969,45,-5,PO MISMATCH,7553171-20180928180003
Pure Country,43367,835714-1,927118,30.8,6,0,835714,22.5,-2.3,PO MISMATCH,7549741-20180925180006
Pure Country,43361,836603-1,925531,27.65,6,0,836603,19.35,-2.3,PO MISMATCH,7542569-20180925180006
Pure Country,43369,838364-1,927914,30.8,6,0,838364,22.5,-2.3,PO MISMATCH,7556307-20180928180003
Pure Country,43368,840478-1,927471,30.8,6,0,840478,22.5,-2.3,PO MISMATCH,7553139-20180928180003
Pure Country,43370,840944-2,928409,30.8,6,0,840944,22.5,-2.3,PO MISMATCH,7562207-20180928180003
Pure Country,43370,841000-1,928463,83,6,0,841000,72.9,-4.1,PO MISMATCH,7562211-20180928180003
Pure Country,43369,841220-3,927977,19.1,6,0,841220,12.6,-0.5,PO MISMATCH,7559151-20180928180003
Pure Country,43369,841404-3,927951,44.3,6,0,841404,36,-2.3,PO MISMATCH,7559089-20180928180003
Pure Country,43370,841789-1,928455,30.8,6,0,841789,22.5,-2.3,PO MISMATCH,7562209-20180928180003
Pure Country,43370,841928-2,928456,30.8,6,0,841928,22.5,-2.3,PO MISMATCH,7562210-20180928180003
Pure Country,43370,842088-2,928458,30.8,6,0,842088,22.5,-2.3,PO MISMATCH,7562259-20180928180003
S.P.I.,43367,840451-2,0634831-,48,0,0,840451,0,-48,PO MISMATCH,7552345-20180925180006
S.P.I.,43370,842956-1,0634986-,51.96,0,0,842956,0,-48,PO MISMATCH,7562374-20180928180003
Sierra Lifestyles,43355,834617-1,34756,34,0,0,834617,33.48,-0.52,PO MISMATCH,7539738-20180928180003
Sierra Lifestyles,43355,836609-1,34746,28,0,0,836609,27.57,-0.43,PO MISMATCH,7539736-20180928180003
