Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
C AND F ENTERPRISES,43371,842793-1,639647/,57,3,0,842793,51.3,-2.7,PO MISMATCH,7566239-20181002180003
C AND F ENTERPRISES,43371,842949-1,639413/,66,3,0,842949,59.85,-3.15,PO MISMATCH,7566232-20181002180003
C AND F ENTERPRISES,43371,843199-2,639863/,57,3,0,843199,51.3,-2.7,PO MISMATCH,7566237-20181002180003
C AND F ENTERPRISES,43371,843450-1,639758/,84,3,0,843450,76.96,-4.04,PO MISMATCH,7566241-20181002180003
C AND F ENTERPRISES,43375,843564-1,640472/,66,3,0,843564,59.85,-3.15,PO MISMATCH,7575432-20181005180011
C AND F ENTERPRISES,43375,843806-1,640591/,57,3,0,843806,51.3,-2.7,PO MISMATCH,7575435-20181005180011
C AND F ENTERPRISES,43376,844501-2,641069/,23.66,3,0,844501,19.62,-1.04,PO MISMATCH,7578289-20181005180011
C AND F ENTERPRISES,43375,844628-1,640479/,68.7,3,0,844628,63,-2.7,PO MISMATCH,7575444-20181005180011
C AND F ENTERPRISES,43376,844785-1,641061/,66,3,0,844785,59.85,-3.15,PO MISMATCH,7578271-20181005180011
C AND F ENTERPRISES,43376,844821-2,641065/,57,3,0,844821,51.3,-2.7,PO MISMATCH,7578286-20181005180011
C AND F ENTERPRISES,43376,845228-1,641072/,57,3,0,845228,51.3,-2.7,PO MISMATCH,7578272-20181005180011
C AND F ENTERPRISES,43376,845392-1,641327/,57,3,0,845392,51.3,-2.7,PO MISMATCH,7578276-20181005180011
C AND F ENTERPRISES,43375,845782-2,642151/,93.41,3,0,845782,85.9,-4.51,PO MISMATCH,7582237-20181005180011
C AND F ENTERPRISES,43375,845870-2,641995/,43.5,3,0,845870,38.48,-2.02,PO MISMATCH,7582233-20181005180011
Carroll Companies,43370,818733-6,353131,4250,25,0,818733,4100,-125,PO MISMATCH,7578554-20181005180011
CARSTENS INC,43374,821809-3,233512,18,3,0,821809,12,-3,PO MISMATCH,7578621-20181005180011
CARSTENS INC,43376,844494-2,233713,202,3,0,844494,195,-4,PO MISMATCH,7581489-20181005180011
CAST HORN DESIGN,43371,843185-1,21618,105,5,0,843185,50,-50,PO MISMATCH,CAST HORN 092818 21618C
Celebration Tablecloths,43313,818327-1,818327-1,66.97,3,0,818327,60.97,-63.97,PO MISMATCH,CELEBRATION TABLECLOTHS 080118 1212C
Celebration Tablecloths,43374,818327-1,1212,66.97,6,0,818327,60.97,-63.97,PO MISMATCH,7571584-20181005180011
CHANDLER 4 CORNERS,43353,786941-1,242064,29,10,0,786941,17.1,-1.9,PO MISMATCH,7581770-20181005180011
CHANDLER 4 CORNERS,43276,803025-1,240351,135.1,10,0,803025,123.39,-1.71,PO MISMATCH,7581590-20181005180011
CHANDLER 4 CORNERS,43304,813920-1,240917,27.1,10,0,813920,17.1,-17.1,PO MISMATCH,7581654-20181005180011
CHANDLER 4 CORNERS,43304,813920-1,240921,27.1,10,0,813920,17.1,-17.1,PO MISMATCH,7581658-20181005180011
CHANDLER 4 CORNERS,43311,817899-3,241018,46,10,0,817899,32.4,-3.6,PO MISMATCH,7581672-20181005180011
CHANDLER 4 CORNERS,43333,826442-1,241590,40.6,10,0,826442,27.54,-3.06,PO MISMATCH,7581711-20181005180011
CHANDLER 4 CORNERS,43336,828416-4,241647,40.6,10,0,828416,27.54,-3.06,PO MISMATCH,7581722-20181005180011
CHANDLER 4 CORNERS,43353,834881-1,242038,23.1,6,0,834881,15.39,-1.71,PO MISMATCH,7523453-20181005180011
CHANDLER 4 CORNERS,43353,835815-2,242052,36.6,6,0,835815,27.54,-3.06,PO MISMATCH,7581772-20181005180011
CHANDLER 4 CORNERS,43360,838517-2,242310,23.1,6,0,838517,15.39,-1.71,PO MISMATCH,7536679-20181005180011
COAST LAMP,43371,835307-4,56323,237.05,5,0,835307,230.85,-1.2,PO MISMATCH,7559582-20181005180011
COLORADO DALLAS LLC,43377,835929-1,19827,43,3,0,835929,38.4,-1.6,PO MISMATCH,7581469-20181005180011
OLLIIX,43371,841862-3,47114720-1,43.55,3.23,0,841862,35.28,-5.04,PO MISMATCH,7562707-20181002180003
Pure Country,43371,838152-2,929065,38.8,6,0,838152,25.2,-7.6,PO MISMATCH,7566078-20181002180003
Pure Country,43376,842454-4,930019,19.1,6,0,842454,12.6,-13.6,PO MISMATCH,7578208-20181005180011
Pure Country,43376,842454-4,930089,19.1,6,0,842454,12.6,-13.6,PO MISMATCH,7578213-20181005180011
Pure Country,43376,843824-1,930086,19.1,6,0,843824,12.6,-0.5,PO MISMATCH,7578210-20181005180011
Pure Country,43376,845258-2,930088,19.1,6,0,845258,12.6,-0.5,PO MISMATCH,7578212-20181005180011
Tayse International,43363,803609-3,473860,8.8,0,0,803609,9.9,-7.7,PO MISMATCH,7562156-20181005180011
Tayse International,43363,803609-3,473861,8.8,0,0,803609,9.9,-7.7,PO MISMATCH,7559525-20181005180011
Tayse International,43353,835256-3,471192,63.2,0,0,835256,71.1,-55.3,PO MISMATCH,7533128-20180918180002
Tayse International,43353,835256-3,471351,63.2,0,0,835256,71.1,-55.3,PO MISMATCH,7572162-20181005180011
VAXCEL,43363,833702-1,857983,89.3,0,0,833702,88.35,-0.95,PO MISMATCH,7570898-20181002180003
VAXCEL,43362,838288-1,857742,276.45,0,0,838288,274.55,-1.9,PO MISMATCH,7570908-20181002180003
VAXCEL,43362,838849-1,857584,103.55,0,0,838849,101.65,-1.9,PO MISMATCH,7570927-20181002180003
VAXCEL,43362,838870-1,857709,274.55,0,0,838870,269.8,-4.75,PO MISMATCH,7570962-20181002180003
VAXCEL,43362,839033-1,857712,127.3,0,0,839033,125.4,-1.9,PO MISMATCH,7570919-20181002180003
VAXCEL,43368,840194-1,859088,6.89,0,0,840194,6.53,-0.36,PO MISMATCH,7570870-20181002180003
VAXCEL,43367,840297-1,858738,103.55,0,0,840297,101.65,-1.9,PO MISMATCH,7570879-20181002180003
VAXCEL,43369,842333-1,860206,311.6,0,0,842333,307.8,-3.8,PO MISMATCH,7567484-20181002180003
VAXCEL,43374,843200-2,860700,89.3,0,0,843200,88.35,-0.95,PO MISMATCH,7567481-20181002180003
VAXCEL,43375,845122-1,861749,446.06,0,0,845122,439.41,-6.65,PO MISMATCH,7575664-20181005180011
West Creation,43359,824849-2,20483,26,3,0,824849,21.8,-1.2,PO MISMATCH,7575268-20181005180011
West Creation,43359,825133-1,20485,91.35,3,0,825133,83.7,-4.65,PO MISMATCH,7572616-20181005180011
West Creation,43359,825476-2,20489,26,3,0,825476,21.8,-1.2,PO MISMATCH,7572620-20181005180011
West Creation,43359,825596-1,20488,168.3,3,0,825596,148.2,-17.1,PO MISMATCH,7572619-20181005180011
West Creation,43359,825912-1,20492,21.86,3,0,825912,17.86,-1,PO MISMATCH,7572623-20181005180011
West Creation,43359,826090-1,20490,20.1,3,0,826090,16.2,-0.9,PO MISMATCH,7572621-20181005180011
West Creation,43359,826620-1,20494,191.1,3,0,826620,178.8,-9.3,PO MISMATCH,7572625-20181005180011
West Creation,43359,826850-2,20495,145.5,3,0,826850,135,-7.5,PO MISMATCH,7572626-20181005180011
West Creation,43359,827019-2,20493,62.68,3,0,827019,56.52,-3.16,PO MISMATCH,7572624-20181005180011
West Creation,43359,827226-3,20497,11.55,3,0,827226,8.1,-0.45,PO MISMATCH,7575270-20181005180011
West Creation,43359,827232-1,20498,24.85,3,0,827232,21.4,-0.45,PO MISMATCH,7575271-20181005180011
West Creation,43359,827581-2,20500,15.35,3,0,827581,11.7,-0.65,PO MISMATCH,7575273-20181005180011
