Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Sierra Lifestyles,43305,812451-1,34151,38.5,0,0,812451,37.91,-0.59,PO MISMATCH,SIERRA LIFESTYLES 072418 PMT RECPT 633.85 34151C
Sierra Lifestyles,43305,814470-2,34188,13,0,0,814470,12.8,-0.2,PO MISMATCH,SIERRA LIFESTYLES 072418 PMT RECPT 633.85 34188C
Sierra Lifestyles,43305,814726-1,34191,26,0,0,814726,25.6,-0.4,PO MISMATCH,SIERRA LIFESTYLES 072418 PMT RECPT 633.85 34191C
Sierra Lifestyles,43305,814871-2,34195,15,0,0,814871,14.77,-0.23,PO MISMATCH,SIERRA LIFESTYLES 072418 PMT RECPT 633.85 34195C
C AND F ENTERPRISES,43189,767254-1,584372,76,6,0,767254,139,-58,PO MISMATCH,C&F PAYMENT RECPT 033018 18067.78C
C AND F ENTERPRISES,43203,767254-1,590751,35,6,0,767254,139,-58,PO MISMATCH,C&F 062818 PMT RECPT 6664.50C
C AND F ENTERPRISES,43203,777022-1,590752,12.5,6,0,777022,6,-0.5,PO MISMATCH,C&F 062818 PMT RECPT 6664.50C
C AND F ENTERPRISES,43229,767254-1,597079,104,6,0,767254,139,-58,PO MISMATCH,C&F 051418 PMT RECPT 8153.02C
VAXCEL,43306,815358-2,842176,59.5,2.5,0,815358,55.1,-1.9,PO MISMATCH,VAXCEL 072618 PMT RECPT 6604.58 (49) C
VAXCEL,43306,814801-2,842257,112.7,2.5,0,814801,108.3,-1.9,PO MISMATCH,VAXCEL 072618 PMT RECPT 6604.58 (49) C
UNITED WEAVERS,43304,807471-2,1140525,377.81,5,121.81,807471,249,-2,PO MISMATCH,UNITED WEAVERS 070918 17C
Westmoreland,43301,795692-2,13827,283,8,0,795692,261,-14,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,795857-2,13827,97,8,0,795857,84.55,-4.45,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,798364-1,13827,283,8,0,798364,261,-14,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,798468-1,13827,203,8,0,798468,185.25,-9.75,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,798705-1,13827,283,8,0,798705,261,-14,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,800599-2,13827,283,8,0,800599,261,-14,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,801107-1,13827,113,8,0,801107,99.75,-5.25,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,803484-3,13827,134,8,0,803484,119.7,-6.3,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,804023-1,13827,203,8,0,804023,185.25,-9.75,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,804279-2,13827,283,8,0,804279,261,-14,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,806218-1,13827,383,8,0,806218,356,-19,PO MISMATCH,WESTMORELAND 072318 13827C
Westmoreland,43301,806319-2,13827,113,8,0,806319,99.75,-5.25,PO MISMATCH,WESTMORELAND 072318 13827C
