Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
AMERICAN DAKOTA,43330,820631-1,30817,150,0,0,820631,76,-13,PO MISMATCH,7556284-20181005180011
ASHTON ART,43440,875188-2,21181,70,0,0,875188,62,-8,PO MISMATCH,7735342-20181211180006
C AND F ENTERPRISES,43419,863921-1,659756/,35.4,3,0,863921,47.25,-2.16,PO MISMATCH,7680536-20181116180015
CARSTENS INC,43399,852304-2,235270,29,3,0,852304,26,-13,PO MISMATCH,7642114-20181102180009
CARSTENS INC,43437,872154-2,238318,47,3,0,872154,36,-8,PO MISMATCH,7735249-20181211180006
COLORADO DALLAS LLC,43444,860752-1,20063,38.4,0,0,860752,38,-0.4,PO MISMATCH,7735215-20181211180006
COLORADO DALLAS LLC,43441,860766-1,20059,46.08,0,0,860766,45.6,-0.48,PO MISMATCH,7731275-20181211180006
COLORADO DALLAS LLC,43444,860878-2,20064,190.08,0,0,860878,188.1,-1.98,PO MISMATCH,7735216-20181211180006
COLORADO DALLAS LLC,43441,860958-1,20060,31.68,0,0,860958,31.35,-0.33,PO MISMATCH,7731276-20181211180006
COLORADO DALLAS LLC,43441,861529-1,20058,103.68,0,0,861529,102.6,-1.08,PO MISMATCH,7731274-20181211180006
COLORADO DALLAS LLC,43444,862255-1,20067,79.68,0,0,862255,78.85,-0.83,PO MISMATCH,7735227-20181211180006
COLORADO DALLAS LLC,43444,863769-1,20066,71.04,0,0,863769,70.68,-0.36,PO MISMATCH,7735226-20181211180006
COLORADO DALLAS LLC,43441,864375-1,20061,45.12,0,0,864375,44.65,-0.47,PO MISMATCH,7731280-20181211180006
COLORADO DALLAS LLC,43444,864388-1,20068,27.84,0,0,864388,27.55,-0.29,PO MISMATCH,7735228-20181211180006
COLORADO DALLAS LLC,43445,865265-1,20070,22.08,0,0,865265,21.85,-0.23,PO MISMATCH,7738731-20181214180007
COLORADO DALLAS LLC,43441,869518-1,20057,105.6,0,0,869518,104.5,-1.1,PO MISMATCH,7731194-20181211180006
COLORADO DALLAS LLC,43446,873937-2,20078,19.2,0,0,873937,19,-0.2,PO MISMATCH,7742231-20181214180007
COLORADO DALLAS LLC,43444,874075-1,20065,49.92,0,0,874075,49.4,-0.52,PO MISMATCH,7735225-20181211180006
COLORADO DALLAS LLC,43446,878629-4,20077,43.2,0,0,878629,42.75,-0.45,PO MISMATCH,7739343-20181214180007
COLORADO DALLAS LLC,43446,880869-2,20075,22.08,0,0,880869,21.85,-0.23,PO MISMATCH,7742232-20181214180007
COLORADO DALLAS LLC,43445,881535-2,20071,107.52,0,0,881535,106.4,-1.12,PO MISMATCH,7738732-20181214180007
COLORADO DALLAS LLC,43446,881557-1,20079,19.2,0,0,881557,19,-0.2,PO MISMATCH,7742230-20181214180007
DEMDACO 0000        LEAWOOD,43440,875335-2,22053691,27.5,0,0,875335,25,-2.5,PO MISMATCH,7731329-20181211180006
DEMDACO 0000        LEAWOOD,43441,877599-2,22055072,12.5,0,0,877599,10,-2.5,PO MISMATCH,7731952-20181211180006
IRONWOOD INDUSTRIES,43444,862520-3,28815,165,0,0,862520,161,-4,PO MISMATCH,7735406-20181211180006
IRONWOOD INDUSTRIES,43444,863633-1,28824,120,0,0,863633,108,-12,PO MISMATCH,7735397-20181211180006
"Kalalou, Inc.",43443,878138-3,721835,21.3,6,0,878138,15.3,-1,PO MISMATCH,7735187-20181211180006
"Kalalou, Inc.",43443,878489-1,721732,25.8,6,0,878489,17.1,-2.7,PO MISMATCH,7735186-20181211180006
"Kalalou, Inc.",43445,880302-2,722703,38.4,6,0,880302,30.6,-1.8,PO MISMATCH,7739171-20181214180007
MY AMIGOS,43215,772926-1,7298,186,28,0,772926,79,26,PO MISMATCH,MY AMIGOS 062818 7298C
NEW WORLD TRADING,43446,882129-1,25815,1035,0,0,882129,1000.35,-34.65,PO MISMATCH,7742294-20181214180007
OLLIIX,43446,880855-3,48228235-1,262.5,0,0,880855,250,-12.5,PO MISMATCH,7739290-20181214180007
P GRAHAM DUNN,43446,882185-1,2026949,22.4,8,0,882185,13.5,-0.9,PO MISMATCH,7742392-20181214180007
