Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
All Resort Furnishings,43367,840017-1,4267,45,5,0,840017,40,0,PO MISMATCH,7754115-
All Resort Furnishings,43377,839536-1,4290,72,5,0,839536,134,-67,PO MISMATCH,7754116-
All Resort Furnishings,43367,841543-1,4268,45,5,0,841543,40,-40,PO MISMATCH,7754122-
All Resort Furnishings,43367,839536-1,4266,87,5,0,839536,134,-67,PO MISMATCH,7754131-
All Resort Furnishings,43377,841543-1,4293,45,5,0,841543,40,-40,PO MISMATCH,7754132-
All Resort Furnishings,43406,847550-1,4321,24,5,0,847550,15,-4,PO MISMATCH,7754152-
All Resort Furnishings,43406,839536-2,4343,57,5,0,839536,134,-67,PO MISMATCH,7754165-
All Resort Furnishings,43406,855319-1,4335,64,5,0,855319,50,-9,PO MISMATCH,7754177-
All Resort Furnishings,43406,850964-1,4326,100,5,0,850964,85,-10,PO MISMATCH,7756922-
HiEnd Accents,43448,883950-1,262013,273,5,0,883950,263,-5,PO MISMATCH,7750700-20181218180025
HOMEFIRES,43448,884082-1,049082/,24,0,0,884082,22.5,-1.5,PO MISMATCH,7749903-20181218180025
HOMEFIRES,43451,885090-2,049098/,48,0,0,885090,45,-3,PO MISMATCH,7750719-20181218180025
Saverio Inc.,43447,872367-4,201810916,35,5,0,872367,42,-9,PO MISMATCH,7753829-20181218180025
"Arthur Court Designs, Inc.",43452,854856-2,349625,40.4,5,0,854856,30,-5.4,PO MISMATCH,7759845-20181221180035
HiEnd Accents,43452,885340-1,262455,190,5,0,885340,180,-5,PO MISMATCH,7759799-20181221180035
Mohawk Factoring LLC,43441,876413-1,9479982,71.59,0,0,876413,63.75,-2.55,PO MISMATCH,7759446-20181221180035
Mohawk Factoring LLC,43441,876554-1,9479983,145.86,0,0,876554,127.5,-5.1,PO MISMATCH,7759447-20181221180035
Mohawk Factoring LLC,43447,881786-1,9506086,66.3,0,0,881786,63.75,-2.55,PO MISMATCH,7759425-20181221180035
Red Horse Signs,43453,883110-1,21310,32.5,6,0,883110,26.5,-26.5,PO MISMATCH,7759479-20181221180035
Red Horse Signs,43453,883110-1,21324,32.5,6,0,883110,26.5,-26.5,PO MISMATCH,7759768-20181221180035
Savoy House,43452,883646-1,689313,132,0,0,883646,124,-8,PO MISMATCH,7757111-20181221180035
Silverado Home,43451,857568-2,16245,337.33,10,6.25,857568,276.44,-44.64,PO MISMATCH,7759706-20181221180035
