Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Artisans Gallery,43255,789679-1,789679-1,60,0,0,789679,55,-5,PO MISMATCH,ARTISANS GALLERY 060518 789679-1N
Artisans Gallery,43252,792772-1,792772-1,80.45,8,0,792772,72,-0.45,PO MISMATCH,ARTISANS GALLERY 060418 792772-1N
Cambridge of California,43244,780084-1,69502,475,0,0,780084,460,-15,PO MISMATCH,CAMBRIDGE 060518 69502N
Designers Fountain,43245,792208-1,92949613,69.95,5,0,792208,63.75,-1.2,PO MISMATCH,DESIGNERS FTN 060518 (2)N
Designers Fountain,43251,793646-1,92950594,74.95,5,0,793646,66.75,-3.2,PO MISMATCH,DESIGNERS FTN 060518 (2)N
Grander Images,43249,792193-1,59947,78,0,0,792193,47.5,-30.5,PO MISMATCH,GRANDER IMAGES 060418 59947N
HOMEFIRES,43252,793141-1,47031,161.5,3.5,0,793141,158,-158,PO MISMATCH,HOMEFIRES 060418 47031N
HOMEFIRES,43251,793141-1,47018,161.5,3.5,0,793141,158,-158,PO MISMATCH,HOMEFIRES 053118 47018N
Savoy House,43257,795183-1,387484,95,0,0,795183,90,-5,PO MISMATCH,SAVOY 060718 387368N
Silverado Home,43256,777581-1,15531,580.4,10,0,777581,477.48,-92.92,PO MISMATCH,SILVERADO 060618 15531N
UTAH MOUNTAIN FURNITURE,43251,775691-2,2617,864.63,315.63,0,775691,314,-235,PO MISMATCH,UTAH MTN 060418 2617N
WGI Gallery,43256,785096-2,177501,29,3,0,785096,51.44,-0.56,PO MISMATCH,WGI 060518 177501N
WGI Gallery,43235,785096-1,177356,29,3,0,785096,51.44,-0.56,PO MISMATCH,WGI 051518 177356N
WGI Gallery,43243,788474-3,177436,60,3,0,788474,55.84,-1.16,PO MISMATCH,WGI 060518 177436N
WGI Gallery,43256,788955-1,177501,60,3,0,788955,55.84,-1.16,PO MISMATCH,WGI 060518 177501N
WGI Gallery,43256,789599-2,177501,29,3,0,789599,25.72,-0.28,PO MISMATCH,WGI 060518 177501N
WGI Gallery,43256,789919-2,177501,60,3,0,789919,55.84,-1.16,PO MISMATCH,WGI 060518 177501N
WGI Gallery,43256,790797-1,177501,60,3,0,790797,55.84,-1.16,PO MISMATCH,WGI 060518 177501N
WGI Gallery,43256,790898-1,177501,60,3,0,790898,55.84,-1.16,PO MISMATCH,WGI 060518 177501N
WGI Gallery,43256,791999-1,177501,26,0,0,791999,25.72,-0.28,PO MISMATCH,WGI 060518 177501N
Artisans Gallery,43255,782668-1,782668-1,70.5,6,0,782668,64.5,-64.5,REVISED,ARTISANS GALLERY 060518 782668-1N
Artisans Gallery,43258,782668-1,782668-1,66.5,2,0,782668,64.5,-64.5,REVISED,ARTISANS GALLERY 060718 794279-1N
Crestview Collection,43257,774206-3,319720,64.95,0,0,774206,68,-61.9,REVISED,CRESTVIEW 060718 319720N
Crestview Collection,43238,774206-3,315829,64.95,0,0,774206,68,-61.9,REVISED,CRESTVIEW 051818 315829.830 (3)N
HiEnd Accents,43255,7546-,244211,175,0,0,0,0,0,REVISED,HIEND 060518 (28)N
Kimlor,43243,764265-1,855712,43,0,0,764265,61,-86,REVISED,KIMLOR 060518 (50)N
Kimlor,43234,764265-1,854777,43,0,0,764265,61,-86,REVISED,KIMLOR 052218 (69)N
Kimlor,43222,764265-1,853860,67.95,6.95,0,764265,61,-86,REVISED,KIMLOR 050918 (22)N
WOODED RIVER,43255,774708-1,124264,35,0,0,774708,873.6,-35,REVISED,WOODED RIVER 060518 124264N
WOODED RIVER,43221,774708-1,123800,873.6,0,0,774708,873.6,-35,REVISED,WOODED RIVER 050118 123800N
