Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
A HOMESTEAD SHOPPE,43383,812715-2,436542,45,5,0,812715,38,-2,PO MISMATCH,7596478-20181012180007
A HOMESTEAD SHOPPE,43383,813575-1,436544,45,5,0,813575,38,-2,PO MISMATCH,7596480-20181012180007
AMERICAN DAKOTA,43376,845718-1,31500BF,294,0,0,845718,294,-294,PO MISMATCH,7582224-20181005180011
AMERICAN DAKOTA,43384,845718-1,31500,294,0,0,845718,294,-294,PO MISMATCH,7599250-20181012180007
"Arthur Court Designs, Inc.",43375,843733-2,347075,80.8,10,0,843733,66,-4.8,PO MISMATCH,vagabond house 100818 347075c
C AND F ENTERPRISES,43378,845983-2,642217/,57,3,0,845983,51.3,-2.7,PO MISMATCH,7586410-20181009180005
C AND F ENTERPRISES,43378,846576-1,642745/,57,3,0,846576,51.3,-2.7,PO MISMATCH,7586420-20181009180005
C AND F ENTERPRISES,43382,846788-1,644224/,57,3,0,846788,51.3,-2.7,PO MISMATCH,7593474-20181012180007
C AND F ENTERPRISES,43382,847095-2,644217/,50.25,3,0,847095,44.91,-2.34,PO MISMATCH,7593470-20181012180007
C AND F ENTERPRISES,43382,847243-2,644026/,66,3,0,847243,59.85,-3.15,PO MISMATCH,7593487-20181012180007
C AND F ENTERPRISES,43382,847523-1,644206/,57,3,0,847523,51.3,-2.7,PO MISMATCH,7593504-20181012180007
C AND F ENTERPRISES,43382,847598-1,644208/,43.5,3,0,847598,38.48,-2.02,PO MISMATCH,7593505-20181012180007
C AND F ENTERPRISES,43382,847787-2,644619/,66,3,0,847787,59.85,-3.15,PO MISMATCH,7593493-20181012180007
C AND F ENTERPRISES,43382,848101-2,644599/,57,3,0,848101,51.3,-2.7,PO MISMATCH,7593488-20181012180007
C AND F ENTERPRISES,43383,848167-1,645022/,81.75,3,0,848167,74.82,-3.93,PO MISMATCH,7596521-20181012180007
C AND F ENTERPRISES,43383,848170-1,645049/,23.66,3,0,848170,19.62,-1.04,PO MISMATCH,7596527-20181012180007
C AND F ENTERPRISES,43383,848305-1,645047/,57,3,0,848305,51.3,-2.7,PO MISMATCH,7596525-20181012180007
C AND F ENTERPRISES,43383,848496-1,645042/,77.25,3,0,848496,71.1,-3.15,PO MISMATCH,7596524-20181012180007
DONNA SHARP,43384,826183-2,-438000,138.5,0,0,826183,137.7,-0.8,PO MISMATCH,7599170-20181012180007
DONNA SHARP,43374,844710-2,-436923,122.5,0,0,844710,216,-1,PO MISMATCH,7570979-20181002180003
MEISSENBURG DESIGNS,43314,808292-3,275746,36.5,2,0,808292,69,-34.5,PO MISMATCH,MEISSENBURG 082418 PMT RECPT 495.50C
MEISSENBURG DESIGNS,43375,837597-1,278238,257,2,0,837597,229,-26,PO MISMATCH,7589848-20181009180005
MEISSENBURG DESIGNS,43381,838790-2,278478,139.75,2,0,838790,131,-6.75,PO MISMATCH,7596430-20181012180007
MEYDA LIGHTING,43294,810036-2,1437929,244,10,0,810036,270.9,-52.35,PO MISMATCH,MEYDA 071618 1437929C
Pure Country,43378,842987-2,930950,32.6,6,0,842987,25.2,-1.4,PO MISMATCH,7586253-20181009180005
Pure Country,43378,843647-2,930973,32.6,6,0,843647,25.2,-1.4,PO MISMATCH,7586262-20181009180005
VAXCEL,43377,844779-1,862003,701.32,0,0,844779,701.1,-0.22,PO MISMATCH,7586232-20181009180005
VAXCEL,43378,845758-1,862314,95,0,0,845758,94.04,-0.96,PO MISMATCH,7589749-20181009180005
VAXCEL,43381,846376-1,862729,177.65,0,0,846376,176.7,-0.95,PO MISMATCH,7590129-20181012180007
VAXCEL,43382,846733-1,863805,89.3,0,0,846733,88.35,-0.95,PO MISMATCH,7593852-20181012180007
VAXCEL,43382,847189-1,863879,103.55,0,0,847189,101.65,-1.9,PO MISMATCH,7593826-20181012180007
VILLAGE WROUGHT IRON,43378,846324-1,192651,78.45,5,0,846324,73.45,-73.45,PO MISMATCH,7586185-20181009180005
VILLAGE WROUGHT IRON,43381,846324-1,192704,78.45,5,0,846324,73.45,-73.45,PO MISMATCH,7586890-20181009180005
Westmoreland,43385,838965-2,14010,93,8,0,838965,84.55,-0.45,PO MISMATCH,7596504-20181012180007
