Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Attilas,43291,799062-2,17348,69,10,0,799062,55,-4,PO MISMATCH,ATTILAS 071718 PMT RECPT 187.00C
COAST LAMP,43295,803511-1,54928,202.8,5,0,803511,197.6,-0.2,PO MISMATCH,COAST LAMP 071718 PMT RECPT 5134.65 54928C
COAST LAMP,43295,803944-2,55014,124,5,0,803944,113.05,-5.95,PO MISMATCH,COAST LAMP 071718 PMT RECPT 5134.65 55014C
IRONWOOD INDUSTRIES,43297,797854-1,28144,60,0,0,797854,54,-6,PO MISMATCH,IRONWOOD 07178 PMT RECPT 787.00 28144C
IRONWOOD INDUSTRIES,43300,802994-2,28163,43,0,0,802994,37,-6,PO MISMATCH,IRONWOOD 072018 PMT RECPT 840.00 28163C
"Kalalou, Inc.",43297,810732-1,679731,59.1,6,0,810732,32.1,-21,PO MISMATCH,KALALOU 071718 679731C
"Kalalou, Inc.",43298,812009-2,680166,43.8,6,0,812009,32.4,-5.4,PO MISMATCH,KALALOU 071718 680166C
MEYDA LIGHTING,43300,795591-1,1438209,197,10,0,795591,167,-20,PO MISMATCH,MEYDA 072018 1438209C
Pure Country,43295,804117-5,908469,31.7,6,0,804117,22.5,-3.2,PO MISMATCH,PURE CO 071618 908469C
Pure Country,43297,805399-1,908611,31.7,6,0,805399,22.5,-3.2,PO MISMATCH,PURE CO 071718 908611C
Pure Country,43298,807623-3,908907,30.8,6,0,807623,22.5,-2.3,PO MISMATCH,PURE CO 071718 908907C
Pure Country,43298,808221-2,908908,49.7,6,0,808221,38.7,-5,PO MISMATCH,PURE CO 071718 908908C
Pure Country,43295,808448-1,908470,31.7,6,0,808448,22.5,-3.2,PO MISMATCH,PURE CO 071618 908470C
Pure Country,43299,808807-3,909288,30.8,6,0,808807,22.5,-27.1,PO MISMATCH,PURE CO 071818 909288C
Pure Country,43299,808807-7,909354,30.8,6,0,808807,22.5,-27.1,PO MISMATCH,PURE CO 071818 909354C
Pure Country,43294,809188-1,908240,30.8,6,0,809188,22.5,-2.3,PO MISMATCH,PURE CO 071618 908240C
Pure Country,43298,809975-2,908840,19.1,6,0,809975,12.6,-0.5,PO MISMATCH,PURE CO 071718 908840C
Pure Country,43294,810021-2,908248,38,6,0,810021,28.8,-3.2,PO MISMATCH,PURE CO 071618 908248C
Pure Country,43294,810495-1,908241,54.2,6,0,810495,45.9,-2.3,PO MISMATCH,PURE CO 071618 908241C
Pure Country,43299,810498-2,909381,30.8,6,0,810498,22.5,-2.3,PO MISMATCH,PURE CO 071918 909381C
Pure Country,43297,812255-2,908613,19.1,6,0,812255,12.6,-13.6,PO MISMATCH,PURE CO 071718 908613
Pure Country,43297,812255-2,908614,19.1,6,0,812255,12.6,-13.6,PO MISMATCH,PURE CO 071718 908614C
Pure Country,43299,812323-2,909368,32.6,6,0,812323,25.2,-1.4,PO MISMATCH,PURE CO 071818 909368C
Pure Country,43299,812605-2,909360,32.6,6,0,812605,25.2,-1.4,PO MISMATCH,PURE CO 071818 909360C
Pure Country,43299,812673-2,909358,30.8,6,0,812673,22.5,-2.3,PO MISMATCH,PURE CO 071818 909358C
Pure Country,43300,813336-1,909870,56,6,0,813336,45,-5,PO MISMATCH,PURE CO 072018 909870C
