Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Kimlor,43133,719768-2,845166,-26,6.5,0,719768,65,32.5,Credit - NOT UPLOADED,KIMLOR 021518 93 N
Kimlor,43133,662673-2,845167,-12.04,0,0,662673,113.25,125.29,Credit - NOT UPLOADED,KIMLOR 021518 93 N
Artisans Gallery,43090,733344-1,733344-1,220,12,0,733344,208,0,Duplicate - NOT UPLOADED,ARTISANS GALLERY 021518 733344-1 N
Blue River Traders,43147,751965-3,93,325,0,25,751965,300,,Duplicate - NOT UPLOADED,BLUE SKY 021618 93 N
Crestview Collection,43145,751641-1,292862,129.9,0,0,,,,NOT ON DROP SHIP REPORT,CRESTVIEW 021518 292861.62 (2) N
Fireside Lodge,43140,743039-1,69839,35,0,0,,,,NOT ON DROP SHIP REPORT,FIRESIDE 021518 69839 N
HiEnd Accents,43103,734555-1,230056,179,5,0,734555,174,-105,PO MISMATCH,HIEND 011918 (309)
HiEnd Accents,43139,734555-1,233882,110,5,0,734555,174,-105,PO MISMATCH,HIEND 021518 (18) N
Fireside Lodge,43145,735181-1,69823,730,0,0,735181,676.2,-53.8,PO MISMATCH,FIRESIDE 021518 69823 N
WILD WINGS,43136,749057-2,341142,99.53,5,0,749057,56.72,-37.81,PO MISMATCH,WILD WINGS 021518 (21) 1
"StyleCraft Home Collection, Inc.",43144,752767-1,1451495,51.38,0,0,752767,27.04,-24.34,PO MISMATCH,STYLECRAFT 021518 1451495 N
Bacova Guild,43140,750627-2,4605054,23.75,0,0,750627,13.64,-10.11,PO MISMATCH,BACOVA 021518 (8) N
"Michaelian Home, Inc.",43140,751049-1,54143,107,8,0,751049,89,-10,PO MISMATCH,MICHAELIAN 021518 54143 N
"Michaelian Home, Inc.",43139,750555-3,54134,107,8,0,750555,89,-10,PO MISMATCH,MICHAELINA 021518 54134 N
"EXPO DECOR, LLC",43139,747826-2,79116,148,5,0,747826,133.5,-9.5,PO MISMATCH,EXPO 021518 (3) N
Greenbox Art,43112,735005-1,145262,99.5,5,0,735005,85.05,-9.45,PO MISMATCH,GREENBOX 021518 (2) N
"PEKING HANDICRAFT, INC.",43139,750549-1,4341463,70,0,0,750549,65,-5,PO MISMATCH,PEKING 021518 4341463 N
"PEKING HANDICRAFT, INC.",43144,753335-1,4342797,64,0,0,753335,59,-5,PO MISMATCH,PEKING 021518 4342797 N
West of the Wind Designs,43143,751841-1,94489,95,0,0,751841,90,-5,PO MISMATCH,WEST OF THE WIND 021518 94489 N
"EXPO DECOR, LLC",43133,744318-1,79074,44,5,0,744318,35.1,-3.9,PO MISMATCH,EXPO 021518 (3) N
"Trans-Ocean Import Co., Inc.",43144,752718-2,859555,60,0,0,752718,58,-2,PO MISMATCH,TRANS OCEAN 021518 (5) N
Kimlor,43137,749172-1,845451,36.45,6.95,0,749172,29,-0.5,PO MISMATCH,KIMLOR 021518 93 N
Crestview Collection,43145,752309-1,292863,54.95,0,0,752309,54.5,-0.45,PO MISMATCH,CRESTVIEW 021518 292863.64 (2) N
Mohawk Factoring LLC,43137,748874-1,8247177,253.3,0,0,748874,253,-0.3,PO MISMATCH,MOHAWK 021518 (7) N
Mohawk Factoring LLC,43131,745867-1,8226025,84.15,0,0,745867,84,-0.15,PO MISMATCH,MOHAWK 021518 (7) N
Norma Jean Designs,43126,744911-1,1066,10.16,2.66,0,,,,VENDOR NOT IN QB- NOT UPLOADED,NORMA JEAN 021518 1066 N
Saverio Inc.,43143,7133-,201810099,10909,0,0,,,,WAREHOUSE- NOT UPLOADED,SAVERIO 021518 201810099 N
HiEnd Accents,43140,7151-,234043,70,0,0,,,,WAREHOUSE- NOT UPLOADED,HIEND 021518 (16) N
Fireside Lodge,43143,736795-1,69784,1014.37,379.37,0,736795,622.3,-12.7,,FIRESIDE 021518 69784 N
Bacova Guild,43143,750599-1,4606055,55.75,0,0,750599,50.15,-5.6,,BACOVA 021518 (4) N
Fireside Lodge,43139,737241-1,69801,220,0,0,737241,215.6,-4.4,,FIRESIDE 021518 69801 N
Bacova Guild,43140,749964-2,4605049,30,0,0,749964,26.4,-3.6,,BACOVA 021518 (8) N
Bacova Guild,43140,750202-4,4605050,14.9,0,0,750202,23.42,-3.18,,BACOVA 021518 (8) N
Bacova Guild,43140,750202-6,4605052,11.7,0,0,750202,23.42,-3.18,,BACOVA 021518 (8) N
Bacova Guild,43145,752103-4,4607550,23.5,0,0,752103,20.68,-2.82,,BACOVA 021518 (9) N
Bacova Guild,43145,752171-2,4607552,23.5,0,0,752171,20.68,-2.82,,BACOVA 021518 (9) N
Bacova Guild,43139,749319-2,4604730,23.4,0,0,749319,20.6,-2.8,,BACOVA 021518 (6) N
Bacova Guild,43139,748375-1,4604726,22.65,0,0,748375,19.94,-2.71,,BACOVA 021518 (6) N
Bacova Guild,43145,752265-2,4607553,21.95,0,0,752265,19.32,-2.63,,BACOVA 021518 (9) N
Bacova Guild,43145,752311-3,4607554,21.95,0,0,752311,19.32,-2.63,,BACOVA 021518 (9) N
Fireside Lodge,43139,743250-1,69831,90,0,0,743250,88.2,-1.8,,FIRESIDE 021518 69831 N
Bacova Guild,43139,748933-7,4604728,14.2,0,0,748933,12.5,-1.7,,BACOVA 021518 (6) N
Bacova Guild,43140,751296-2,4605056,12.5,0,0,751296,11,-1.5,,BACOVA 021518 (8) N
Bacova Guild,43146,752853-2,4608013,12.5,0,0,752853,11,-1.5,,BACOVA 021618 (6) N
Bacova Guild,43146,753145-5,4608017,12.5,0,0,753145,11,-1.5,,BACOVA 021618 (6) N
Bacova Guild,43145,752108-1,4607551,12.25,0,0,752108,10.78,-1.47,,BACOVA 021518 (9) N
Bacova Guild,43146,752956-1,4608014,12.25,0,0,752956,10.78,-1.47,,BACOVA 021618 (6) N
Bacova Guild,43139,749299-5,4604729,11.7,0,0,749299,10.3,-1.4,,BACOVA 021518 (6) N
Bacova Guild,43140,750329-2,4605051,9.5,0,0,750329,8.36,-1.14,,BACOVA 021518 (8) N
Bacova Guild,43140,750532-3,4605053,9,0,0,750532,7.92,-1.08,,BACOVA 021518 (8) N
Bacova Guild,43145,751892-2,4607548,9,0,0,751892,7.92,-1.08,,BACOVA 021518 (9) N
Bacova Guild,43145,752012-1,4607549,8.25,0,0,752012,7.26,-0.99,,BACOVA 021518 (9) N
Bacova Guild,43145,752579-1,4607556,8.25,0,0,752579,7.26,-0.99,,BACOVA 021518 (9) N
