Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
EVERGREEN ENTERPRISES,43340,799911-1,6643449,35,5,0,799911,30,-30,REVISED,7493087-20180831180023
HiEnd Accents,43340,RA12844-,250824,225,0,0,0,0,0,REVISED,7493040-20180831180023
HOMEFIRES,43342,822079-1,048155/,62.43,13.43,0,822079,49,-49,REVISED,7496591-20180831180023
Bacova Guild,43336,824797-1,4696822,13,0,0,824797,10.12,-2.88,PO MISMATCH,7489777-20180831180023
Bacova Guild,43336,825452-1,4696826,14.5,0,0,825452,10.12,-4.38,PO MISMATCH,7489767-20180831180023
"EXPO DECOR, LLC",43327,822458-1,79817,69,5,0,822458,64,-64,PO MISMATCH,7473382-20180824180018
"EXPO DECOR, LLC",43329,822458-1,79825,69,5,0,822458,64,-64,PO MISMATCH,7496351-20180831180023
HiEnd Accents,43322,821917-2,249217,41,5,0,821917,18,-18,PO MISMATCH,7453756-20180814180008
HiEnd Accents,43341,821917-2,250910,15,0,15,821917,18,-18,PO MISMATCH,7490782-20180831180023
HiEnd Accents,43340,828627-2,250871,215,5,0,828627,208,-2,PO MISMATCH,7493047-20180831180023
Kimlor,43325,823591-1,863266,92.7,6.95,0,823591,61,-24.75,PO MISMATCH,7479917-20180828180021
Kimlor,43341,824052-2,864940,134.7,6.95,0,824052,104,-23.75,PO MISMATCH,7496417-20180831180023
Lorec Ranch Wholesale,43336,811227-1,791,149.98,10,0,811227,113.98,-26,PO MISMATCH,7489968-20180831180023
Lorec Ranch Wholesale,43336,819888-2,792,79.99,10,0,819888,56.99,-13,PO MISMATCH,7489969-20180831180023
Lorec Ranch Wholesale,43336,823365-1,793,69.99,10,0,823365,51.99,-8,PO MISMATCH,7489970-20180831180023
UTAH MOUNTAIN FURNITURE,43266,776954-1,2626,6089.03,0,905.03,776954,5184,-1760,PO MISMATCH,UTAH MTN 062018 2626N
UTAH MOUNTAIN FURNITURE,43340,776954-1,2676,2091.82,0,331.82,776954,5184,-1760,PO MISMATCH,7493631-20180831180023
WGI Gallery,43336,825764-2,178146,71,3,0,825764,67,-1,PO MISMATCH,7490377-20180831180023
WGI Gallery,43336,826121-2,178147,71,3,0,826121,67,-1,PO MISMATCH,7490378-20180831180023
WGI Gallery,43336,826168-1,178149,71,3,0,826168,67,-1,PO MISMATCH,7490371-20180831180023
WGI Gallery,43336,826603-1,178150,71,3,0,826603,67,-1,PO MISMATCH,7490372-20180831180023
WGI Gallery,43336,826956-1,178154,71,3,0,826956,67,-1,PO MISMATCH,7490375-20180831180023
