Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
CARSTENS INC,43283,800875-2,229170,39,3,0,800875,30,-6,PO MISMATCH,CARSTENS 070318 PMT RECPT 1077.00C
Celebration Tablecloths,43282,806676-2,806676-2,33.99,0,0,806676,30.99,-3,PO MISMATCH,ELEBRATION TABLECLOTHS 070218 1200C
Greenland Trading,43182,764225-1,166483,89,5,0,764225,102,-84,PO MISMATCH,GREENLAND 040418 166483C
Greenland Trading,43217,764225-1,168052,18,0,0,764225,102,-84,PO MISMATCH,GREENLAND 043018 PMT RECPT 241.00C
Greenland Trading,43270,764225-1,167670,84,0,0,764225,102,-84,PO MISMATCH,GREENLAND 070218 PMT RECPT 84.00 167670C
Greenland Trading,43209,779166-1,167690,76,5,0,779166,71,-64,PO MISMATCH,GREENLAND 062918 PMT RECPT 462.00C
Greenland Trading,43209,779166-1,167690,64,0,0,779166,71,-64,PO MISMATCH,GREENLAND 062918 PMT RECPT 462.00C
MY AMIGOS,43215,772926-1,7298,186,28,0,772926,79,-79,PO MISMATCH,MY AMIGOS 062818 7298C
MY AMIGOS,43192,773620- ,7286,385,40,0,773620,355,-335,PO MISMATCH,MY AMIGOS 062818 7286C
MY AMIGOS,43192,778907-2,7286,42,14,0,778907,16,-12,PO MISMATCH,MY AMIGOS 062818 7286C
Pure Country,43280,800162-1,905332,21.8,7.8,0,800162,14.4,0.4,PO MISMATCH,PURE CO 070218 905332C
Pure Country,43283,800798-1,905432,27.2,7.2,0,800798,20.7,0.7,PO MISMATCH,PURE CO 070218 905432C
Pure Country,43280,801832-1,905341,59.6,6,0,801832,50.4,-3.2,PO MISMATCH,PURE CO 070218 905341C
Pure Country,43281,802986-2,905187,216.15,6,0,802986,188.94,-21.21,PO MISMATCH,PURE CO 070218 905187C
Pure Country,43283,803089-1,905433,30.8,6,0,803089,22.5,-2.3,PO MISMATCH,PURE CO 070218 905433C
Pure Country,43280,803156-2,905029,81.2,6,0,803156,67.5,-7.7,PO MISMATCH,PURE CO 070218 905029C
Pure Country,43283,804057-1,905426,30.8,6,0,804057,22.5,-2.3,PO MISMATCH,PURE CO 070218 905426C
Pure Country,43284,804470-2,905846,19.1,6,0,804470,12.6,-0.5,PO MISMATCH,PURE CO 070318 905846C
Pure Country,43281,804948-2,905188,52.48,26.78,0,804948,22.5,-3.2,PO MISMATCH,PURE CO 070218 905188C
Pure Country,43284,805310-2,905849,19.1,6,0,805310,12.6,-0.5,PO MISMATCH,PURE CO 070318 905849C
Pure Country,43283,805786-1,905537,30.8,6,0,805786,22.5,-2.3,PO MISMATCH,PURE CO 070218 905537C
Pure Country,43284,806108-1,905741,31.7,6,0,806108,22.5,-3.2,PO MISMATCH,PURE CO 070318 905741C
Pure Country,43284,806257-1,905850,59.6,6,0,806257,50.4,-3.2,PO MISMATCH,PURE CO 070318 905850C
Pure Country,43284,807096-2,905770,19.1,6,0,807096,12.6,-0.5,PO MISMATCH,PURE CO 070318 905770C
RIGHTSIDE DESIGN,43270,798284-3,28070416,64,0,0,798284,66,-60,PO MISMATCH,RIGHTSIDE DESIGN 062018 28070416C
RIGHTSIDE DESIGN,43264,798284-3,28070404,64,2,0,798284,66,-60,PO MISMATCH,RIGHTSIDE DESIGN 062818 28070404C
STEEL PARTNERS,43280,801135-3,15175,357.12,0,0,801135,192,-165.12,PO MISMATCH,STEEL PARTNERS 070318 15175C
VAXCEL,43187,768997-1,809416,107,2.5,0,768997,101.64,-2.86,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769266-1,809624,230.5,2.5,0,769266,226.1,-1.9,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769341-2,809608,117.45,2.5,0,769341,113.53,-1.42,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769446-2,809611,259,2.5,0,769446,255.55,-0.95,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769610-2,809616,73.75,2.5,0,769610,68.4,-2.85,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769614-1,809615,91.8,2.5,0,769614,88.35,-0.95,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769674-1,809620,133.6,2.5,0,769674,128.97,-2.13,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769788-1,809627,59.03,2.5,0,769788,52.25,-4.28,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769826-2,809625,162.1,2.5,0,769826,156.75,-2.85,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43187,769937-2,809621,130.75,2.5,0,769937,126.35,-1.9,PO MISMATCH,VAXCEL 062918 PMT RECPT 1763.06C
VAXCEL,43278,803516-1,834510,56.65,2.5,0,803516,50.35,-3.8,PO MISMATCH,VAXCEL 070218 PMT RECPT 2930.81 834510C
VILLAGE WROUGHT IRON,43283,806103-2,190232,40.65,5,0,806103,33.95,-1.7,PO MISMATCH,VWI 070218 190232C
