Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
IRONWOOD INDUSTRIES,43143,737330-2,27424,105,0,0,,,,NOT ON DROP SHIP REPORT,
MEISSENBURG DESIGNS,43138,743157-1,269293,111.4,0,25.9,,,,NOT ON DROP SHIP REPORT,
VAGABOND GROUP,43147,755203-2,327466,49,5,0,,,,NOT ON DROP SHIP REPORT,
BS TRADING RUG,43144,744673-1,39449,80,5,0,744673,80,-70,PO MISMATCH,
BS TRADING RUG,43130,744673-1,39084,80,5,0,744673,80,-70,PO MISMATCH,
CHANDLER 4 CORNERS,43140,751333-1,237572,27.1,10,0,751333,17.1,-17.1,PO MISMATCH,
CHANDLER 4 CORNERS,43137,751333-1,237546,27.1,10,0,751333,17.1,-17.1,PO MISMATCH,
VAXCEL,43147,753696-1,799157,366,2.5,0,753696,351.5,-12,PO MISMATCH,
VAXCEL,43147,753903-2,799158,488.45,2.5,0,753903,477.85,-8.1,PO MISMATCH,
VAXCEL,43150,754367-1,799775,162.1,2.5,0,754367,152,-7.6,PO MISMATCH,
CAPITOL IMPORTING,43139,750861-1,166455,140,3,0,750861,130,-7,PO MISMATCH,
CAPITOL IMPORTING,43145,739565-3,166705,85,3,0,739565,76,-6,PO MISMATCH,
CAPITOL IMPORTING,43143,751676-2,166533,85,3,0,751676,76,-6,PO MISMATCH,
VAXCEL,43150,754611-3,799522,145,2.5,0,754611,136.8,-5.7,PO MISMATCH,
IRONWOOD INDUSTRIES,43143,738045-1,27409,104,0,0,738045,99,-5,PO MISMATCH,
COAST LAMP,43140,745976-1,52537,84,5,0,745976,74,-5,PO MISMATCH,
Pure Country,43147,751364-2,866852,30.8,2,0,751364,25.2,-3.6,PO MISMATCH,
CAPITOL IMPORTING,43146,741926-2,166766,53,3,0,741926,46.5,-3.5,PO MISMATCH,
CAL LIGHTING,43145,752120-1,531227,150.2,0,0,752120,147.2,-3,PO MISMATCH,
VAXCEL,43150,754260-3,799507,107,2.5,0,754260,101.64,-2.86,PO MISMATCH,
VAXCEL,43150,754334-1,799476,342,0,0,754334,339.15,-2.85,PO MISMATCH,
VAXCEL,43150,754282-1,799644,73.75,2.5,0,754282,68.4,-2.85,PO MISMATCH,
VAXCEL,43150,754311-2,799525,116.5,2.5,0,754311,112.1,-1.9,PO MISMATCH,
VAXCEL,43150,754399-1,799523,184.9,2.5,0,754399,180.5,-1.9,PO MISMATCH,
CAPITOL IMPORTING,43147,753900-1,166828,31.5,3,0,753900,26.85,-1.65,PO MISMATCH,
CAPITOL IMPORTING,43139,750898-2,166430,30.5,3,0,750898,26,-1.5,PO MISMATCH,
CAPITOL IMPORTING,43145,752167-2,166668,30.5,3,0,752167,26,-1.5,PO MISMATCH,
VAXCEL,43150,754378-1,799506,54.75,2.5,0,754378,50.82,-1.43,PO MISMATCH,
VAXCEL,43150,754130-1,799474,69.95,2.5,0,754130,66.03,-1.42,PO MISMATCH,
VAXCEL,43150,754447-1,799640,116.5,2.5,0,754447,113.05,-0.95,PO MISMATCH,
VAXCEL,43150,754552-1,799642,91.8,2.5,0,754552,88.35,-0.95,PO MISMATCH,
CHANDLER 4 CORNERS,43145,753491-1,237657,19,10,0,753491,8.1,-0.9,PO MISMATCH,
VAXCEL,43144,752830-2,798220,309.35,2.5,0,752830,306.84,-0.01,PO MISMATCH,
VAXCEL,43139,751275-1,797439,104.15,2.5,0,751275,101.64,-0.01,PO MISMATCH,
VAXCEL,43143,751859-1,797765,97.03,2.5,0,751859,94.52,-0.01,PO MISMATCH,
VAXCEL,43144,752258-1,798154,57.13,2.5,0,752258,54.62,-0.01,PO MISMATCH,
VAXCEL,43145,753231-1,798621,53.33,2.5,0,753231,50.82,-0.01,PO MISMATCH,
C AND F ENTERPRISES,43139,742776-3R,573298,44.25,0,0,742776,44.25,0,REVISED,
Pure Country,43147,7108-4,866853,25.2,0,0,,,,REVISED,
COAST LAMP,43140,7116-,52292,840,0,0,,,,WAREHOUSE,
CARSTENS INC,43143,731511-1,223160,22,3,0,731511,19,0,,
IRONWOOD INDUSTRIES,43143,733443-1,27430,76,0,0,733443,76,0,,
IRONWOOD INDUSTRIES,43143,736309-2,27420,138,0,0,736309,138,0,,
IRONWOOD INDUSTRIES,43143,736598-2,27431,29,0,0,736598,29,0,,
