Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
A HOMESTEAD SHOPPE,43480,898248-1,438917,95,0,0,898248,127.5,-10,PO MISMATCH,7811569-20190118180006
A HOMESTEAD SHOPPE,43488,898248-,439300,42.5,0,0,898248,127.5,-10,PO MISMATCH,7833914-20190125180003
ASHTON ART,43475,894015-,21587,70,0,0,894015,64.8,-5.2,PO MISMATCH,7824885-20190122180005
CAPITOL IMPORTING,43482,899451-,186937,88,3,0,899451,82,-3,PO MISMATCH,7820903-20190122180005
CAPITOL IMPORTING,43488,900649-,187302,18.75,3,0,900649,15,-0.75,PO MISMATCH,7833922-20190125180003
CAPITOL IMPORTING,43488,901410-,187330,293,3,0,901410,274,-16,PO MISMATCH,7833923-20190125180003
CAPITOL IMPORTING,43488,901440-,187332,88,3,0,901440,82,-3,PO MISMATCH,7833924-20190125180003
CAPITOL IMPORTING,43488,902586-,187336,88,3,0,902586,82,-3,PO MISMATCH,7833925-20190125180003
CARSTENS INC,43482,896034-,241863,31,3,0,896034,26,-2,PO MISMATCH,7824954-20190122180005
CARSTENS INC,43482,896580-,241859,53,3,0,896580,42,-8,PO MISMATCH,7824950-20190125180003
CHANDLER 4 CORNERS,43304,813920-1,240917,27.1,10,0,813920,17.1,21.72,PO MISMATCH,7581654-20181005180011
CHANDLER 4 CORNERS,43304,813920-1,240921,27.1,10,0,813920,17.1,21.72,PO MISMATCH,7581658-20181005180011
CHANDLER 4 CORNERS,43388,850181-,243141,196.8,6,0,850181,129.6,-61.2,PO MISMATCH,7606670-20190122180005
CHANDLER 4 CORNERS,43438,876150-,245682,40,6,0,876150,30.6,-3.4,PO MISMATCH,7722146-20190125180003
CHANDLER 4 CORNERS,43439,876827-,245811,51,6,0,876827,40.5,-4.5,PO MISMATCH,7724890-20190125180003
CHANDLER 4 CORNERS,43445,881869-,246220,51,6,0,881869,40.5,-4.5,PO MISMATCH,7738726-20190125180003
DEMDACO 0000        LEAWOOD,43483,895236-,22085815,36.75,0,0,895236,33.75,-3,PO MISMATCH,7824206-20190122180005
DEMDACO 0000        LEAWOOD,43483,899101-,22085814,36.75,0,0,899101,33.75,-3,PO MISMATCH,7824205-20190122180005
DONNA SHARP,43483,900489-,452302,135.4,0,0,900489,135,-0.4,PO MISMATCH,7824886-20190122180005
DONNA SHARP,43486,901947-,452575,46,0,0,901947,45,-1,PO MISMATCH,7826957-20190122180005
GAUCHO SHEEP & LEATHER,43488,901025-3,56019,61.75,5,0,901025,56.75,-615.1,PO MISMATCH,GAUCHO 012419 56019C
OLLIIX,43483,900076-,485875781,43.55,3.23,0,900076,35.28,-5.04,PO MISMATCH,7821011-20190125180003
P GRAHAM DUNN,43488,901477-,2030777,23.3,8,0,901477,14.4,-0.9,PO MISMATCH,7833984-20190125180003
P GRAHAM DUNN,43488,902336-,2030780,39.95,8,0,902336,30.15,-1.8,PO MISMATCH,7837176-20190125180003
Pure Country,43482,900161-,979160,18.2,5,0,900161,12.6,-0.6,PO MISMATCH,7820506-20190125180003
Pure Country,43482,900182-,979159,31.7,5,0,900182,25.2,-1.5,PO MISMATCH,7820551-20190125180003
Pure Country,43482,900195-,979158,18.2,5,0,900195,12.6,-0.6,PO MISMATCH,7820507-20190125180003
Pure Country,43483,900552-,979777,31.7,5,0,900552,25.2,-1.5,PO MISMATCH,7820963-20190125180003
Pure Country,43483,900653-,979776,18.2,5,0,900653,12.6,-0.6,PO MISMATCH,7824113-20190125180003
Pure Country,43486,901457-,980191,31.7,5,0,901457,25.2,-1.5,PO MISMATCH,7826964-20190125180003
Pure Country,43486,902011-,980187,31.7,5,0,902011,25.2,-1.5,PO MISMATCH,7826969-20190125180003
Pure Country,43488,902936-,980952,45.2,5,0,902936,37.8,-2.4,PO MISMATCH,7833941-20190125180003
S.P.I.,43486,900754-,639765,128,0,0,900754,116,-12,PO MISMATCH,7827020-20190122180005
S.P.I.,43487,902483-,639824,230,0,0,902483,220,-10,PO MISMATCH,7833970-20190125180003
SKYHAWK,43474,896589-,8965892,201,0,0,896589,199,-2,PO MISMATCH,7834023-20190125180003
VAXCEL,43481,899477-,892437,106.4,0,0,899477,99.75,-6.65,PO MISMATCH,7816485-20190122180005
VAXCEL,43481,899577-,892440,330.2,0,0,899577,317.3,-12.9,PO MISMATCH,7816484-20190122180005
VAXCEL,43488,903039-,894425,160,0,0,903039,152,-8,PO MISMATCH,7834432-20190125180003
West Creation,43480,885050-,21185,26,3,0,885050,22.5,-0.5,PO MISMATCH,7826935-20190122180005
West Creation,43480,885955-,21178,17.85,3,0,885955,15.68,-14.02,PO MISMATCH,7825028-20190125180003
West Creation,43480,885955-,21193,17.85,3,0,885955,15.68,-14.02,PO MISMATCH,7825037-20190125180003
West Creation,43480,887136-,21195,26,3,0,887136,22.5,-0.5,PO MISMATCH,7826938-20190122180005
West Creation,43480,888004-,21205,26,3,0,888004,22.5,-0.5,PO MISMATCH,7825045-20190125180003
West Creation,43480,890261-,21222,26,3,0,890261,22.5,-0.5,PO MISMATCH,7824983-20190125180003
West Creation,43480,890293-,21228,26,3,0,890293,22.5,-0.5,PO MISMATCH,7824989-20190125180003
West Creation,43480,891323-,21229,26,3,0,891323,22.5,-0.5,PO MISMATCH,7824990-20190125180003
West Creation,43480,894723-,21252,26,3,0,894723,22.5,-0.5,PO MISMATCH,7825013-20190125180003
West Creation,43480,895622-,21253,158,0,0,895622,157.5,-0.5,PO MISMATCH,7825014-20190125180003
West Creation,43480,896183-,21256,26,3,0,896183,22.5,-0.5,PO MISMATCH,7825017-20190125180003
West Creation,43480,897203-,21264,26,3,0,897203,22.5,-0.5,PO MISMATCH,7825023-20190125180003
