Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
All Resort Furnishings,43108,729639-2,3876,85,0,0,729639,85,-85,PO MISMATCH,ALL RESORT 011017 3876
All Resort Furnishings,43164,729639-2,4011,90,5,0,729639,85,-85,PO MISMATCH,ALL RESORT FURN 050418 4011N
All Resort Furnishings,43136,735168-2,3940,44,5,0,735168,78,-13,PO MISMATCH,ALL RESORT 020618 3940 N
All Resort Furnishings,43136,735168-8,3940,31,5,0,735168,78,-13,PO MISMATCH,ALL RESORT 020618 3940 N
All Resort Furnishings,43164,735168-8,4011,31,5,0,735168,78,-13,PO MISMATCH,ALL RESORT FURN 050418 4011N
Authentic Models,43220,782929-1,1803765,66.5,10,0,782929,55,-1.5,PO MISMATCH,AUTHENTIC MODELS 050118 1803765N
Designers Fountain,43215,781491-1,92942476,126.5,5,0,781491,121.5,-121.5,PO MISMATCH,DESIGNERS FTN 043018 (2)N
Designers Fountain,43216,781491-1,92942745,126.5,5,0,781491,121.5,-121.5,PO MISMATCH,DESIGNERS FTN 043018 (2)N
HiEnd Accents,43193,768452-1,239239,265,5,0,768452,280,-2,PO MISMATCH,HIEND 040418 (37)N
HiEnd Accents,43222,768452-1,241857,22,0,0,768452,280,-2,PO MISMATCH,HIEND 050318 (21)N
HiEnd Accents,43217,781894-3,241459,89,5,0,781894,21,-63,PO MISMATCH,HIEND 043018 (21)N
HiEnd Accents,43220,783165-1,241613,40,5,0,783165,33,-2,PO MISMATCH,HIEND 050218 (27)N
HiEnd Accents,43221,716327-1,241757,105,0,0,716327,105,0,REVISED,HIEND 050218 (17)N
HiEnd Accents,43222,774706-1,241856,160,0,0,774706,397,-160,REVISED,HIEND 050318 (21)N
HiEnd Accents,43206,774706-1,240469,402,5,0,774706,397,-160,REVISED,HIEND 041718 (33)N
"OK CASTING, LLC.",43217,771879-1,68713,345,15,0,771879,303,-27,PO MISMATCH,OK CASTING 043018 68713N
W Kohler Lamps,43217,757435-2,8848,129,0,0,757435,122,-7,PO MISMATCH,W KOHLER 043018 8848N
W Kohler Lamps,43217,765236-1,8848,129,0,0,765236,122,-7,PO MISMATCH,W KOHLER 043018 8848N
W Kohler Lamps,43217,769158-1,8848,129,0,0,769158,122,-7,PO MISMATCH,W KOHLER 043018 8848N
W Kohler Lamps,43217,773080-1,8848,129,0,0,773080,122,-7,PO MISMATCH,W KOHLER 043018 8848N
W Kohler Lamps,43217,774238-1,8848,129,0,0,774238,122,-7,PO MISMATCH,W KOHLER 043018 8848N
WGI Gallery,43210,776167-2,177131,60,3,0,776167,55.84,-1.16,PO MISMATCH,WGI 042018 177131N
WGI Gallery,43210,776175-3,177131,60,3,0,776175,55.84,-1.16,PO MISMATCH,WGI 042018 177131N
WGI Gallery,43210,776645-1,177131,60,3,0,776645,55.84,-1.16,PO MISMATCH,WGI 042018 177131N
WGI Gallery,43210,778158-3,177131,60,3,0,778158,55.84,-1.16,PO MISMATCH,WGI 042018 177131N
WGI Gallery,43210,778251-1,177131,60,3,0,778251,55.84,-1.16,PO MISMATCH,WGI 042018 177131N
WGI Gallery,43210,778287-3,177131,60,3,0,778287,55.84,-1.16,PO MISMATCH,WGI 042018 177131N
