Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
A HOMESTEAD SHOPPE,1/16/2019,892370-1,438950,83,5,0,892370,66.5,-11.5,PO MISMATCH,7815960-20190118180006
A HOMESTEAD SHOPPE,1/16/2019,895444-1,438947,47.5,0,0,895444,42.5,-5,PO MISMATCH,7815957-20190118180006
A HOMESTEAD SHOPPE,1/14/2019,896664-2,438808,24.75,0,0,896664,19,-5.75,PO MISMATCH,7807800-20190115180006
A HOMESTEAD SHOPPE,1/14/2019,897220-1,438802,24.75,0,0,897220,19,-5.75,PO MISMATCH,7807794-20190115180006
A HOMESTEAD SHOPPE,1/15/2019,898395-4,438918,98.34,0,0,898395,85,-13.34,PO MISMATCH,7811570-20190118180006
A HOMESTEAD SHOPPE,1/16/2019,898497-2,438945,47.5,0,0,898497,42.5,-5,PO MISMATCH,7815955-20190118180006
A HOMESTEAD SHOPPE,1/16/2019,898743-1,438948,47.5,0,0,898743,42.5,-5,PO MISMATCH,7815958-20190118180006
A HOMESTEAD SHOPPE,1/16/2019,899227-1,438946,47.5,0,0,899227,42.5,-5,PO MISMATCH,7815956-20190118180006
AMERICAN DAKOTA,8/28/2018,829428-2,31033,49,0,0,829428,49,-49,PO MISMATCH,7570777-20181005180011
AMERICAN DAKOTA,9/19/2018,829428-,31168,49,0,0,829428,49,-49,PO MISMATCH,7820397-20190118180006
ASHTON ART,12/21/2018,887639-2,21473,434,0,0,887639,424,-10,PO MISMATCH,7807752-20190115180006
ASHTON ART,1/8/2019,887994-,21542,78,0,0,887994,69,-9,PO MISMATCH,7816514-20190118180006
CAPITOL IMPORTING,1/11/2019,892221-2,0186606-,148,3,0,892221,137,-8,PO MISMATCH,7804914-20190115180006
CAPITOL IMPORTING,1/11/2019,892844-2,0186602-,148,3,0,892844,137,-8,PO MISMATCH,7804870-20190115180006
CAPITOL IMPORTING,1/11/2019,895924-2,0186617-,88,3,0,895924,82,-88,PO MISMATCH,7804915-20190115180006
CAPITOL IMPORTING,1/11/2019,895924-2,0188755-,88,3,0,895924,82,-88,PO MISMATCH,7808383-20190118180006
CAPITOL IMPORTING,1/15/2019,898239-1,0186745-,19.95,3,0,898239,16.25,-0.7,PO MISMATCH,7811507-20190118180006
COAST LAMP,1/11/2019,883067-3,57939,100.5,0,0,883067,97.85,-2.65,PO MISMATCH,7804458-20190118180006
COAST LAMP,1/11/2019,888264-2,58049,158,0,0,888264,148,-10,PO MISMATCH,7804487-20190118180006
Ditz Designs,1/2/2019,890068-1,15304,108,10,0,890068,85,-13,PO MISMATCH,7811536-20190118180006
Ditz Designs,1/3/2019,891734-2,15320,108,10,0,891734,85,-13,PO MISMATCH,7811537-20190118180006
DONNA SHARP,12/27/2018,888583-1,-449939,177.2,0,0,888583,219.6,-0.8,PO MISMATCH,7770085-20181228180006
DONNA SHARP,1/16/2019,888583-1,-452131,43.2,0,0,888583,219.6,-0.8,PO MISMATCH,7815964-20190118180006
DONNA SHARP,1/16/2019,899582-1,-452136,195.6,0,0,899582,188.1,-7.5,PO MISMATCH,7815980-20190118180006
HERITAGE LACE,1/16/2019,897962-2,1297292,18,0,0,897962,13.5,-4.5,PO MISMATCH,7815779-20190118180006
HERITAGE LACE,1/16/2019,898695-1,1297311,17.4,0,0,898695,13.05,-4.35,PO MISMATCH,7815778-20190118180006
HERITAGE LACE,1/16/2019,898990-2,1297312,52.2,0,0,898990,47.55,-4.65,PO MISMATCH,7815780-20190118180006
"Kalalou, Inc.",1/14/2019,896783-1,729900,56.4,6,0,896783,44.1,-6.3,PO MISMATCH,7808347-20190118180006
"Kalalou, Inc.",1/14/2019,896938-1,729814,25.8,6,0,896938,17.1,-2.7,PO MISMATCH,7808346-20190118180006
