Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Artisans Gallery,43259,797528-1,797528-1,80.45,8,0,797528,72,-0.45,PO MISMATCH,ARTISANS GALLERY 060818 797528-1N
Blue Sky Clayworks,43203,770972-1,100854,32.5,0,0,770972,32,-0.5,PO MISMATCH,BLUE SKY 061318 100854N
Blue Sky Clayworks,43203,772067-1,100856,39,0,0,772067,36,-3,PO MISMATCH,BLUE SKY 061318 100856N
Blue Sky Clayworks,43249,791704-2,101563,12.5,0,0,791704,12,-0.5,PO MISMATCH,BLUE SKY 061318 101563N
Crestview Collection,42979,682301-1,256726,114.95,0,0,682301,114.5,-0.45,PO MISMATCH,CRESTVIEW 061218 (26)N
Crestview Collection,43064,711386-3,274344,129.9,0,0,711386,119.9,-10,PO MISMATCH,CRESTVIEW 061218 (53)N
Crestview Collection,43068,715789-2,275914,114.95,0,0,715789,114.5,-0.45,PO MISMATCH,CRESTVIEW 061318 (38)N
Crestview Collection,43069,718643-1,276832,114.95,0,0,718643,114.5,-0.45,PO MISMATCH,CRESTVIEW 061418 (35)N
Crestview Collection,43252,797376-2,320651,109.95,0,0,797376,84.95,-25,PO MISMATCH,CRESTVIEW 061118 (3)N
Designers Fountain,43252,794186-1,92950948,74.95,5,0,794186,66.75,-3.2,PO MISMATCH,DESIGNERS FTN 061218 (3)N
Designers Fountain,43252,794673-2,92950949,69.95,5,0,794673,63.75,-1.2,PO MISMATCH,DESIGNERS FTN 061218 (3)N
HiEnd Accents,43242,790477-1,243290,45,5,0,790477,35,-5,PO MISMATCH,HIEND 061318 (40)N
HiEnd Accents,43242,790553-2,243307,25,5,0,790553,20,-20,PO MISMATCH,HIEND 061318 (40)N
HiEnd Accents,43262,798016-1,244702,210,5,0,798016,203,-2,PO MISMATCH,HIEND 061218 (27)N
"KAS Oriental Rugs, Inc.",43264,797663-2,702264,397.13,0,0,797663,318.25,-78.88,PO MISMATCH,KAS 061318 702264N
WGI Gallery,43263,794669-1,177589,29,3,0,794669,25.72,-0.28,PO MISMATCH,WGI 061318 177589N
