Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
"All My Walls-Recherche,LLC",43223,784755-1,6143,30,0,0,784755,75,-30,PO MISMATCH,ALL MY WALLS 050918 6143N
"All My Walls-Recherche,LLC",43223,784755-1,6150,75,0,0,784755,75,-30,PO MISMATCH,ALL MY WALLS 050918 6150N
Artisans Gallery,43196,765208-1,765208-1,19.25,10,0,765208,136.5,59,,ARTISANS GALLERY 040918 765208-1N
Bacova Guild,43230,784275-3,4647350,47.5,0,0,784275,27.28,-20.22,PO MISMATCH,BACOVA 051118 (13) N
Bacova Guild,43224,780452-5,4644499,91,0,0,780452,80.1,-10.9,,BACOVA 050718 (13)N
Crestview Collection,43224,784507-1,313299,114.95,0,0,784507,43,-71.95,PO MISMATCH,CRESTVIEW 050418 313299.300 (2)N
Crestview Collection,43229,786333-2,314036,109.95,0,0,786333,84.95,-25,PO MISMATCH,CRESTVIEW 050918 314036N
EVERGREEN ENTERPRISES,43229,782145-1,6533146,60,5,0,782145,49.5,-5.5,PO MISMATCH,EVERGREEN 051118 6533146N
Greenbox Art,43203,772720-1,154392,79.5,5,0,772720,67.05,-7.45,PO MISMATCH,GREENBOX 050718 (6)N
Greenbox Art,43214,774975-1,155405,74.5,0,0,774975,67.05,-7.45,PO MISMATCH,GREENBOX 050718 (6)N
Greenbox Art,43214,775617-2,155404,94.5,0,0,775617,85.05,-9.45,PO MISMATCH,GREENBOX 050718 (6)N
Greenbox Art,43214,777037-2,155403,85.27,5,0,777037,67.05,-7.45,PO MISMATCH,GREENBOX 050718 (6)N
Greenbox Art,43214,777282-4,155402,79.5,5,0,777282,67.05,-7.45,PO MISMATCH,GREENBOX 050718 (6)N
HiEnd Accents,43229,773318-1,242419,205,5,0,773318,190,-10,PO MISMATCH,HIEND 051018 (24)N
HiEnd Accents,43229,781688-1,242430,90,5,0,781688,80,-5,PO MISMATCH,HIEND 051018 (24)N
HiEnd Accents,43229,784655-1,242420,45,5,0,784655,35,-5,PO MISMATCH,HIEND 051018 (24)N
HiEnd Accents,43223,784697-1,241932,40,5,0,784697,33,-2,PO MISMATCH,HIEND 050418 (23)N
HiEnd Accents,43229,784907-1,242423,45,5,0,784907,35,-5,PO MISMATCH,HIEND 051018 (24)N
HiEnd Accents,43228,776582-3,242289,99,0,0,776582,875,776,REVISED,HIEND 050918 (19)N
Kimlor,43220,783198-1,853527,159.45,6.95,0,783198,142.5,-10,PO MISMATCH,KIMLOR 050718 (73)N
Magnolia Casual,43221,782406-1,83769,73.5,3,0,782406,70.5,-70.5,,MAGNOLIA CASUAL 050118 83769N
Magnolia Casual,43221,782484-1,83770,73.5,3,0,782484,70.5,-70.5,,MAGNOLIA CASUAL 050118 83770N
Patricia Wolf Designs,43221,761366-5,26157,500,5,0,761366,448,-47,PO MISMATCH,PATRICIA WOLF 050718 26157N
Saverio Inc.,43228,757697-2,201810297,30,5,0,757697,50,-25,PO MISMATCH,SAVERIO 051018 201810297N
Saverio Inc.,43228,757697-2,201810310,55,5,0,757697,50,-25,PO MISMATCH,SAVERIO 051018 201810310N
Silverado Home,43223,772335-1,15383,505.88,10,0,772335,493.12,-2.76,PO MISMATCH,SILVERADO 050818 15383N
WGI Gallery,43227,781661-1,177280,60,3,0,781661,55.84,-1.16,PO MISMATCH,WGI 050718 177280N
WGI Gallery,43227,782002-1,177291,60,3,0,782002,55.84,-1.16,PO MISMATCH,WGI 050818 177291N
WGI Gallery,43229,783103-1,177308,29,3,0,783103,25.72,-0.28,PO MISMATCH,WGI 050918 177308N
WILD WINGS,43220,783071-1,346209,61.47,4.75,0,783071,47.5,-9.22,PO MISMATCH,WILD WINGS 050718 (3)N
Acadian Candle Company,43224,783125-1,102822,27,1.5,0,783125,25.5,0,,ACADIAN 050418 102822N
