Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
"All My Walls-Recherche,LLC",43335,827852-1,6251,140,0,0,827852,140,-140,PO MISMATCH,7496533-20180831180023
"All My Walls-Recherche,LLC",43335,827852-1,6265,140,0,0,827852,140,-140,PO MISMATCH,7526175-20180914180021
"All My Walls-Recherche,LLC",43335,828173-1,6252,75,0,0,828173,75,-75,PO MISMATCH,7496534-20180831180023
"All My Walls-Recherche,LLC",43335,828173-1,6266,75,0,0,828173,75,-75,PO MISMATCH,7526172-20180914180021
"All My Walls-Recherche,LLC",43341,830445-2,6253,33,0,0,830445,33,-33,PO MISMATCH,7496530-20180831180023
"All My Walls-Recherche,LLC",43341,830445-2,6267,33,0,0,830445,33,-33,PO MISMATCH,7526174-20180914180021
"All My Walls-Recherche,LLC",43341,830779-2,6254,75,0,0,830779,75,-75,PO MISMATCH,7496531-20180831180023
"All My Walls-Recherche,LLC",43341,830779-2,6268,75,0,0,830779,75,-75,PO MISMATCH,7526173-20180914180021
Artisans Gallery,43350,829658-1,829658-1,80.45,8,0,829658,72,-0.45,PO MISMATCH,7516814-20180911180017
Artisans Gallery,43353,830195-1,830195-1,80.45,8,0,830195,72,-0.45,PO MISMATCH,7520511-20180914180021
Crestview Collection,43356,804881-2,343897,219.9,0,0,804881,169.9,-50,PO MISMATCH,7526620-20180914180021
Crestview Collection,43356,806183-2,343896,109.95,0,0,806183,84.95,-25,PO MISMATCH,7526619-20180914180021
Crestview Collection,43354,834926-1,343121,229.9,0,0,834926,125,-104.9,PO MISMATCH,7523452-20180914180021
EVERGREEN ENTERPRISES,43339,827895-3,6639181,95,5,0,827895,81,-9,PO MISMATCH,7520498-20180914180021
HiEnd Accents,43350,834280-2,251867,45,5,0,834280,35,-5,PO MISMATCH,7520015-20180911180017
HiEnd Accents,43349,834386-2,251773,414,5,0,834386,402,-7,PO MISMATCH,7512735-20180911180017
HiEnd Accents,43354,835353-2,252201,40,5,0,835353,32,-3,PO MISMATCH,7526257-20180914180021
HiEnd Accents,43354,835651-3,252199,194,5,0,835651,187,-2,PO MISMATCH,7526254-20180914180021
HiEnd Accents,43354,835885-2,252196,45,5,0,835885,35,-5,PO MISMATCH,7526251-20180914180021
HiEnd Accents,43354,836202-1,252178,40,5,0,836202,32,-3,PO MISMATCH,7526231-20180914180021
Kimlor,43348,833374-1,865589,67.25,3,0,833374,60,-4.25,PO MISMATCH,7516287-20180911180017
Kimlor,43350,834590-1,865877,24.75,3,0,834590,19.5,-2.25,PO MISMATCH,7516326-20180911180017
Lorec Ranch Wholesale,43355,832254-1,801,79.99,10,0,832254,56.99,-13,PO MISMATCH,7526615-20180914180021
Lorec Ranch Wholesale,43353,834957-1,797,65.99,10,0,834957,49.99,-6,PO MISMATCH,7520484-20180914180021
Lorec Ranch Wholesale,43355,836572-1,800,89.99,10,0,836572,61.99,-18,PO MISMATCH,7526614-20180914180021
Mohawk Factoring LLC,43348,832849-1,9054986,132.6,0,0,832849,127.5,-5.1,PO MISMATCH,7526200-20180914180021
Silverado Home,43348,813783-1,15841,587.57,10,6.25,813783,457.24,-114.08,PO MISMATCH,7520204-20180911180017
"Westport Linens, Inc",43340,829697-1,105169,40,0,0,829697,100,-40,PO MISMATCH,7493037-20180831180023
"Westport Linens, Inc",43354,829697-1,105193,100,0,0,829697,100,-40,PO MISMATCH,7520499-20180914180021
