Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Artisans Gallery,43203,763451-1,763451-1,158.23,13.73,0,763451,143.5,-1,PO MISMATCH,ARTISANS GALLERY 041718 763451-1N
Artisans Gallery,43203,758586-2,758586-2,312.9,25.65,0,758586,278,-9.25,,ARTISANS GALLERY 041718 758586-2N
EVERGREEN ENTERPRISES,43207,773355-2,6500842,12.5,0,0,773355,11.25,-1.25,PO MISMATCH,EVERGREEN 041818 6500842N
HiEnd Accents,43207,778356-2,240589,40,5,0,,,,PO MISMATCH,HIEND 041818 (31)N
Kimlor,43181,767452-1,849915,83.45,6.95,0,767452,76.5,-47,PO MISMATCH,KIMLOR 032618 (35)N
Kimlor,43201,767452-1,851648,47,0,0,767452,76.5,-47,PO MISMATCH,KIMLOR 041618 (21)N
"Michaelian Home, Inc.",43201,775238-1,54642,268,8,0,775238,237.5,-22.5,PO MISMATCH,MICHAELIAN HOME 041218 54642N
Mohawk Factoring LLC,43196,773979-2,8477142,98.6,0,0,773979,96.05,-2.55,PO MISMATCH,MOHAWK 041618 (2)N
Saverio Inc.,43185,769980-1,201810180,120,10,0,769980,110,-110,REVISED,SAVERIO 032618 201810180N
Saverio Inc.,43200,769980-1,201810211,125.43,15.43,0,769980,110,-110,REVISED,SAVERIO 041118 201810211N
Savoy House,43200,775497-1,312070,250,0,0,775497,250,0,,SAVOY 041218 312070N
Silverado Home,43153,744450-1,15043,111.2,10,0,744450,97.52,-3.68,PO MISMATCH,SILVERADO 041718 (15)N
Silverado Home,43152,745498-2,15035,263,10,0,745498,243.8,-9.2,PO MISMATCH,SILVERADO 041718 (15)N
Silverado Home,43195,756499-1,15247,133.28,10,0,756499,110.4,-12.88,PO MISMATCH,SILVERADO 041718 (9)N
Silverado Home,43195,758120-3,15255,111.2,10,0,758120,96.14,-5.06,PO MISMATCH,SILVERADO 041718 (9)N
Silverado Home,43209,766376-1,15322,147.08,10,0,766376,130.23,-6.85,PO MISMATCH,SILVERADO 042018 15322N
"Trans-Ocean Import Co., Inc.",43207,777938-1,877141,23.5,0,0,777938,21.5,-2,PO MISMATCH,TRANS OCEAN 041818 (2)N
Webers Leather,43206,777624-2,96971,23.35,7.91,0,777624,7.36,-8.08,PO MISMATCH,WEBERS 041618 96971N
WGI Gallery,43202,772583-2,177046,60,3,0,772583,55.84,-1.16,PO MISMATCH,WGI 041218 177046N
WGI Gallery,43202,772871-1,177046,29,3,0,772871,25.72,-0.28,PO MISMATCH,WGI 041218 177046N
WGI Gallery,43207,773916-1,177084,60,3,0,773916,55.84,-1.16,PO MISMATCH,WGI 041718 177084N
WGI Gallery,43207,773943-2,177084,29,3,0,773943,25.72,-0.28,PO MISMATCH,WGI 041718 177084N
WGI Gallery,43207,774011-1,177084,60,3,0,774011,55.84,-1.16,PO MISMATCH,WGI 041718 177084N
WGI Gallery,43208,774382-2,177108,60,3,0,774382,55.84,-1.16,PO MISMATCH,WGI 041818 177108N
WGI Gallery,43208,774795-2,177108,29,3,0,774795,25.72,-0.28,PO MISMATCH,WGI 041818 177108N
WGI Gallery,43208,774956-2,177108,60,3,0,774956,55.84,-1.16,PO MISMATCH,WGI 041818 177108N
WGI Gallery,43208,775094-2,177108,60,3,0,775094,55.84,-1.16,PO MISMATCH,WGI 041818 177108N
WGI Gallery,43208,775156-1,177108,60,3,0,775156,55.84,-1.16,PO MISMATCH,WGI 041818 177108N
WGI Gallery,43209,775792-2,177116,60,3,0,775792,55.84,-1.16,PO MISMATCH,WGI 041918 177116N
WGI Gallery,43209,775848-1,177116,60,3,0,775848,55.84,-1.16,PO MISMATCH,WGI 041918 177116N
WILD WINGS,43201,775904-3,345414,71.5,5,0,775904,38,-28.5,PO MISMATCH,WILD WINGS 041618 (2)N
