Vendor Name,Invoice  Date,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,PO Num,Total    Difference,Discrepancy,Memo
WGI Gallery,43081,175852,137.04,3,0,720981,134.04,720981-1,0,,WGI 122917 175852
Silverado Home,43103,6454,120.4,10,0,720896,110.4,720896-1,0,,SILVERADO 010418 6454
WILD WINGS,43074,337175,52,5,0,720803,47.5,720803-1,0.5,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11)
WGI Gallery,43081,175852,70.02,3,0,720766,67.02,720766-1,0,,WGI 122917 175852
WGI Gallery,43081,175852,70.02,3,0,720704,67.02,720704-1,0,,WGI 122917 175852
Laural Home,43087,17352,67.5,0,0,720594,67.5,720594-1,0,,LAURAL HOME 122717 (23)
WGI Gallery,43081,175852,70.02,3,0,720480,67.02,720480-2,0,,WGI 122917 175852
Kimlor,43083,838952,42.95,6.95,0,720440,121.25,720440-1,85.25,,KIMLOR 122217 (35)
Kimlor,43084,839217,34.95,6.95,0,720437,28,720437-1,-3.55271E-15,,KIMLOR 122717 (111)
WGI Gallery,43081,175852,70.02,3,0,720319,67.02,720319-1,0,,WGI 122917 175852
Kimlor,43083,838951,82.95,6.95,0,720279,76,720279-1,0,,KIMLOR 122217 (35)
"Marco International, Inc.",43076,47630,74.7,0,0,720248,74.7,720248-1,0,Duplicate - NOT UPLOADED,MARCO 010818 (2)
WILD WINGS,43074,337174,71.5,5,0,720165,38,720165-1,-28.5,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11)
WGI Gallery,43081,175852,114.68,3,0,720124,111.68,720124-2,0,,WGI 122917 175852
WILD WINGS,43076,337337,62,5,0,720119,57,720119-2,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
WILD WINGS,43074,337172,71.5,5,0,720019,38,720019-2,-28.5,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11)
Kimlor,43084,839216,62.95,6.95,0,719946,56,719946-1,0,,KIMLOR 122717 (111)
WGI Gallery,43081,175852,70.02,3,0,719937,67.02,719937-1,0,,WGI 122917 175852
"American Cover Design 26, Inc.",43084,110376,33,5,0,719936,28,719936-1,0,,AMERICAN COVER 010218 (4)
Kimlor,43083,838950,120.95,6.95,0,719885,114,719885-1,0,,KIMLOR 122217 (35)
WGI Gallery,43081,175852,58.84,3,0,719839,55.84,719839-1,0,,WGI 122917 175852
"Westport Linens, Inc",43096,104379,30,0,0,719838,52,719838-1,22,,WESTPORT LINENS 122817 104379
Kimlor,43089,840237,39.45,6.95,0,719768,65,719768-1,0,,KIMLOR 122717 (111)
Colorado Carpets,43100,1712-4,289,0,0,719743,289,719743-1,0,,COLORADO CARPETS 010218 BFD1712-4
Kimlor,43088,839999,71.2,6.95,0,719718,64.25,719718-1,0,,KIMLOR 122717 (111)
WGI Gallery,43081,175852,114.68,3,0,719680,111.68,719680-3,0,,WGI 122917 175852
Artisans Gallery,43096,719638-2,68,4,0,719638,64,719638-2,0,,ARTISANS GALLERY 122717 719638-2
Kimlor,43083,838949,121.7,6.95,0,719465,114.75,719465-1,0,,KIMLOR 122217 (35)
Kimlor,43084,839214,80.95,6.95,0,719298,74,719298-1,0,,KIMLOR 122717 (111)
WGI Gallery,43077,175846,51.75,3,0,719293,48.75,719293-2,0,,WGI 122917 175846
WILD WINGS,43076,337321,62,5,0,719275,57,719275-2,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
WGI Gallery,43077,175846,58.84,3,0,719187,55.84,719187-2,0,,WGI 122917 175846
Silverado Home,43102,6448,69.8,10,0,719170,59.8,719170-1,0,,SILVERADO 010418 6448
WGI Gallery,43077,175846,70.02,3,0,719124,67.02,719124-3,0,,WGI 122917 175846
Kimlor,43084,839215,53.95,6.95,0,719117,109,719117-3,53,,KIMLOR 122717 (111)
Artisans Gallery,43084,718969-1,81.9,13.65,0,718969,68.25,718969-1,0,,ARTISANS GALLERY 121817 718969-1
WGI Gallery,43077,175846,58.84,3,0,718935,55.84,718935-1,0,,WGI 122917 175846
Artisans Gallery,43084,718913-1,81.9,13.65,0,718913,68.25,718913-1,0,,ARTISANS GALLERY 121817 718913-1
Patricia Wolf Designs,43081,26032,453,5,0,718902,448,718902-2,0,,PATRICIA WOLF 122217 26032
Webers Leather,43069,93604,26.51,9.41,0,718858,17.1,718858-2,0,,WEBERS 010818 93604
WGI Gallery,43077,175846,70.02,3,0,718847,67.02,718847-2,0,,WGI 122917 175846
Kimlor,43084,839213,139.45,6.95,0,718706,141.5,718706-1,0,,KIMLOR 122717 (111)
Kimlor,43089,840233,9,0,0,718706,141.5,718706-1,0,,KIMLOR 122717 (111)
WILD WINGS,43077,337412,40,5,0,718703,28.5,718703-2,-6.5,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
Kimlor,43083,838947,86.45,6.95,0,718672,79.5,718672-1,0,,KIMLOR 122217 (35)
WILD WINGS,43077,337411,40,5,0,718522,28.5,718522-1,-6.5,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
SOLSTICE ARTS,43091,80265,23,5,0,718499,36,718499-3,0,,SOLSTICE ARTS 122717 80265
WILD WINGS,43076,337318,62,5,0,718391,57,718391-2,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
Colorado Carpets,43100,1712-4,75.5,0,0,718271,75.5,718271-1,0,,COLORADO CARPETS 010218 BFD1712-4
WGI Gallery,43075,175827,58.84,3,0,717949,55.84,717949-1,0,,WGI 122917 175827
WGI Gallery,43075,175827,37.99,3,0,717867,34.99,717867-1,0,,WGI 122917 175827
WGI Gallery,43075,175827,58.84,3,0,717840,55.84,717840-1,0,,WGI 122917 175827
Silverado Home,43105,6462,566.6,10,0,717817,556.6,717817-1,0,,SILVERADO 010518 6462
Fireside Lodge,43098,69405,964.26,0,324.26,717667,627.2,717667-1,-12.8,,FIRESIDE 010218 69405
WGI Gallery,43075,175827,70.02,3,0,717644,67.02,717644-1,0,,WGI 122917 175827
WILD WINGS,43076,337314,62,5,0,717600,57,717600-1,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
WILD WINGS,43076,337313,62,5,0,717508,57,717508-1,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
WOODED RIVER,43069,121869,388.57,0,0,717486,388.57,717486-2,0,,WOODED RIVER 010218 121869
Artisans Gallery,43084,717370-2,81.9,13.65,0,717370,68.25,717370-2,0,,ARTISANS GALLERY 121817 717370-2
WILD WINGS,43075,337224,207.35,5,0,717368,202.35,717368-1,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11)
Silverado Home,43103,6453,36.72,10,0,717358,33.12,717358-2,6.4,,SILVERADO 010418 6453
WGI Gallery,43075,175827,58.84,3,0,717298,55.84,717298-2,0,,WGI 122917 175827
UTAH MOUNTAIN FURNITURE,43104,2524,1023.7,0,313.7,717185,710,717185-1,0,,UTAH MTN 010818 2524
WGI Gallery,43075,175827,70.02,3,0,717144,67.02,717144-1,0,,WGI 122917 175827
WGI Gallery,43075,175827,70.02,3,0,716976,67.02,716976-1,0,,WGI 122917 175827
Kimlor,43084,839212,53.95,6.95,0,716891,47,716891-1,0,,KIMLOR 122717 (111)
Kimlor,43084,839211,53.95,6.95,0,716833,47,716833-1,0,,KIMLOR 122717 (111)
Artisans Gallery,43084,716819-2,63.25,8.25,0,716819,55,716819-2,0,,ARTISANS GALLERY 121817 716819-2
Kimlor,43084,839210,53.95,6.95,0,716665,47,716665-1,0,,KIMLOR 122717 (111)
Kimlor,43089,840232,105.95,6.95,0,716598,122.5,716598-1,23.5,,KIMLOR 122717 (111)
WILD WINGS,43077,337403,35,0,0,716540,28.5,716540-2,-6.5,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11.2)
WILD WINGS,43080,337539,37.5,0,0,716378,35.62,716378-2,-1.88,Duplicate - NOT UPLOADED,WILD WINGS 122717 (13)
Webers Leather,43066,93476,19.74,7.86,0,716375,11.88,716375-2,0,,WEBERS 010818 93476
Kimlor,43084,839209,53.7,6.95,0,716331,46.75,716331-1,0,,KIMLOR 122717 (111)
Webers Leather,43066,93476,32.96,8.02,0,716046,26.25,716046-1,1.31,,WEBERS 010818 93476
Silverado Home,43102,6447,54.16,10,0,716027,44.16,716027-1,0,,SILVERADO 010418 6447
Kimlor,43084,839208,53.95,6.95,0,716000,47,716000-1,0,,KIMLOR 122717 (111)
WILD WINGS,43084,337952,53.45,5,0,715989,96.9,715989-3,0,,WILD WINGS 122217 (7)
Fireside Lodge,43098,69365,1006.84,0,301.84,715689,1494.5,715689-1,379.5,,FIRESIDE 010218 69365
Fireside Lodge,43102,69411,410,0,0,715689,1494.5,715689-4,379.5,,FIRESIDE 010218 69411
Webers Leather,43066,93476,11.9,7.86,0,715304,13.31,715304-2,1.77636E-15,,WEBERS 010818 93476
Kimlor,43089,840231,90.95,6.95,0,715122,95,715122-1,11,,KIMLOR 122717 (111)
Silverado Home,43102,6446,96.48,10,0,715107,86.48,715107-3,0,,SILVERADO 010418 6446
WILD WINGS,43074,337121,43,5,0,714927,38,714927-1,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11)
Webers Leather,43066,93476,22.82,8.57,0,714897,14.25,714897-2,0,,WEBERS 010818 93476
WILD WINGS,43074,337122,43,5,0,714697,38,714697-3,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11)
WILD WINGS,43074,337123,43,5,0,714618,38,714618-1,0,Duplicate - NOT UPLOADED,WILD WINGS 122717 (11)
Kimlor,43084,839207,53.95,6.95,0,714524,47,714524-1,0,,KIMLOR 122717 (111)
"EXPO DECOR, LLC",43088,78896,40,5,0,714500,63,714500-3,28,,EXPO 122717 78896
Kimlor,43083,838946,181.7,6.95,0,714352,174.75,714352-1,0,,KIMLOR 122217 (35)
HiEnd Accents,43063,224937,65,5,0,714276,60,714276-2,-39,PO MISMATCH,HIEND 121317
HiEnd Accents,43091,228974,39,0,0,714276,60,714276-2,-39,PO MISMATCH,HIEND 010518 (69)
Fireside Lodge,43098,69346,988.55,0,308.55,714250,666.4,714250-1,-13.6,,FIRESIDE 010218 69346
Kimlor,43083,838948,44.45,6.95,0,713564,37.5,713564-1,0,,KIMLOR 122217 (35)
Artisans Gallery,43084,713363-2,104.02,13.57,0,713363,89.5,713363-2,-0.95,Duplicate - NOT UPLOADED,ARTISANS GALLERY 121817 713363-2
Kimlor,43084,839206,91.45,6.95,0,713313,84.5,713313-1,0,,KIMLOR 122717 (111)
Kimlor,43084,839205,62.95,6.95,0,713197,56,713197-1,0,,KIMLOR 122717 (111)
Artisans Gallery,43090,712968-2,68,4,0,712968,64,712968-2,0,,ARTISANS GALLERY 122717 712968-2
UTAH MOUNTAIN FURNITURE,43088,2514,1214.29,0,364.29,712614,850,712614-1,0,,UTAH MTN 122017 2514
"American Cover Design 26, Inc.",43084,110377,61,5,0,712400,56,712400-1,0,,AMERICAN COVER 010218 (4)
WGI Gallery,43088,175963,58.84,3,0,711919,122.86,711919-3,0,,WGI 010418 175963
Crestview Collection,43103,283256,39.95,0,0,710978,39.95,710978-1,0,,CRESTVIEW 010318 (2.2)
UTAH MOUNTAIN FURNITURE,43104,2523,915,0,0,710840,915,710840-1,0,,UTAH MTN 010818 2523
"Marco International, Inc.",43076,47629,74.7,0,0,710692,149.4,710692-9,0,Duplicate - NOT UPLOADED,MARCO 010818 (2)
Kimlor,43089,840230,188.45,6.95,0,710633,181.5,710633-1,0,,KIMLOR 122717 (111)
Silverado Home,43103,6455,120.4,10,0,710258,110.4,710258-1,0,,SILVERADO 010418 6455
UTAH MOUNTAIN FURNITURE,43098,2518,335,0,0,710189,335,710189-1,0,,UTAH MTN 010318 2518
UTAH MOUNTAIN FURNITURE,43090,2517,99,0,0,710177,99,710177-6,0,,UTAH MTN 122717 2517
Silverado Home,43103,6452,70.72,10,0,710028,60.72,710028-2,0,,SILVERADO 010418 6452
WILD WINGS,43080,337537,37.5,0,0,709098,35.62,709098-2,-1.88,Duplicate - NOT UPLOADED,WILD WINGS 122717 (13)
WGI Gallery,43075,175827,0,0,0,708347,67.02,708347-1,0,,WGI 122917 175827
HiEnd Accents,43098,229675,25,5,0,707831,150,707831-2,0,,HIEND 010518 (69)
HiEnd Accents,43098,229559,45,0,0,707667,90,707667-1,0,REVISED - NOT UPLOADED,HIEND 010518 (69)
HiEnd Accents,43098,229562,50,5,0,707667,90,707667-2,0,,HIEND 010518 (69)
"American Natural Resources, Inc.",43052,923,350,0,0,707564,350,707564-1,0,,AMERICAN NATURAL 121817 923
"Mood Dekor, Inc.",43082,841,76.05,11.05,0,707340,65,707340-1,0,,MOOD DEKOR 121817 841
Mexican Country Imports,43108,10860,223.97,9.95,28.02,706707,186,706707-2,0,,MEXICAN COUNTRY 010817 10860
WOODED RIVER,43098,122258,99.19,0,0,706288,99.19,706288-3,0,,WOODED RIVER 010218 122258
Fireside Lodge,43104,69424,435,25,0,705971,803.6,705971-6,-16.4,,FIRESIDE 010518 69424
"Mood Dekor, Inc.",43082,842,40.95,5.95,0,705680,35,705680-1,0,,MOOD DEKOR 121817 842
"Mood Dekor, Inc.",43091,855,81.9,11.9,0,705558,140,705558-2,0,,MOOD DEKOR 122717 855
"American Cover Design 26, Inc.",43084,110377,61,5,0,705546,56,705546-1,0,,AMERICAN COVER 010218 (4)
Fireside Lodge,43074,69063,1440,0,0,705539,1411.2,705539-1,-256.8,PO MISMATCH,FIRESIDE 120617
Fireside Lodge,43100,69493,228,0,0,705539,1411.2,705539-1,-256.8,PO MISMATCH,FIRESIDE 010318 69493
UTAH MOUNTAIN FURNITURE,43087,2513,9424.93,0,2265.93,705128,7159,705128-2,0,,UTAH MTN 122017 2513
"Mood Dekor, Inc.",43082,843,40.95,5.95,0,704365,35,704365-1,0,,MOOD DEKOR 121817 843
HiEnd Accents,43098,229674,25,5,0,703395,65,703395-1,45,,HIEND 010518 (69)
"Mood Dekor, Inc.",43082,844,111.15,16.15,0,703299,190,703299-2,95,,MOOD DEKOR 121917 844
"Mood Dekor, Inc.",43082,847,40.95,5.95,0,703270,35,703270-1,0,,MOOD DEKOR 121917 847
Crestview Collection,43102,282955,74.95,0,0,702492,74.95,702492-1,0,,CRESTVIEW 010318 282955
Kimlor,43084,839204,97.45,6.95,0,702330,90.5,702330-1,0,,KIMLOR 122717 (111)
Fireside Lodge,43098,69436,155,0,0,701087,200.9,701087-1,45.9,,FIRESIDE 122917 69436
UTAH MOUNTAIN FURNITURE,43098,2519,3427.38,0,592.38,700912,2920,700912-2,85,,UTAH MTN 010318 2519
"Mood Dekor, Inc.",43082,846,101.3,11.3,0,700312,90,700312-1,0,,MOOD DEKOR 121917 846
"Mood Dekor, Inc.",43082,840,64.35,9.35,0,700158,55,700158-1,0,,MOOD DEKOR 121817 840
"Mood Dekor, Inc.",43082,845,41.95,6.95,0,696235,35,696235-2,0,,MOOD DEKOR 121917 845
Savoy House,43090,180857,0,0,0,696220,223.2,696220-1,223.2,,SAVOY 122217 180857
Artisans Gallery,43017,695911-1,270.1,23,0,695911,247.1,695911-1,,Duplicate - NOT UPLOADED,ARTISANS GALLERY 122717 695911-1
Artisans Gallery,43035,692951-2,196.65,25.65,0,692951,94,692951-2,-77,PO MISMATCH,ARTISANS GALLERY 122717 692951-2
Artisans Gallery,43028,692522-3,60.6,6,0,692522,54.6,692522-3,,Duplicate - NOT UPLOADED,ARTISANS GALLERY 122717 692522-3
Artisans Gallery,43019,692449-1,58.2,6,0,692449,56.7,692449-1,4.5,Duplicate - NOT UPLOADED,ARTISANS GALLERY 122717 692449-1
Kimlor,43088,839998,58.95,6.95,0,692283,61.75,692283-1,9.75,,KIMLOR 122717 (111)
HiEnd Accents,43098,229676,25,5,0,689407,185,689407-2,165,,HIEND 010518 (69)
UTAH MOUNTAIN FURNITURE,43087,2512,235,0,0,685916,640,685916-3,405,,UTAH MTN 122017 2512
Artisans Gallery,43039,685552-1,228.85,29.85,0,685552,199,685552-1,0,,ARTISANS GALLERY 122717 685552-1
HiEnd Accents,43098,229673,20,0,0,684975,140,684975-1,120,,HIEND 010518 (69)
Artisans Gallery,43017,684508-2,163,12,0,684508,136.5,684508-2,-14.5,Duplicate - NOT UPLOADED,ARTISANS GALLERY 122717 684508-2
"American Cover Design 26, Inc.",43084,110376,33,5,0,682611,28,682611-2,0,,AMERICAN COVER 010218 (4)
Artisans Gallery,42948,672764-1,34.5,2,0,672764,32.5,672764-1,0,,ARTISANS GALLERY 122717 672764-1
"American Cover Design 26, Inc.",43084,110376,89,5,0,672018,168,672018-4,84,,AMERICAN COVER 010218 (4)
Lorec Ranch Wholesale,43101,601,1184.99,0,0,668459,2199.98,668459-4,1014.99,,LOREC 010518 601
"American Cover Design 26, Inc.",43084,110376,61,5,0,663704,56,663704-2,0,,AMERICAN COVER 010218 (4)
