Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Classic Forge LLC,43245,776861-2,438461,254,24,0,776861,379.9,-35.1,PO MISMATCH,CLASSIC FORGE 053018 438461N
Classic Forge LLC,43322,776861-4,438548,209,24,0,776861,379.9,-35.1,PO MISMATCH,classic forge 081318 438548c
HiEnd Accents,43322,821917-2,249217,41,5,0,821917,18,-18,PO MISMATCH,7453756-20180814180008
HiEnd Accents,43321,821680-2,249100,20,5,0,821680,7.5,-7.5,PO MISMATCH,7450702-20180814180008
HiEnd Accents,43321,820969-1,249104,35,5,0,820969,30,0,PO MISMATCH,7450706-20180814180008
HiEnd Accents,43327,824299-1,249656,162.5,5,0,824299,157.5,0,PO MISMATCH,7460333-20180817180022
Kimlor,43319,820660-1,862741,86.2,6.95,0,820660,55.5,-23.75,PO MISMATCH,7459878-20180817180022
Laural Home,43320,819040-2,23812,80,0,0,819040,40,-40,PO MISMATCH,7459958-20180817180022
Lorec Ranch Wholesale,43322,822406-1,779,89.99,10,0,822406,61.99,-18,PO MISMATCH,LOREC 081018 779N
Lorec Ranch Wholesale,43328,823434-2,782,49.99,10,0,823434,34.99,-5,PO MISMATCH,LOREC 081618 782N
Mohawk Factoring LLC,43315,818955-1,8920696,250.75,0,0,818955,237,-13.75,PO MISMATCH,MOHAWK 081518 8920696N
"StyleCraft Home Collection, Inc.",43321,822019-1,1523238,142.45,0,0,822019,133.91,-8.54,PO MISMATCH,stylecraft 081018 (2)n
"StyleCraft Home Collection, Inc.",43321,822196-1,1523239,142.45,0,0,822196,133.91,-8.54,PO MISMATCH,stylecraft 081018 (2)n
Webers Leather,43326,824318-1,99038,55.43,8.17,0,824318,39.62,-7.64,PO MISMATCH,WEBERS 081418 99038N
