Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
A HOMESTEAD SHOPPE,43334,827627-2,435553,33.75,5,0,827627,23.75,-5,PO MISMATCH,7479338-20180824180003
COAST LAMP,43357,830156-1,56126,203,5,0,830156,296.4,-0.6,PO MISMATCH,7539704-20181002180003
COAST LAMP,43392,847019-3,56703,127.5,5,0,847019,69.5,-53,PO MISMATCH,7616408-20181030180004
COAST LAMP,43392,847449-1,56698,109,5,0,847449,98.8,-5.2,PO MISMATCH,7616399-20181030180004
COAST LAMP,43392,846879-1,56705,94,5,0,846879,84.55,-4.45,PO MISMATCH,7616387-20181030180004
COAST LAMP,43399,830156-4,56836,104,5,0,830156,296.4,-0.6,PO MISMATCH,7635286-20181102180009
"Copper Art, LLC ",43398,851832-1,-22175,83,4,0,851832,69,-10,PO MISMATCH,7638745-20181030180004
DONNA SHARP,43403,856328-2,-440153,150.2,0,0,856328,149.4,-0.8,PO MISMATCH,7642025-20181102180009
IRONWOOD INDUSTRIES,43402,845143-1,28604,246,0,0,845143,172,-74,PO MISMATCH,7641999-20181102180009
Pure Country,43356,836127-2,924225,19.1,6,0,836127,6.3,-6.8,PO MISMATCH,7526601-20180914180005
Tayse International,43392,847610-2,481505,90,0,0,847610,81,-9,PO MISMATCH,7619502-20181030180004
Tayse International,43396,852234-1,482581,45,0,0,852234,40.5,-4.5,PO MISMATCH,7628942-20181030180004
Tayse International,43396,852867-1,482582,45,0,0,852867,40.5,-4.5,PO MISMATCH,7628941-20181030180004
Tayse International,43397,853790-2,483133,45,0,0,853790,40.5,-4.5,PO MISMATCH,7635307-20181030180004
Tayse International,43398,854270-2,483290,45,0,0,854270,40.5,-4.5,PO MISMATCH,7635308-20181030180004
Tayse International,43398,853954-3,483315,47,0,0,853954,44.1,-2.9,PO MISMATCH,7635309-20181030180004
VAXCEL,43397,853324-1,868462,249.85,0,0,853324,248.9,-0.95,PO MISMATCH,7629015-20181030180004
VAXCEL,43402,855410-1,869542,62.7,0,0,855410,60.32,-2.38,PO MISMATCH,7639143-20181102180009
VAXCEL,43403,855830-1,870042,77.9,0,0,855830,76,-1.9,PO MISMATCH,7642801-20181102180009
VAXCEL,43403,856447-1,870081,255.55,0,0,856447,254.6,-0.95,PO MISMATCH,7642797-20181102180009
