Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
AMERICAN DAKOTA,43270,799308-1,30175,76,0,0,799308,49,0,PO MISMATCH,AMERICAN DAKOTA 061918 PMT RECPT 5628.20 (39) C
AMERICAN DAKOTA,43287,801271-1,30237,49,0,0,801271,49,-49,PO MISMATCH,AMERICAN DAKOTA 072418 PMT RECPT 4658.25 (42) C
AMERICAN DAKOTA,43315,801271-3,30603,49,0,0,801271,49,-49,PO MISMATCH,AMERICAN DAKOT 081418 PMT RECPT INVOICES 5267.59C
CARSTENS INC,43325,821183-2,231065,21,3,0,821183,15,-3,PO MISMATCH,7447154-20180814180002
CARSTENS INC,43327,821974-5,231166,18,3,0,821974,13,-2,PO MISMATCH,7456463-20180817180002
CARSTENS INC,43327,822300-2,231165,21,3,0,822300,15,-3,PO MISMATCH,7456462-20180817180002
COLORADO DALLAS LLC,43320,817017-1,19614,49.95,2,0,817017,47.5,-0.45,PO MISMATCH,COLROADO DALLAS 080818 19614C
"Kalalou, Inc.",43318,817363-2,683445,25.8,6,0,817363,18,-1.8,PO MISMATCH,KALALOU 080718 683445C
"Kalalou, Inc.",43318,818011-1,683460,15.9,6,0,818011,9,-0.9,PO MISMATCH,KALALOU 080718 683460C
"Kalalou, Inc.",43318,818163-1,683490,60,6,0,818163,52.2,-1.8,PO MISMATCH,KALALOU 080718 683490C
"Kalalou, Inc.",43319,821226-1,683684,33,6,0,821226,26.1,-0.9,PO MISMATCH,KALALOU 080818 683684C
"Kalalou, Inc.",43324,822109-2,684184,55.5,6,0,822109,46.8,-2.7,PO MISMATCH,KALALOU 081318 5684184C
"Kalalou, Inc.",43325,822906-1,684502,33,6,0,822906,26.1,-0.9,PO MISMATCH,KALALOU 081418 684502C
"Kalalou, Inc.",43326,823687-1,684707,44.7,6,0,823687,0,0,PO MISMATCH,KALALOU 081518 684707C
"Kalalou, Inc.",43326,823783-2,684759,32.1,6,0,823783,21.6,-4.5,PO MISMATCH,KALALOU 081518 684759C
Marshfield Furniture,43322,781036-1,406310,2585,0,0,781036,2560,-25,PO MISMATCH,MARSHFIELD 081018 PMT RECPT 2585.00 406310C
MY AMIGOS,43293,821169-1,7387,138,18,0,821169,119,-1,PO MISMATCH,MY AMIGOS 081518 7387C
Pure Country,43315,812495-2,914135,19.1,6,0,812495,12.6,-0.5,PO MISMATCH,PURE CO 080618 914135C
Pure Country,43315,813802-1,914136,19.1,6,0,813802,12.6,-0.5,PO MISMATCH,PURE CO 080618 914136C
Pure Country,43315,814374-2,914002,56,6,0,814374,47.7,-2.3,PO MISMATCH,PURE CO 080618 914002C
Pure Country,43318,816219-1,914289,44.3,6,0,816219,35.1,-3.2,PO MISMATCH,PURE CO 080618 914289C
Pure Country,43315,817129-2,914004,19.1,6,0,817129,12.6,-0.5,PO MISMATCH,PURE CO 080618 914004C
Pure Country,43318,817363-4,914294,54.2,6,0,817363,45.9,-2.3,PO MISMATCH,PURE CO 080618 914294C
Pure Country,43321,817506-1,915252,19.1,6,0,817506,12.6,-0.5,PO MISMATCH,pure co 080918 915252c
Pure Country,43318,820007-3,914387,21.8,6,0,820007,14.4,-1.4,PO MISMATCH,PURE CO 080718 914387C
Pure Country,43321,820139-1,915253,38,6,0,820139,28.8,-3.2,PO MISMATCH,pure co 080918 915253c
Pure Country,43321,820639-1,915254,32.6,6,0,820639,25.2,-1.4,PO MISMATCH,pure co 080918 915254c
Pure Country,43321,821235-1,915255,57.8,6,0,821235,47.7,-4.1,PO MISMATCH,pure co 080918 915255c
Pure Country,43319,821610-1,914600,19.1,6,0,821610,12.6,-0.5,PO MISMATCH,PURE CO 080718 914600C
Pure Country,43320,821792-2,915017,32.6,6,0,821792,25.2,-1.4,PO MISMATCH,pure co 080918 915017c
Pure Country,43320,822039-2,914912,19.1,6,0,822039,12.6,-0.5,PO MISMATCH,PURE CO 080818 914912C
S.P.I.,43320,820579-1,632907,34,0,0,820579,32,-2,PO MISMATCH,7460105-20180817180002
Sierra Lifestyles,43290,805533-2,33981,13,0,0,805533,12.8,-0.38,PO MISMATCH,SIERRA PMT RECPT 070918 303.38 33981C
Sierra Lifestyles,43290,805533-2,33999,13,0,0,805533,12.8,-0.38,PO MISMATCH,SIERRA PMT RECPT 070918 303.38 33999C
Sierra Lifestyles,43320,816307-1,34278,15,0,0,816307,14.77,-0.23,PO MISMATCH,SIERRA 080818 PMT RECPT 211.46 34278C
Sierra Lifestyles,43320,816497-2,34225,36,0,0,816497,35.48,-0.52,PO MISMATCH,SIERRA 080818 PMT RECPT 211.46 34225C
Sierra Lifestyles,43320,816669-2,34279,17,0,0,816669,16.74,-0.26,PO MISMATCH,SIERRA 080818 PMT RECPT 211.46 34279C
Sierra Lifestyles,43320,820285-2,34339,52,0,0,820285,51.76,-0.24,PO MISMATCH,SIERRA 080818 PMT RECPT 211.46 34339C
Sierra Lifestyles,43320,821476-1,34340,37.5,0,0,821476,36.94,-0.56,PO MISMATCH,SIERRA 080818 PMT RECPT 211.46 34340C
VAXCEL,43322,822716-1,846891,109.25,0,0,822716,108.3,-0.95,PO MISMATCH,7460131-20180817180002
Westmoreland,43312,810211-3,13852,383,8,0,810211,356,-19,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,812137-2,13852,268,16,0,812137,239.4,-12.6,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,812219-2,13852,383,8,0,812219,356,-19,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,812414-1,13852,283,8,0,812414,261,-14,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,812510-2,13852,97,8,0,812510,84.55,-4.45,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,812713-2,13852,183,8,0,812713,166.25,-8.75,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,812967-1,13852,203,8,0,812967,185.25,-9.75,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,813177-3,13852,304,32,0,813177,258.4,-13.6,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,814164-1,13852,383,8,0,814164,356,-19,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,814422-1,13852,258,8,0,814422,237.5,-12.5,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,814568-1,13852,283,8,0,814568,261,-14,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,814845-2,13852,383,8,0,814845,356,-19,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,815061-1,13852,71,8,0,815061,59.85,-3.15,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,815255-1,13852,270,8,0,815255,248.9,-13.1,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,815451-2,13852,113,8,0,815451,99.75,-5.25,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,815711-1,13852,97,8,0,815711,84.55,-4.45,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,816079-1,13852,203,8,0,816079,185.25,-9.75,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,817770-2,13852,143,8,0,817770,128,-7,PO MISMATCH,WESTMORELAND 080718 13852C
Westmoreland,43312,819883-3,13852,134,8,0,819883,119.7,-6.3,PO MISMATCH,WESTMORELAND 080718 13852C
