Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
P GRAHAM DUNN,43160,754446-1,1412069,55.25,8,0,754446,60.75,-47.25,PO MISMATCH,P GRAHAM DUNN 030818 (8)C
HERITAGE LACE,43266,792746-2,1271065,47.5,0,0,792746,47.5,-23.75,PO MISMATCH,HERITAGE LACE 061918 (10) C
CARSTENS INC,43286,806422-1,229468,33,3,0,806422,26,-4,PO MISMATCH,CARSTENS 070918 PMT RECPT 572.50C
CARSTENS INC,43290,807623-1,229545,181,3,0,807623,134,-44,PO MISMATCH,CARSTENS 070918 PMT RECPT 491.50C
COLORADO DALLAS LLC,43291,802681-1,19526,118.85,2,0,802681,107.35,-9.5,PO MISMATCH,COLORADO DALLAS 071018 19526C
EMILY                  LAKE LURE,43280,804948-3,14320,27,5,0,804948,21,-1,PO MISMATCH,EMILY 071118 14320C
HERITAGE LACE,43279,792746-2,1272179,23.75,0,0,792746,47.5,-23.75,PO MISMATCH,HERITAGE LACE 0701318 (6) C
HERITAGE LACE,43276,802626-3,1271725,16.8,0,0,802626,16.8,-16.8,PO MISMATCH,HERITAGE LACE 0701318 (6) C
HERITAGE LACE,43277,802626-3,1271798,16.8,0,0,802626,16.8,-16.8,PO MISMATCH,HERITAGE LACE 0701318 (6) C
IRONWOOD INDUSTRIES,43286,796879-2,28099,214,0,0,796879,194,-20,PO MISMATCH,IRONWOOD 070918 PMT RECPT 831.00 28099C
"Kalalou, Inc.",43289,807575-2,677409,23.1,6,0,807575,15.3,-1.8,PO MISMATCH,KALALOU 070918 677409C
"Kalalou, Inc.",43289,807894-1,677342,88.8,6,0,807894,81,-1.8,PO MISMATCH,KALALOU 070918 677342C
"Kalalou, Inc.",43291,807938-1,678205,136.5,6,0,807938,125.1,-5.4,PO MISMATCH,KALALOU 071118 678205C
"Kalalou, Inc.",43289,807971-1,677366,91.5,6,0,807971,80.1,-5.4,PO MISMATCH,KALALOU 070918 67 677366C
"Kalalou, Inc.",43290,808198-8,677832,36.6,6,0,808198,28.8,-1.8,PO MISMATCH,KALALOU 071018 677832C
MEYDA LIGHTING,43292,809636-1,1437778,126,10,0,809636,109,-7,PO MISMATCH,MEYDA TIFFANY 071218 1437778C
OLLIIX,43287,808123-1,46313999,46.66,3.46,0,808123,23.33,-19.87,PO MISMATCH,OLLIIX 070918 46313999C
P GRAHAM DUNN,43292,754446-1,2007092,68.75,8,0,754446,60.75,-47.25,PO MISMATCH,P GRAHAM 071218 2007092C
Pure Country,43284,800472-2,905997,19.1,6,0,800472,12.6,-0.5,PO MISMATCH,PURE CO 070918 905997C
Pure Country,43290,803007-2,907055,19.1,6,0,803007,12.6,-0.5,PO MISMATCH,PURE CO 071018 907055C
Pure Country,43292,805567-1,907456,56,6,0,805567,45,-5,PO MISMATCH,PURE CO 071218 907456C
Pure Country,43292,807883-3,907467,59.6,6,0,807883,50.4,-3.2,PO MISMATCH,PURE CO 071218 907467C
Pure Country,43291,808163-3,907159,19.1,6,0,808163,12.6,-0.5,PO MISMATCH,PURE CO 071118 907159C
Pure Country,43291,808802-2,907406,21.8,6,0,808802,14.4,-1.4,PO MISMATCH,PURE CO 071118 907406C
Pure Country,43291,809355-2,907407,19.1,6,0,809355,12.6,-0.5,PO MISMATCH,PURE CO 071118 907407C
Pure Country,43294,810990-2,908214,19.1,6,0,810990,12.6,-0.5,PO MISMATCH,PURE CO 071318 908214C
Pure Country,43294,811090-2,908212,45.66,20.86,0,811090,22.5,-2.3,PO MISMATCH,PURE CO 071318 908212C
S.P.I.,43286,806027-1,631107,78,0,0,806027,67.5,-10.5,PO MISMATCH,SPI 070918 631107C
S.P.I.,43291,809818-1,631307,44,0,0,809818,40.5,-3.5,PO MISMATCH,SPI 071118 631307C
Sierra Lifestyles,43290,805533-2,33981,13,0,0,805533,12.8,-13.2,PO MISMATCH,SIERRA PMT RECPT 070918 303.38 33981C
Sierra Lifestyles,43290,805533-2,33999,13,0,0,805533,12.8,-13.2,PO MISMATCH,SIERRA PMT RECPT 070918 303.38 33999C
VAXCEL,43293,810123-4,838577,137.4,2.5,0,810123,129.2,-5.7,PO MISMATCH,VAXCEL 071318 PMT RECPT 2384.88 838577C
VILLAGE WROUGHT IRON,43286,801236-1,190009,109.9,5,0,801236,99.9,-5,PO MISMATCH,VWI 070918 190009C
VILLAGE WROUGHT IRON,43290,809152-2,190413,48.05,5,0,809152,41,-2.05,PO MISMATCH,VWI 070918 190413C
VILLAGE WROUGHT IRON,43293,809333-1,190525,76.3,5,0,809333,67.9,-3.4,PO MISMATCH,VWI 071318 190525C
VILLAGE WROUGHT IRON,43290,809365-2,190414,40.65,5,0,809365,33.95,-1.7,PO MISMATCH,VWI 070918 190414C
VILLAGE WROUGHT IRON,43291,809946-3,190463,40.65,5,0,809946,33.95,-1.7,PO MISMATCH,VWI 071018 190463C
UNITED WEAVERS,43286,REPLACEMENT-,1136459,7.5,0,0,0,0,0,REVISED,UNITED WEAVERS 062018 (12) C
VAXCEL,43293,805903-1,838511,0,0,0,805903,625.2,625.2,REVISED,VAXCEL 071318 PMT RECPT 2384.88 838511C
Pure Country,43293,805398-1,907795,31.7,6,0,805398,22.5,-3.2,PO MISMATCH,PURE CO 071318 907795C
