Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
C AND F ENTERPRISES,2/21/2018,-,C041049,-44.25,-44.25,,,,,CREDIT,C&F PMT RECPT 022318 4485.40 CC
COAST LAMP,2/16/2018,-,Credit,-89.3,,,,,,CREDIT,COAST LAMP PMT RECPT 022318 2233.46 2
CHANDLER 4 CORNERS,2/21/2018,765243-1,237750,40.6,10,,,,,NOT ON DROP SHIP REPORT,CHANDLER 02118 237790 CC
CHANDLER 4 CORNERS,2/22/2018,745153-1,237834,167.5,10,,,,,NOT ON DROP SHIP REPORT,CHANDLER 022218 237834 CC
COAST LAMP,2/16/2018,18977-,52653,89,5,,,,,NOT ON DROP SHIP REPORT,COAST LAMP PMT RECT 021918 4117.90  44 CC
UNITED WEAVERS,2/13/2018,751266-2,1088560,49.97,5,17.47,,,,NOT ON DROP SHIP REPORT,UNITED WEAVERS 021518 (19) CC
DONNA SHARP,2/22/2018,756057-1,417559,299.7,,,756057,228.6,-71.1,PO MISMATCH,DONNA SHARP 022218 417559 CC
MANUAL WOODWORKERS,2/13/2018,745818-2,8388022,31.5,,,745818,31.5,-31.5,PO MISMATCH,MWW 021518 8388022 CC
MANUAL WOODWORKERS,1/30/2018,745818-2,8318659,34.5,3,,745818,31.5,-31.5,PO MISMATCH,MWW 013118 8318659
"Kalalou, Inc.",2/14/2018,752734-1,645182,155.1,6,,752734,134.1,-15,PO MISMATCH,KALALOU 021518 645182 CC
"Kalalou, Inc.",2/13/2018,751722-1,644895,47.1,6,,751722,32.4,-8.7,PO MISMATCH,KALALOU 021518 644895 CC
PARK DESIGN,2/14/2018,751040-1,1398028,193.82,5,24.77,751040,155.39,-8.66,PO MISMATCH,PARK 021518 1398028 CC
PARK DESIGN,2/14/2018,750444-2,1398135,177.66,5,17.53,750444,147.8,-7.33,PO MISMATCH,PARK 021518 1398135 CC
VAXCEL,2/20/2018,755238-1,800112,152.13,2.5,,755238,142.5,-7.13,PO MISMATCH,VAXCEL PMT RECPT 022118 2012.13 CC
"Kalalou, Inc.",2/13/2018,752430-3,644842,31.8,6,,752430,19.8,-6,PO MISMATCH,KALALOU 021518 644842 CC
VAXCEL,2/21/2018,755571-2,800351,211.5,2.5,,755571,203.28,-5.72,PO MISMATCH,VAXCEL PMT RECPT 022218 4165.96 CC
VAXCEL,2/20/2018,754900-2,799952,52.38,2.5,,754900,110.2,-5.71,PO MISMATCH,VAXCEL PMT RECPT 022118 2012.13 CC
VAXCEL,2/20/2018,754900-1,800030,68.53,2.5,,754900,110.2,-5.71,PO MISMATCH,VAXCEL PMT RECPT 022118 2012.13 CC
VAXCEL,2/20/2018,755246-1,800113,145,2.5,,755246,136.8,-5.7,PO MISMATCH,VAXCEL PMT RECPT 022118 2012.13 CC
