Vendor Name,Invoice  Date,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,PO Num,Total    Difference,Discrepancy,Memo
Mayberry Rugs,43138,107892,19.5,5,0,750114,14.5,750114-2,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43139,107968,19.5,5,0,750433,14.5,750433-1,0,,MAYBERRY PMT RECPT 020818 (8) 355.50 CC
C AND F ENTERPRISES,43131,I571748,19.5,6,0,747263,15,747263-1,1.5,,C&F PMT RECPT 020218 6103.18
BUCK SNORT,43139,38360,19.85,3,6.95,745944,9.9,745944-1,0,,BUCK SNORT 020818 (6) CC
COAST LAMP,43133,52357,20,5,0,742128,15,742128-1,0,,COAST LAMP PMT RECPT 020218 2195.08 CC
COAST LAMP,43133,52347,20,5,0,743187,15,743187-1,0,,COAST LAMP PMT RECPT 020218 2195.08 CC
Greenland Trading,43129,164565,20,5,0,746354,15,746354-2,0,,GREENLAND 020118 164565 CC
COLORADO DALLAS LLC,43131,18983,20.05,2,0,742437,18.05,742437-2,0,,COLORADO DALLAS 020218 18983 CC
COLORADO DALLAS LLC,43131,18984,20.05,2,0,743189,18.05,743189-2,0,,COLORADO DALLAS 020218 18984 CC
THIRSTYSTONE,42964,INV445425,20.3,5,0,645102,15.3,645102-2,0,,THIRSTYSTONE 111317 2398.12
THIRSTYSTONE,42964,INV445426,20.3,5,0,670977,15.3,670977-1,0,,THIRSTYSTONE 111317 2398.12
THIRSTYSTONE,42997,INV446264,20.3,5,0,686704,15.3,686704-1,0,,THIRSTYSTONE 013118 64
"Kalalou, Inc.",43074,628328,20.4,6,0,720906,14.4,720906-2,1.78E-15,,KALALOU 120617 628328
West Creation,43084,19438,20.5,3,0,705066,34.2,705066-2,17.575,,WEST CREATION 010218 143 5050.29
C AND F ENTERPRISES,43130,I571372,20.81,6,0,745684,19.75,745684-4,4.94,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43126,I570983,20.88,6,0,745245,17.5,745245-2,2.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571374,20.88,6,0,742166,65.5,742166-1,4.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571589,20.88,6,0,746453,17.5,746453-2,2.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571590,20.88,6,0,745630,17.5,745630-4,2.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43131,I571743,20.88,6,0,747224,17.5,747224-4,2.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43131,I571744,20.88,6,0,746975,17.5,746975-2,2.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43131,I571750,20.88,6,0,747328,17.5,747328-2,2.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43132,I572002,20.88,6,0,747621,17.5,747621-2,2.62,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571549,21,6,0,746424,15,746424-1,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571582,21,6,0,746842,15,746842-2,0,,C&F PMT RECPT 020218 6103.18
Greenland Trading,43129,164564,21,5,0,746371,16,746371-2,0,,GREENLAND 020118 164564 CC
THIRSTYSTONE,42985,INV446017,21.15,5,0,650473,16.15,650473-2,0,,THIRSTYSTONE 111317 2398.12
THIRSTYSTONE,42985,INV446019,21.15,5,0,657038,16.15,657038-2,0,,THIRSTYSTONE 111317 2398.12
THIRSTYSTONE,42997,INV446263,21.15,5,0,686503,16.15,686503-2,0,,THIRSTYSTONE 013118 64
CARSTENS INC,43082,219580,22,3,0,724417,19,724417-1,0,,CARSTENS 121817 1744.50
DONNA SHARP,43132,416372,22.5,0,0,747973,22.5,747973-2,0,,DONNA SHARP 020118 416372 CC
DONNA SHARP,43136,416553,22.5,0,0,749699,22.5,749699-1,0,,DONNA SHARP 020618 416553 CC
COLORADO DALLAS LLC,43131,18985,22.9,2,0,741640,20.9,741640-1,0,,COLORADO DALLAS 020218 18985 CC
"Kalalou, Inc.",43069,626100,23.1,6,0,717345,17.1,717345-2,0,,KALALOU 113017 626100
"Kalalou, Inc.",43069,626101,23.1,6,0,717074,17.1,717074-1,0,,KALALOU 113017 626101
"Kalalou, Inc.",43069,626105,23.1,6,0,717133,17.1,717133-2,0,,KALALOU 113017 626105
"Kalalou, Inc.",43137,643435,23.1,6,0,748910,17.1,748910-2,0,,KALALOU 020818 643692 CC
C AND F ENTERPRISES,43131,I571746,23.5,6,0,747111,17.5,747111-1,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43131,I571749,23.5,6,0,747353,17.5,747353-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43132,I571975,23.5,6,0,747500,17.5,747500-1,0,,C&F PMT RECPT 020218 6103.18
"Kalalou, Inc.",43109,634635,24,6,0,727265,17.1,727265-1,-0.9,,KALALOU 010918 634635
"Kalalou, Inc.",43072,627079,24,6,0,719207,18,719207-1,0,,KALALOU 120417 627079
BUCK SNORT,43133,38336,24.15,3,6.95,740999,14.2,740999-1,0,,BUCK SNORT 020218 (15) CC
BUCK SNORT,43133,38338,24.15,3,6.95,744964,14.2,744964-1,0,,BUCK SNORT 020218 (15) CC
BUCK SNORT,43133,38340,24.15,3,6.95,744759,14.2,744759-3,0,,BUCK SNORT 020218 (15) CC
AMERICAN DAKOTA,43099,27898,24.5,0,0,724161,147,724161-2,73.5,,AMERICAN DAKOTA 011918 (47)
IMAX CORPORATION,43139,1506405,24.77,0,0,751087,24.77,751087-4,0,,IMAX 020818 1506405 020818 CC
BUCK SNORT,43133,38334,24.95,3,6.95,746915,15,746915-2,0,,BUCK SNORT 020218 (15) CC
BUCK SNORT,43133,38339,24.95,3,6.95,745443,15,745443-2,0,,BUCK SNORT 020218 (15) CC
VILLAGE WROUGHT IRON,43132,186256,24.95,5,0,747749,19.95,747749-3,0,,VWI 020118 186256 CC
DONNA SHARP,43136,416549,25.2,0,0,749156,25.2,749156-2,0,,DONNA SHARP 020618 416549 CC
C AND F ENTERPRISES,43126,I570961,25.5,6,0,745113,19.5,745113-1,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571537,25.75,6,0,746730,19.75,746730-1,0,,C&F PMT RECPT 020218 6103.18
"Kalalou, Inc.",43067,624871,25.8,6,0,716236,19.8,716236-2,0,,KALALOU 112917 624871
"Kalalou, Inc.",43076,629070,25.8,6,0,722796,19.8,722796-1,0,,KALALOU 120817 629070
"Kalalou, Inc.",43081,630655,25.8,6,0,725029,19.8,725029-3,0,,KALALOU 121317 630655
THIRSTYSTONE,43032,INV447173,25.82,5,0,699470,20.83,699470-2,0.01,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43020,INV446948,25.82,5,0,687721,20.83,687721-3,0.01,,THIRSTYSTONE 013118 64
C AND F ENTERPRISES,43130,I571554,26,6,0,746473,20,746473-2,0,,C&F PMT RECPT 020218 6103.18
Greenland Trading,43131,164631,26,5,0,747766,21,747766-1,0,,GREENLAND 020518 164631 CC
Greenland Trading,43130,164586,26,5,0,745713,21,745713-4,0,,GREENLAND 020118 104586 CC
UNITED WEAVERS,43132,1085084,26.72,5,15.47,747970,6.25,747970-1,0,,UNITED WEAVERS 020218 (9) CC
UNITED WEAVERS,43133,1085322,26.72,5,15.47,748484,6.25,748484-2,0,,UNITED WEAVERS 020518 (13) CC
UNITED WEAVERS,43138,1086563,26.72,5,15.47,749955,6.25,749955-1,0,,UNITED WEAVERS 020818 (21) CC
Sierra Lifestyles,43136,32499,27,0,0,749103,26.61,749103-1,-0.39,,SIERRA 020818 32499 CC
CARSTENS INC,43082,219577,27,3,0,724954,24,724954-3,0,,CARSTENS 121817 1744.50
Greenland Trading,43133,164691,27,5,0,748088,22,748088-2,0,,GREENLAND 020618 164691 CC
Greenland Trading,43136,164811,27,5,0,749181,22,749181-1,0,,GREENLAND 020718 164811 CC
CHANDLER 4 CORNERS,43137,237504,27.1,10,0,749295,17.1,749295-1,0,,CHANDLER 020618 237504 CC
CHANDLER 4 CORNERS,43138,237527,27.1,10,0,750426,17.1,750426-3,0,,CHANDLER 020718 237527 CC
CHANDLER 4 CORNERS,43137,237546,27.1,10,0,751333,17.1,751333-1,0,,CHANDLER 020818 237546
VAXCEL,43131,795240,27.2,2.5,0,745951,24.7,745951-1,0,,VAXCEL PMT RECPT 020118 3691.18 CC
VAXCEL,43136,796172,27.2,2.5,0,747709,24.7,747709-1,0,,VAXCEL PMT RECPT 020618 4758.09 CC
VAXCEL,43136,796458,27.2,2.5,0,747483,24.7,747483-1,0,,VAXCEL PMT RECPT 020618 4758.09 CC
VAXCEL,43136,796134,27.2,2.5,0,733470,74.1,733470-3,49.4,,VAXCEL PMT RECPT 020618 4758.09 CC
Sierra Lifestyles,43131,32459,27.5,0,0,746014,27.08,746014-2,-0.42,,SIERRA 020118 32459 CC
BUCK SNORT,43133,38332,27.5,3,7.25,746432,17.25,746432-1,0,,BUCK SNORT 020218 (15) CC
VILLAGE WROUGHT IRON,43132,186257,27.5,5,0,747502,22.5,747502-2,0,,VWI 020118 186257 CC
"Kalalou, Inc.",43069,626099,27.6,6,0,716689,21.6,716689-3,0,,KALALOU 113017 626099
THIRSTYSTONE,43029,INV447134,27.95,5,0,696750,22.95,696750-2,0,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43029,INV447135,27.95,5,0,697536,22.95,697536-2,0,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43028,INV447112,27.95,5,0,696363,22.95,696363-1,0,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43020,INV446949,27.95,5,0,687997,22.95,687997-2,0,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43020,INV446951,27.95,5,0,693301,22.95,693301-1,0,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43017,INV446903,27.95,5,0,692255,22.95,692255-2,0,,THIRSTYSTONE 013118 64
THIRSTYSTONE,42969,INV445490,27.95,5,0,676040,22.95,676040-3,0,,THIRSTYSTONE 111317 2398.12
VILLAGE WROUGHT IRON,43131,186224,27.95,5,0,747215,22.95,747215-3,0,,VWI 020118 186224 CC
BUCK SNORT,43133,38342,27.95,3,6.95,734904,19.8,734904-1,1.8,,BUCK SNORT 020218 (15) CC
Mayberry Rugs,43047,103781,28,10,0,707023,18,707023-2,0,,MAYBERRY 111017 787.50 (12) NOV 16
Mayberry Rugs,43047,103786,28,10,0,706375,18,706375-1,0,,MAYBERRY 111017 787.50 (12) NOV 16
Pure Country,43109,854358,28.1,4,2,737233,22.5,737233-1,0,,APURE CO 011018 854358
Pure Country,43136,862966,28.1,4,2,747834,22.5,747834-3,0,,PURE CO 020518 862966 CC
Pure Country,43136,863018,28.1,4,2,747816,22.5,747816-1,0,,PURE CO 020618 863018 CC.
Pure Country,43138,863833,28.1,4,2,749465,22.5,749465-2,0,,PURE CO 020818 863833 CC
UNITED WEAVERS,43133,1085315,28.11,5,16.86,748203,6.25,748203-2,0,,UNITED WEAVERS 020518 (13) CC
UNITED WEAVERS,43137,1086274,28.11,5,16.86,750424,6.25,750424-1,0,,UNITED WEAVERS 020718 (3) CC
"Kalalou, Inc.",43067,625303,28.5,6,0,715230,22.5,715230-2,0,,KALALOU 112917 625303
CARSTENS INC,43082,219498,29,3,0,725755,26,725755-2,0,,CARSTENS 121817 1744.50
CARSTENS INC,43082,219575,29,3,0,726094,26,726094-1,0,,CARSTENS 121817 1744.50
Mayberry Rugs,43132,107720,29,5,0,747535,24,747535-3,0,,MAYBERRY PMT RECPT 020218 (11) 709.50 CC
COLORADO DALLAS LLC,43131,18988,29.55,2,0,743769,27.55,743769-3,0,,COLORADO DALLAS 020218 18988 CC
UNITED WEAVERS,43136,1085690,29.71,5,18.46,749894,6.25,749894-1,0,,UNITED WEAVERS 020618 (22) CC
BUCK SNORT,43133,38335,29.75,3,6.95,735686,19.8,735686-2,0,,BUCK SNORT 020218 (15) CC
BUCK SNORT,43139,38362,29.75,3,6.95,744456,19.8,744456-2,0,,BUCK SNORT 020818 (6) CC
DEMDACO 0000        LEAWOOD,43132,21874969,30,0,0,729093,30,729093-1,0,,DEMDACO 020218 21874969 (2) CC
"Kalalou, Inc.",43060,622213,30,12,0,708522,18,708522-1,0,,KALALOU 112917 622213
MANUAL WOODWORKERS,43137,8351674,30,3,0,749215,27,749215-1,0,,MWW 020718 8351674 CC
DEMDACO 0000        LEAWOOD,43132,21874968,30,0,0,723221,60,723221-1,30,,DEMDACO 020218 21874969 (2) CC
UNITED WEAVERS,43131,1084535,30.49,5,19.24,747217,6.25,747217-5,0,,UNITED WEAVERS 020118 (15) CC
Pure Country,43132,861915,30.8,4,2,746653,25.2,746653-2,0,,PURE CO 020118 861915 CC
Pure Country,43133,862549,30.8,4,2,746566,25.2,746566-1,0,,PURE CO 020218 862549 CC
UNITED WEAVERS,43131,1084542,30.91,5,15.66,747028,10.25,747028-2,0,,UNITED WEAVERS 020118 (15) CC
C AND F ENTERPRISES,43132,I571954,31,6,0,747726,25,747726-1,0,,C&F PMT RECPT 020218 6103.18
COAST LAMP,43133,52346,31.5,5,0,743189,26.5,743189-3,0,,COAST LAMP PMT RECPT 020218 2195.08 CC
"Kalalou, Inc.",43067,624949,32.1,6,0,715942,26.1,715942-1,0,,KALALOU 112917 624949
"Kalalou, Inc.",43067,625223,32.1,6,0,715293,26.1,715293-1,0,,KALALOU 112917 625223
"Kalalou, Inc.",43070,626800,32.1,6,0,718465,26.1,718465-1,0,,KALALOU 120117 626800
"Kalalou, Inc.",43081,630774,32.1,6,0,725206,26.1,725206-1,0,,KALALOU 121317 630774
"Kalalou, Inc.",43137,643395,32.1,6,0,748695,26.1,748695-1,0,,KALALOU 020818 643689 CC
THIRSTYSTONE,43010,INV446759,32.2,5,0,669827,27.2,669827-2,-3.55E-15,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43010,INV446760,32.2,5,0,668576,27.2,668576-2,-3.55E-15,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43010,INV446761,32.2,5,0,672484,27.2,672484-2,-3.55E-15,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43010,INV446762,32.2,5,0,677824,27.2,677824-2,-3.55E-15,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43010,INV446763,32.2,5,0,679096,27.2,679096-3,-3.55E-15,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43010,INV446764,32.2,5,0,679182,27.2,679182-2,-3.55E-15,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43010,INV446765,32.2,5,0,687186,27.2,687186-1,-3.55E-15,,THIRSTYSTONE 013118 64
THIRSTYSTONE,43010,INV446766,32.2,5,0,691517,27.2,691517-2,-3.55E-15,,THIRSTYSTONE 013118 64
DONNA SHARP,43136,416552,32.4,0,0,749549,32.4,749549-2,0,,DONNA SHARP 020618 416552 CC
UNITED WEAVERS,43131,1084531,32.42,5,17.17,747250,10.25,747250-1,0,,UNITED WEAVERS 020118 (15) CC
COAST LAMP,43133,52352,32.5,5,0,743026,27.5,743026-2,0,,COAST LAMP PMT RECPT 020218 2195.08 CC
COAST LAMP,43133,52350,32.5,5,0,743157,27.5,743157-1,0,,COAST LAMP PMT RECPT 020218 2195.08 CC
COAST LAMP,43133,52348,32.5,5,0,743170,27.5,743170-2,0,,COAST LAMP PMT RECPT 020218 2195.08 CC
BUCK SNORT,43133,38333,32.75,3,6.95,745933,22.8,745933-1,0,,BUCK SNORT 020218 (15) CC
VILLAGE WROUGHT IRON,43133,186284,32.95,5,0,748034,27.95,748034-1,0,,VWI 020218 186284 CC
"Kalalou, Inc.",43067,625014,33,6,0,714364,27,714364-2,0,,KALALOU 112917 625014
"Kalalou, Inc.",43069,626102,33,6,0,716796,27,716796-2,0,,KALALOU 113017 626102
"Kalalou, Inc.",43074,628193,33,6,0,721695,27,721695-1,0,,KALALOU 120617 628193
"Kalalou, Inc.",43081,630707,33,6,0,725627,27,725627-1,0,,KALALOU 121317 630707
Mayberry Rugs,43047,103779,33,5,0,707073,28,707073-1,0,,MAYBERRY 111017 787.50 (12) NOV 16
Mayberry Rugs,43131,107675,33,5,0,747003,28,747003-1,0,,MAYBERRY PMT RECPT 020118 (10) 724.00 CC
Mayberry Rugs,43131,107678,33,5,0,747215,28,747215-4,0,,MAYBERRY PMT RECPT 020118 (10) 724.00 CC
Mayberry Rugs,43131,107679,33,5,0,747188,28,747188-2,0,,MAYBERRY PMT RECPT 020118 (10) 724.00 CC
Mayberry Rugs,43133,107756,33,5,0,748227,28,748227-1,0,,MAYBERRY PMT RECPT 020218 (11) 762.50 CC
Mayberry Rugs,43133,107757,33,5,0,748205,28,748205-2,0,,MAYBERRY PMT RECPT 020218 (11) 762.50 CC
Mayberry Rugs,43133,107760,33,5,0,748107,28,748107-2,0,,MAYBERRY PMT RECPT 020218 (11) 762.50 CC
Mayberry Rugs,43137,107847,33,5,0,748882,28,748882-2,0,,MAYBERRY PMT RECPT 020618 (11) 655.50 CC
Mayberry Rugs,43138,107891,33,5,0,750122,28,750122-2,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43138,107893,33,5,0,750105,28,750105-1,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43138,107895,33,5,0,750073,28,750073-2,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43138,107897,33,5,0,750063,28,750063-2,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43138,107898,33,5,0,750004,28,750004-3,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43138,107901,33,5,0,749958,28,749958-1,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43139,107965,33,5,0,750602,28,750602-2,0,,MAYBERRY PMT RECPT 020818 (8) 355.50 CC
C AND F ENTERPRISES,43132,I571974,33,6,0,747885,54.5,747885-1,27.5,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43132,I572003,33,6,0,747444,30,747444-1,3,,C&F PMT RECPT 020218 6103.18
VAXCEL,43136,796009,33.38,2.5,0,748499,30.88,748499-2,-3.55E-15,,VAXCEL PMT RECPT 020618 4758.09 CC
CHANDLER 4 CORNERS,43137,237491,33.4,10,0,748506,23.4,748506-1,0,,CHANDLER 020618 237491 CC
CHANDLER 4 CORNERS,43137,237494,33.4,10,0,749895,23.4,749895-2,0,,CHANDLER 020618 237494 CC
DEMDACO 0000        LEAWOOD,43133,21875491,33.5,0,0,747203,33.5,747203-3,0,,DEMDACO 020518 21875491 CC
UNITED WEAVERS,43133,1085316,33.65,5,16.15,748224,12.5,748224-2,0,,UNITED WEAVERS 020518 (13) CC
UNITED WEAVERS,43136,1085701,33.66,5,15.91,749212,12.75,749212-1,0,,UNITED WEAVERS 020618 (22) CC
VAXCEL,43132,795543,33.85,2.5,0,746428,31.35,746428-1,0,,VAXCEL PMT RECPT 020218 2432.88 CC
VAXCEL,43132,795778,33.85,2.5,0,746817,31.35,746817-1,0,,VAXCEL PMT RECPT 020218 2432.88 CC
VAXCEL,43136,796068,33.85,2.5,0,748511,31.35,748511-1,0,,VAXCEL PMT RECPT 020618 4758.09 CC
VAXCEL,43136,796382,33.85,2.5,0,747523,31.35,747523-2,0,,VAXCEL PMT RECPT 020618 4758.09 CC
VAXCEL,43138,796881,33.85,2.5,0,750132,31.35,750132-2,0,,VAXCEL PMT RECPT 020818 3125.44 CC
THIRSTYSTONE,42955,INV445145,33.9,5,0,664578,28.9,664578-1,0,,THIRSTYSTONE 111317 2398.12
MEISSENBURG DESIGNS,43122,268588,34.45,0,18.95,741646,15.5,741646-2,0,,MEISSENBURG PMT RECPT.2 020618 667.45 CC (13)
MANUAL WOODWORKERS,43137,8351673,34.5,3,0,738744,94.5,738744-4,63,,MWW 020718 8351673 CC
BUCK SNORT,43139,38373,34.55,3,6.95,750154,24.6,750154-2,0,,BUCK SNORT 020818 38373 CC
"Kalalou, Inc.",43055,620388,34.8,6,0,710503,28.8,710503-10,3.55E-15,,KALALOU 112917 620388
"Kalalou, Inc.",43138,643692,34.8,6,0,742713,28.8,742713-2,3.55E-15,,KALALOU 020718 43435 CC
UNITED WEAVERS,43131,1084537,34.93,5,18.68,747188,11.25,747188-3,0,,UNITED WEAVERS 020118 (15) CC
Mayberry Rugs,43133,107762,35,10,0,748051,25,748051-2,0,,MAYBERRY PMT RECPT 020218 (11) 762.50 CC
UNITED WEAVERS,43133,1085319,35.26,5,14.26,748327,16.5,748327-2,0.5,,UNITED WEAVERS 020518 (13) CC
UNITED WEAVERS,43131,1084544,35.94,5,18.44,746913,12.5,746913-2,0,,UNITED WEAVERS 020118 (15) CC
ASHTON ART,43123,16482,36,5,0,731916,31,731916-1,0,,ASHTON 020118 16482 CC
VINTAGE EDITIONS,43132,528325,36,4,0,726775,64,726775-4,32,,VINTAGE EDITIONS 020118 528325 CC
UNITED WEAVERS,43138,1086571,36.1,5,19.85,750757,11.25,750757-2,0,,UNITED WEAVERS 020818 (21) CC
MEISSENBURG DESIGNS,43130,268885,36.5,2,0,744984,34.5,744984-1,0,,MEISSENBURG PMT RECPT.2 020618 299.00 (5) CC
MEISSENBURG DESIGNS,43125,268749,36.5,2,0,744021,34.5,744021-2,0,,MEISSENBURG PMT RECPT.2 020618 315.00 CC (6)
MEISSENBURG DESIGNS,43125,268758,36.5,2,0,743787,34.5,743787-1,0,,MEISSENBURG PMT RECPT.2 020618 315.00 CC (6)
MEISSENBURG DESIGNS,43123,268627,36.5,2,0,741973,34.5,741973-1,0,,MEISSENBURG PMT RECPT.2 020618 667.45 CC (13)
MEISSENBURG DESIGNS,43125,268702,36.5,2,0,743216,34.5,743216-1,0,,MEISSENBURG PMT RECPT.2 020618 667.45 CC (13)
Mayberry Rugs,43137,107846,37,5,0,749152,32,749152-1,0,,MAYBERRY PMT RECPT 020618 (11) 655.50 CC
THIRSTYSTONE,42985,INV446018,37.3,5,0,656497,32.3,656497-2,0,,THIRSTYSTONE 111317 2398.12
UNITED WEAVERS,43133,1085313,37.34,5,20.34,748021,12,748021-1,0,,UNITED WEAVERS 020518 (13) CC
UNITED WEAVERS,43138,1086575,37.35,5,19.85,750475,12.5,750475-2,0,,UNITED WEAVERS 020818 (21) CC
Cushion Pros/Lava,43045,20048,37.4,0,0,706364,37.4,706364-1,0,,AMERICAN MILLS CUSHION PROS 110717 20048
DONNA SHARP,43136,416555,37.8,0,0,749785,37.8,749785-1,0,,DONNA SHARP 020618 416555 CC
DONNA SHARP,43137,416631,37.8,0,0,749739,37.8,749739-1,0,,DONNA SHARP 020618 416631 CC
DONNA SHARP,43138,41668,37.8,0,0,750426,39.9,750426-4,2.1,,DONNA SHARP 020718 416668 CC
UNITED WEAVERS,43131,1084536,37.85,5,20.1,747211,12.75,747211-2,0,,UNITED WEAVERS 020118 (15) CC
UNITED WEAVERS,43138,1086574,37.96,5,20.46,750505,12.5,750505-2,0,,UNITED WEAVERS 020818 (21) CC
CARSTENS INC,43082,219574,38,3,0,726091,35,726091-1,0,,CARSTENS 121817 1744.50
MEISSENBURG DESIGNS,43122,268590,38,2,0,741517,36,741517-3,0,,MEISSENBURG PMT RECPT.2 020618 667.45 CC (13)
MEISSENBURG DESIGNS,43123,268656,38,2,0,743239,36,743239-2,0,,MEISSENBURG PMT RECPT.2 020618 667.45 CC (13)
OLLIIX,43137,45052549,38.1,2.82,0,748768,35.28,748768-1,0,,OLLIIX 020618 45052549 CC
"Kalalou, Inc.",43132,642168,38.1,6,0,736672,52.2,736672-4,20.1,,KALALOU 020118 641768 CC
BUCK SNORT,43133,38341,38.35,3,6.95,744687,28.4,744687-1,0,,BUCK SNORT 020218 (15) CC
C AND F ENTERPRISES,43130,I571586,38.5,6,0,745692,32.5,745692-1,0,,C&F PMT RECPT 020218 6103.18
UNITED WEAVERS,43136,1085705,38.91,5,19.66,748803,14.25,748803-1,0,,UNITED WEAVERS 020618 (22) CC
VILLAGE WROUGHT IRON,43137,186364,38.95,5,0,749409,33.95,749409-2,0,,VWI 020618 186364 CC
Mayberry Rugs,43137,107841,39,10,0,749411,29,749411-2,0,,MAYBERRY PMT RECPT 020618 (11) 655.50 CC
Mayberry Rugs,43138,107896,39,10,0,750065,29,750065-2,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
BUCK SNORT,43133,38343,39.2,3,7.5,739131,28.7,739131-1,0,,BUCK SNORT 020218 (15) CC
UNITED WEAVERS,43133,1085318,39.35,5,20.1,748279,14.25,748279-2,0,,UNITED WEAVERS 020518 (13) CC
DONNA SHARP,43132,416368,39.6,0,0,747737,39.6,747737-2,0,,DONNA SHARP 020118 416368 CC
DONNA SHARP,43136,416538,39.6,0,0,748450,39.6,748450-4,0,,DONNA SHARP 020518 416538 CC
DONNA SHARP,43136,416550,39.6,0,0,749182,39.6,749182-2,0,,DONNA SHARP 020618 416550 CC
THIRSTYSTONE,42979,INV446008,39.85,5,0,675311,34.85,675311-1,0,,THIRSTYSTONE 111317 2398.12
MEISSENBURG DESIGNS,43125,268757,40,2,0,744060,38,744060-2,0,,MEISSENBURG PMT RECPT.2 020618 315.00 CC (6)
THIRSTYSTONE,43017,INV446880,40,0,0,676613,133.45,676613-2,0,,THIRSTYSTONE 013118 64
COAST LAMP,43133,52367,40,5,0,709424,205.05,709424-2,170.05,,COAST LAMP PMT RECPT 020218 2195.08 CC
BUCK SNORT,43139,38361,40.5,3,7.5,748464,30,748464-1,0,,BUCK SNORT 020818 (6) CC
Tayse International,43137,410064,40.5,0,0,748589,40.5,748589-1,0,,TAYSE 020618 410064 CC
Tayse International,43137,410067,40.5,0,0,750073,40.5,750073-3,0,,TAYSE 020618 410067 CC
CHANDLER 4 CORNERS,43133,237410,40.6,10,0,748236,30.6,748236-1,0,,CHANDLER 020218 237410 CC
CHANDLER 4 CORNERS,43137,237502,40.6,10,0,747553,61.2,747553-4,30.6,,CHANDLER 020618 237502 CC
COLORADO DALLAS LLC,43131,18986,40.95,2,0,741956,38.95,741956-2,0,,COLORADO DALLAS 020218 18986 CC
C AND F ENTERPRISES,43130,I571351,41,6,0,746288,35,746288-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571352,41,6,0,745683,35,745683-1,0,,C&F PMT RECPT 020218 6103.18
"Kalalou, Inc.",43060,622284,41.1,6,0,711755,35.1,711755-1,0,,KALALOU 112917 622284
"Kalalou, Inc.",43066,623975,41.1,6,0,713379,35.1,713379-1,0,,KALALOU 112917 623975
UNITED WEAVERS,43138,1086557,41.14,5,20.14,750174,16.5,750174-2,0.5,,UNITED WEAVERS 020818 (21) CC
UNITED WEAVERS,43136,1085706,41.42,5,20.42,748749,16.5,748749-1,0.5,,UNITED WEAVERS 020618 (22) CC
UNITED WEAVERS,43136,1085710,42.04,5,21.04,748688,16.5,748688-2,0.5,,UNITED WEAVERS 020618 (22) CC
C AND F ENTERPRISES,43131,I571747,42.13,6,0,747453,42.5,747453-1,6.37,,C&F PMT RECPT 020218 6103.18
BUCK SNORT,43139,38363,42.25,3,7.25,735904,32,735904-1,0,,BUCK SNORT 020818 (6) CC
UNITED WEAVERS,43132,1085087,43.16,5,22.16,747771,16.5,747771-2,0.5,,UNITED WEAVERS 020218 (9) CC
Pure Country,43138,863834,43.4,4,2,750576,37.8,750576-1,0,,PURE CO 020818 863834 CC
Tayse International,43137,410070,44.1,0,0,750414,44.1,750414-3,0,,TAYSE 020618 410070 CC
THIRSTYSTONE,43032,INV447171,44.1,5,0,698528,39.1,698528-2,0,,THIRSTYSTONE 013118 64
