Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
COLORADO DALLAS LLC,43255,781852-1,19399,44.9,5,0,781852,40.32,-194.58,PO MISMATCH,COLORADO DALLAS 060818 19399C
COLORADO DALLAS LLC,43255,781852-1,19399,195,0,0,781852,40.32,-194.58,PO MISMATCH,COLORADO DALLAS 060818 19399C
DONNA SHARP,43264,799088-2,426406,200.6,0,0,799088,199.8,-0.8,PO MISMATCH,DONNA SHARP 061318 426406C
"Kalalou, Inc.",43262,797787-2,671854,41.1,6,0,797787,32.4,-2.7,PO MISMATCH,KALALOU 061218 671854C
OLLIIX,43265,798813-1,46138774,56.69,4.2,0,798813,91.97,-0.84,PO MISMATCH,OLLIIX 061418 46138774C
OLLIIX,43265,798813-1,46138775-1,43.55,3.23,0,798813,91.97,-0.84,PO MISMATCH,OLLIIX 061418 46138775-1N
Pure Country,43262,796404-1,899961,59.6,6,0,796404,50.4,-3.2,PO MISMATCH,PURE CO 061118 899961C
Pure Country,43259,796795-1,899582,21.8,6,0,796795,14.4,-1.4,PO MISMATCH,PURE CO 060818 899582C
Pure Country,43262,797291-1,899960,31.7,6,0,797291,22.5,-3.2,PO MISMATCH,PURE CO 061118 899960C
Pure Country,43263,797320-1,900228,30.8,6,0,797320,22.5,-2.3,PO MISMATCH,PURE CO 061218 900228C
Pure Country,43263,797641-1,900286,54.2,6,0,797641,45.9,-2.3,PO MISMATCH,PURE CO 061218 900286C
Pure Country,43263,798320-2,900575,30.8,6,0,798320,22.5,-2.3,PO MISMATCH,PURE CO 061318 900575C
Pure Country,43262,798516-3,900012,30.8,6,0,798516,22.5,-2.3,PO MISMATCH,PURE CO 061118 900012C
Pure Country,43263,798838-4,900574,32.6,6,0,798838,25.2,-1.4,PO MISMATCH,PURE CO 061318 900574C
S.P.I.,43259,797507-1,629841,158,0,0,797507,139.5,-18.5,PO MISMATCH,SPI 061118 629841C
STEEL PARTNERS,43252,793440-3,15154,183.56,5,0,793440,96,-82.56,PO MISMATCH,STEEL PARTNERS 061118 15154C
STEEL PARTNERS,43259,795966-1,15163,187.28,5,0,795966,149,-33.28,PO MISMATCH,STEEL PARTNERS 061118 15163C
The Great Company,43207,776131-1,1376884,130,0,0,776131,84.97,-45.03,PO MISMATCH,JONCO 061118 1375368C
VAXCEL,43258,796490-2,829435,193.48,2.5,0,796490,185.73,-5.25,PO MISMATCH,VAXCEL 061118 PMT RECPT 5281.81 INVOICES C
VILLAGE WROUGHT IRON,43262,798127-2,189744,40.65,5,0,798127,33.95,-1.7,PO MISMATCH,VWI 061118 189744C
VILLAGE WROUGHT IRON,43262,798163-2,189745,40.65,5,0,798163,33.95,-1.7,PO MISMATCH,VWI 061118 189745C
VILLAGE WROUGHT IRON,43262,798201-2,189747,34.35,5,0,798201,27.95,-1.4,PO MISMATCH,VWI 061118 189747C
VILLAGE WROUGHT IRON,43262,798363-2,189748,46.9,5,0,798363,39.9,-2,PO MISMATCH,VWI 061118 189748C
VILLAGE WROUGHT IRON,43234,788225-2,189026,129.75,5,0,788225,118.8,-130.7,PO MISMATCH ,VWI 051418 189026C
VILLAGE WROUGHT IRON,43235,788225-,189069,129.75,5,0,788225,118.8,-130.7,PO MISMATCH ,VWI 051818 189069C
