Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Artisans Gallery,43187,759737-2,759737-2,81.9,13.65,0,759737,59,-160.25,PO MISMATCH,ARTISANS GALLERY 032818 759737-2N
Artisans Gallery,43187,759737-3,759737-3,163,12,0,759737,59,-160.25,PO MISMATCH,ARTISANS GALLERY 032818 759737-3N
Artisans Gallery,43187,760821-1,760821-1,163.8,27.3,0,760821,118,-18.5,PO MISMATCH,ARTISANS GALLERY 032818 760821-1N
Bacova Guild,43182,768102-2,4624643,9.3,0,0,768102,8.18,-10.42,PO MISMATCH,BACOVA 032618 (6)N
Bacova Guild,43187,768102-2,7627121,9.3,0,0,768102,8.18,-10.42,PO MISMATCH,BACOVA 032918 (15)N
Blue River Traders,43186,687739-1,106,855,80,0,,,,NOT ON DROP SHIP REPORT,BLUE RIVER TRADERS 032818 106N
Crestview Collection,43187,770468-1,304898,109.95,0,0,770468,84.95,-25,PO MISMATCH,CRESTVIEW 032918 304897.898 (2)N
Greenbox Art,43159,751538-1,149696,99.5,5,0,751538,85.05,-9.45,PO MISMATCH,GREENBOX 032918 149696N
HiEnd Accents,43182,768448-2,238357,80,5,0,768448,70,-5,PO MISMATCH,HIEND 032618 (18)N
Kimlor,43172,764012-1,848947,86.45,6.95,0,764012,108.5,-0.5,PO MISMATCH,KIMLOR 031918 (33)N
Kimlor,43180,764012-2,849813,36.45,6.95,0,764012,108.5,-0.5,PO MISMATCH,KIMLOR 032618 (35)N
Mexican Country Imports,43186,743861-1,11139,395.46,29.85,93.61,743861,267.08,-4.92,PO MISMATCH,MEXICAN COUNTRY 032718 11139N
Rizzy Home,43188,765435-1,4119314,115,5,0,765435,431.2,-2.2,REVISED,RIZZY 032918 4119308 (9)N
Rizzy Home,43188,769044-1,4119311,170,5,0,769044,161.7,-3.3,,RIZZY 032918 4119308 (9)N
"StyleCraft Home Collection, Inc.",43186,769055-1,1469149,56.95,0,0,769055,56.53,-0.42,PO MISMATCH,STYLECRAFT 032918 (5)N
UTAH MOUNTAIN FURNITURE,43185,765317-1,2585,866.78,0,341.78,765317,314,-211,PO MISMATCH,UTAH MTN 032818 2585N
West of the Wind Designs,43187,770400-1,94747,95,0,0,770400,90,-5,PO MISMATCH,WEST OF THE WIND 032918 94747N
WGI Gallery,43075,717144-1,175827,70.02,3,0,717144,122.86,-57,PO MISMATCH,WGI 122917 175827
WGI Gallery,43165,717144-2,176644,58.84,3,0,717144,122.86,-57,PO MISMATCH,WGI 030718 176644N
WGI Gallery,43187,717144-2,176904,60,3,0,717144,122.86,-57,PO MISMATCH,WGI 032918 176904N
WGI Gallery,43168,758389-1,176681,70.02,3,0,758389,67.02,-67.02,PO MISMATCH,WGI 031518 176681N
WGI Gallery,43175,758389-1,176785,70.02,3,0,758389,67.02,-67.02,PO MISMATCH,WGI 032318 176785N
WGI Gallery,43187,766664-2,176904,60,3,0,766664,55.84,-1.16,PO MISMATCH,WGI 032918 176904N
WGI Gallery,43187,767152-6,176904,60,3,0,767152,55.84,-1.16,PO MISMATCH,WGI 032918 176904N
WGI Gallery,43187,767681-2,176928,29,3,0,767681,25.72,-0.28,PO MISMATCH,WGI 032918 176928N
WGI Gallery,43189,768370-1,176944,60,3,0,768370,55.84,-1.16,PO MISMATCH,WGI 033018 176944N
