Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
C AND F ENTERPRISES,43315,816452-1,617145,32,6,0,816452,23.4,-2.6,PO MISMATCH,7421201-20180828180004
C AND F ENTERPRISES,43315,816454-2,617150,28,6,0,816454,19.8,-2.2,PO MISMATCH,7421194-20180828180004
C AND F ENTERPRISES,43315,816457-1,617134,26,6,0,816457,117,-13,PO MISMATCH,7421198-20180828180004
C AND F ENTERPRISES,43315,816457-1,617059,110,0,0,816457,117,-13,PO MISMATCH,7417862-20180828180004
C AND F ENTERPRISES,43315,816520-1,616928,76,6,0,816520,63,-7,PO MISMATCH,7417861-20180828180004
C AND F ENTERPRISES,43315,816525-1,617144,19,6,0,816525,11.7,-1.3,PO MISMATCH,7421200-20180828180004
C AND F ENTERPRISES,43315,816547-2,617146,66,6,0,816547,51.3,-8.7,PO MISMATCH,7421202-20180828180004
C AND F ENTERPRISES,43315,816555-1,617089,36,6,0,816555,27,-3,PO MISMATCH,7417863-20180828180004
C AND F ENTERPRISES,43315,816580-1,617136,123.5,6,0,816580,105.75,-11.75,PO MISMATCH,7421212-20180828180004
C AND F ENTERPRISES,43315,816585-1,617104,186,6,0,816585,157.5,-22.5,PO MISMATCH,7417864-20180828180004
C AND F ENTERPRISES,43315,816604-1,617133,18.5,6,0,816604,11.25,-1.25,PO MISMATCH,7421193-20180828180004
C AND F ENTERPRISES,43315,816605-1,617143,12.5,6,0,816605,5.85,-0.65,PO MISMATCH,7421199-20180828180004
C AND F ENTERPRISES,43315,816637-1,617147,76,6,0,816637,63,-7,PO MISMATCH,7421203-20180828180004
C AND F ENTERPRISES,43315,816668-1,617187,12.5,6,0,816668,5.85,-0.65,PO MISMATCH,7421196-20180828180004
C AND F ENTERPRISES,43315,816760-1,617149,82,6,0,816760,68.4,-7.6,PO MISMATCH,7421204-20180828180004
C AND F ENTERPRISES,43315,816846-1,617747,76,6,0,816846,63,-7,PO MISMATCH,7424729-20180828180004
C AND F ENTERPRISES,43315,816855-2,617658,23.5,6,0,816855,15.75,-1.75,PO MISMATCH,7424726-20180828180004
C AND F ENTERPRISES,43315,816856-1,617310,112.25,6,0,816856,95.62,-10.63,PO MISMATCH,7421197-20180828180004
C AND F ENTERPRISES,43315,816953-1,617657,76,6,0,816953,63,-7,PO MISMATCH,7424725-20180828180004
C AND F ENTERPRISES,43315,817012-1,617653,51,6,0,817012,40.5,-4.5,PO MISMATCH,7424790-20180828180004
C AND F ENTERPRISES,43315,817024-3,617656,76,6,0,817024,59.85,-10.15,PO MISMATCH,7424724-20180828180004
