Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Artisans Gallery,43270,789119-2,789119-2,27,2,0,789119,24.5,-0.5,PO MISMATCH,ARTISANS GALLERY 061918 789119-2N
Artisans Gallery,43273,798390-3,798390-3,160.9,16,0,798390,144,-0.9,PO MISMATCH,ARTISANS GALLERY 062218 798390-3N
Artisans Gallery,43273,798539-1,798539-1,80.45,8,0,798539,72,-0.45,PO MISMATCH,ARTISANS GALLERY 062218 798539-1N
Crestview Collection,43269,781692-2,322125,94.95,0,0,781692,84.95,-10,PO MISMATCH,CRESTVIEW 061918 (3)N
Designers Fountain,43263,798401-2,92952887,74.95,5,0,798401,66.75,-3.2,PO MISMATCH,DESIGNERS FTN 061918 92952887N
Greenbox Art,43251,780154-1,158767,99.5,5,0,780154,85.05,-9.45,PO MISMATCH,GREENBOX 061918 (2)N
Greenbox Art,43251,787319-1,158766,99.5,5,0,787319,85.05,-9.45,PO MISMATCH,GREENBOX 061918 (2)N
HiEnd Accents,43269,800566-1,245156,45,5,0,800566,35,-5,PO MISMATCH,HIEND 061918 (25)N
HiEnd Accents,43269,801074-1,245137,212,5,0,801074,205,-2,PO MISMATCH,HIEND 061918 (25)N
HiEnd Accents,43271,801774-1,245345,124.5,5,0,801774,114.5,-5,PO MISMATCH,HIEND 062118 (12)N
Kimlor,43263,798680-1,857449,126.45,6.95,0,798680,70,-49.5,PO MISMATCH,KIMLOR 061918 (68)N
Lorec Ranch Wholesale,43270,792528-1,737,109.98,10,0,792528,85.98,-14,PO MISMATCH,LOREC 062118 737N
Savoy House,43257,794789-1,387368,422.1,0,0,794789,821.1,-26,PO MISMATCH,SAVOY 060718 387368N
Savoy House,43271,794789-1,405147,425,0,0,794789,821.1,-26,PO MISMATCH,SAVOY 062118 405147N
Savoy House,43270,799083-1,403576,248,0,0,799083,224,-24,PO MISMATCH,SAVOY 062018 403576N
Silverado Home,43270,793232-2,15588,43.12,10,0,793232,23.92,-9.2,PO MISMATCH,SILVERADO 062018 15588N
Silverado Home,43270,795650-1,15589,85.44,10,0,795650,66.24,-9.2,PO MISMATCH,SILVERADO 062018 15589N
Silverado Home,43270,795888-1,15587,72.56,10,0,795888,55.2,-7.36,PO MISMATCH,SILVERADO 062018 15587N
WILD WINGS,43222,783763-1,346316,47.75,5,0,783763,90.25,-14.25,PO MISMATCH,WILD WINGS 050918 (4)N
WILD WINGS,43263,783763-1,347499,61.75,0,0,783763,90.25,-14.25,PO MISMATCH,WILD WINGS 061918 (16)N
