Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
RIVERS EDGE PRODUCTS,43269,752190-3,5684,71.55,0,0,0,0,0,NOT ON DROP SHIP REPORT,RIVERS EDGE 061818 PMT RECPT 3935.25 63C
RIVERS EDGE PRODUCTS,43279,752190-3,6261,71.55,0,0,0,0,0,NOT ON DROP SHIP REPORT,RIVERS EDGE 062918 6261C
RIVERS EDGE PRODUCTS,43276,757897-1,6047,71.55,0,0,0,0,0,NOT ON DROP SHIP REPORT,RIVERS EDGE 062718 6047C
CARSTENS INC,43279,801644-2,229053,111,3,0,801644,102,-6,PO MISMATCH,CARSTENS 062818 PMT RECPT 1329.00C
"Kalalou, Inc.",43271,801267-3,674195,192.3,6,0,801267,186.3,-124.2,PO MISMATCH,KALALOU 062118 674195C
"Kalalou, Inc.",43276,801267-3,675333,130.2,6,0,801267,186.3,-124.2,PO MISMATCH,KALALOU 062618 675333C
Mayberry Rugs,43265,798436-1,113453,17.5,5,0,798436,28,-12.5,PO MISMATCH,MAYBERRY 061418 PMT RECPT 1610.03C
Mayberry Rugs,43279,798436-1,113915,28,0,0,798436,28,-12.5,PO MISMATCH,MAYBERRY 062818 PMT RECPT 28.00 113915C
OLLIIX,43273,782699-1,46201465,205.3,15.22,0,782699,135.31,-54.77,PO MISMATCH,OLLIIX 062518 46201465C
OLLIIX,43273,789568-1,46201464,46.66,3.46,0,789568,23.33,-19.87,PO MISMATCH,OLLIIX 062518 46201464C
OLLIIX,43273,789911-2,46201463,46.66,3.46,0,789911,23.33,-19.87,PO MISMATCH,OLLIIX 062518 46201463C
Pure Country,43276,800764-2,903662,56,6,0,800764,45,-5,PO MISMATCH,PURE CO 062618 903662C
Pure Country,43273,801081-1,903327,19.1,6,0,801081,12.6,-0.5,PO MISMATCH,PURE CO 062518 903327C
Pure Country,43273,801326-2,903328,19.1,6,0,801326,12.6,-0.5,PO MISMATCH,PURE CO 062518 903328C
Pure Country,43278,802430-1,904224,21.8,6,0,802430,14.4,-1.4,PO MISMATCH,PURE CO 062818 904224C
S.P.I.,43273,802633-2,630558,95.7,0,0,802633,81,-7,PO MISMATCH,SPI 062718 630558C
S.P.I.,43277,803813-1,630686,75,0,0,803813,72,-3,PO MISMATCH,SPI 062718 630686C
UTTERMOST,43278,803523-2,2564888,122.09,7.5,0,803523,99,-6,PO MISMATCH,UTTERMOST 062818 2564888C
VILLAGE WROUGHT IRON,43276,803540-2,190090,12.36,5,0,803540,7,-0.36,PO MISMATCH,VWI 062518 190090C
VILLAGE WROUGHT IRON,43279,804215-2,190118,76.3,5,0,804215,67.9,-3.4,PO MISMATCH,VWI 062818 190118C
VILLAGE WROUGHT IRON,43277,804249-2,190119,48.05,5,0,804249,41,-2.05,PO MISMATCH,VWI 062618 190119C
VILLAGE WROUGHT IRON,43277,804273-3,190120,76.3,5,0,804273,67.9,-3.4,PO MISMATCH,VWI 062618 190120C
