Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
C AND F ENTERPRISES,43395,842725-1,648617,18.75,3,0,842725,14.97,-0.78,PO MISMATCH,7622449-20181023180008
C AND F ENTERPRISES,43392,851990-2,648390,104.66,3,0,851990,96.59,-5.07,PO MISMATCH,7619480-20181023180008
C AND F ENTERPRISES,43392,852007-2,648422,72.75,3,0,852007,66.27,-3.48,PO MISMATCH,7619481-20181023180008
C AND F ENTERPRISES,43396,852208-2,649135,84,3,0,852208,76.96,-4.04,PO MISMATCH,7625755-20181026180007
C AND F ENTERPRISES,43396,852345-2,649491,77.66,3,0,852345,70.92,-3.74,PO MISMATCH,7625769-20181026180007
C AND F ENTERPRISES,43396,852418-1,649139,57,3,0,852418,51.3,-2.7,PO MISMATCH,7625778-20181026180007
C AND F ENTERPRISES,43396,852687-2,649138,43.5,3,0,852687,38.48,-2.02,PO MISMATCH,7625777-20181026180007
C AND F ENTERPRISES,43396,852772-1,649136,138,3,0,852772,128.26,-6.74,PO MISMATCH,7625766-20181026180007
C AND F ENTERPRISES,43396,852802-2,649146,31.35,3,0,852802,27.23,-1.12,PO MISMATCH,7625783-20181026180007
C AND F ENTERPRISES,43396,853106-1,649182,109.16,3,0,853106,102.42,-3.74,PO MISMATCH,7625757-20181026180007
C AND F ENTERPRISES,43396,853173-2,649490,57,3,0,853173,51.3,-2.7,PO MISMATCH,7625768-20181026180007
C AND F ENTERPRISES,43396,853241-1,649492,118.16,3,0,853241,109.4,-5.76,PO MISMATCH,7625770-20181026180007
C AND F ENTERPRISES,43396,853294-1,649489,66,3,0,853294,59.85,-3.15,PO MISMATCH,7625767-20181026180007
C AND F ENTERPRISES,43396,853512-3,649507,57,3,0,853512,51.3,-2.7,PO MISMATCH,7625771-20181026180007
C AND F ENTERPRISES,43396,853533-3,649546,77.66,3,0,853533,70.92,-3.74,PO MISMATCH,7625774-20181026180007
C AND F ENTERPRISES,43392,854028-2,649945,136.16,3,0,854028,126.53,-6.63,PO MISMATCH,7628665-20181026180007
C AND F ENTERPRISES,43392,854141-2,649938,57,3,0,854141,51.3,-2.7,PO MISMATCH,7628683-20181026180007
C AND F ENTERPRISES,43398,854214-1,650191,93.41,3,0,854214,85.9,-4.51,PO MISMATCH,7631827-20181026180007
C AND F ENTERPRISES,43398,854423-1,650146,84,3,0,854423,76.96,-4.04,PO MISMATCH,7631822-20181026180007
C AND F ENTERPRISES,43398,854469-1,650189,57,3,0,854469,51.3,-2.7,PO MISMATCH,7631825-20181026180007
C AND F ENTERPRISES,43398,854584-1,650145,66,3,0,854584,59.85,-3.15,PO MISMATCH,7631821-20181026180007
CARSTENS INC,43391,850953-1,234649,32.5,3,0,850953,26,-3.5,PO MISMATCH,7619415-20181023180008
HERITAGE LACE,43397,853432-1,1286839,13.2,0,0,853432,9.9,-3.3,PO MISMATCH,7626048-20181026180007
Marshfield Furniture,43392,828128-,407826,3189.75,0,0,828128,3189,-0.75,PO MISMATCH,7619384-20181023180008
MEISSENBURG DESIGNS,43395,843823-1,279175,68.75,2,0,843823,60,-6.75,PO MISMATCH,7622443-20181023180008
Pure Country,43392,850139-2,934725,45.2,5,0,850139,37.8,-2.4,PO MISMATCH,7616422-20181023180008
Sierra Lifestyles,43385,848912-1,35030,6.08,0,0,848912,12.8,-3.23,PO MISMATCH,7603927-20181019180009
Sierra Lifestyles,43385,848912-1,35030,9.95,0,0,848912,12.8,-3.23,PO MISMATCH,7629053-20181026180007
Sierra Lifestyles,43397,854024-1,35144,27,0,0,854024,26.61,-0.39,PO MISMATCH,7628675-20181026180007
Sierra Lifestyles,43398,854211-1,35157,22,0,0,854211,21.68,-0.32,PO MISMATCH,7629052-20181026180007
STEEL PARTNERS,43392,839588-2,15330,187.28,5,0,839588,105,-77.28,PO MISMATCH,7619472-20181023180008
STEEL PARTNERS,43392,840238-3,15328,183.56,5,0,840238,96,-82.56,PO MISMATCH,7619475-20181023180008
Tayse International,43388,849555-2,480151,45,0,0,849555,40.5,-4.5,PO MISMATCH,7616318-20181023180008
Tayse International,43388,849712-1,480150,45,0,0,849712,40.5,-4.5,PO MISMATCH,7616317-20181023180008
Tayse International,43388,849802-1,480149,45,0,0,849802,40.5,-4.5,PO MISMATCH,7616320-20181023180008
Tayse International,43388,849888-3,480148,11,0,0,849888,9.9,-1.1,PO MISMATCH,7616316-20181023180008
Tayse International,43389,850019-2,480498,11,0,0,850019,9.9,-1.1,PO MISMATCH,7616324-20181023180008
Tayse International,43389,850033-2,480497,54,0,0,850033,48.6,-5.4,PO MISMATCH,7616323-20181023180008
Tayse International,43389,850393-2,480207,79,0,0,850393,71.1,-7.9,PO MISMATCH,7616321-20181023180008
Tayse International,43390,850917-2,480946,159,0,0,850917,143.1,-15.9,PO MISMATCH,7616325-20181023180008
VAXCEL,43391,850986-1,866566,103.55,0,0,850986,101.65,-1.9,PO MISMATCH,7619810-20181023180008
VAXCEL,43391,850989-1,866447,88.35,0,0,850989,87.4,-0.95,PO MISMATCH,7619813-20181023180008
VAXCEL,43391,851681-1,866606,720.58,0,0,851681,698.26,-22.32,PO MISMATCH,7619805-20181023180008
VAXCEL,43395,852008-3,867586,468.35,0,0,852008,467.4,-0.95,PO MISMATCH,7625690-20181026180007
VAXCEL,43396,852342-1,868040,58.9,0,0,852342,57,-1.9,PO MISMATCH,7626079-20181026180007
VAXCEL,43396,852434-1,868045,88.35,0,0,852434,87.4,-0.95,PO MISMATCH,7626074-20181026180007
VAXCEL,43396,853009-1,868225,63.65,0,0,853009,62.7,-0.95,PO MISMATCH,7626056-20181026180007
