Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
C AND F ENTERPRISES,43385,849125-1,645978/,84,3,0,849125,76.96,-4.04,PO MISMATCH,7603165-20181016180004
C AND F ENTERPRISES,43390,849706-1,647601/,66,3,0,849706,59.85,-3.15,PO MISMATCH,7613057-20181019180009
C AND F ENTERPRISES,43390,849718-1,647600/,102.41,3,0,849718,94.45,-4.96,PO MISMATCH,7613056-20181019180009
C AND F ENTERPRISES,43391,849741-1,647844/,57,3,0,849741,51.3,-2.7,PO MISMATCH,7616044-20181019180009
C AND F ENTERPRISES,43389,849878-3,646737/,111,3,0,849878,105.3,-2.7,PO MISMATCH,7609915-20181019180009
C AND F ENTERPRISES,43389,850063-1,646730/,66,3,0,850063,59.85,-3.15,PO MISMATCH,7609933-20181019180009
C AND F ENTERPRISES,43389,850240-1,646724/,66,3,0,850240,59.85,-3.15,PO MISMATCH,7609914-20181019180009
C AND F ENTERPRISES,43391,851009-1,647848/,43.5,3,0,851009,38.48,-2.02,PO MISMATCH,7616047-20181019180009
C AND F ENTERPRISES,43390,851282-2,647739/,86.66,3,0,851282,79.47,-4.19,PO MISMATCH,7613059-20181019180009
C AND F ENTERPRISES,43391,851307-2,647847/,66,3,0,851307,59.85,-3.15,PO MISMATCH,7616046-20181019180009
C AND F ENTERPRISES,43391,851427-1,648093/,57,3,0,851427,51.3,-2.7,PO MISMATCH,7616043-20181019180009
Greenland Trading,43371,843088-1,175287,48,3,0,843088,45,-45,PO MISMATCH,7566066-20181002180003
Greenland Trading,43370,843088-1,175287,48,3,0,843088,45,-45,PO MISMATCH,7566067-
"Kalalou, Inc.",43388,848967-1,701265,65.1,6,0,848967,53.1,-6,PO MISMATCH,7606737-20181016180004
"Kalalou, Inc.",43389,850316-2,701486,24.6,6,0,850316,12.6,-6,PO MISMATCH,7610006-20181019180009
MEISSENBURG DESIGNS,43388,848010-1,278863,71,2,0,848010,62,-7,PO MISMATCH,7609956-20181019180009
PACIFIC COAST,43377,843900-1,6124713,68,5,0,843900,96.52,-29.48,PO MISMATCH,7589785- 
PACIFIC COAST,43377,843900-1,6124714,68,5,0,843900,96.52,-29.48,PO MISMATCH,7589789-20181019180009
S.P.I.,43389,850833-1,0635719-,185,0,0,850833,180,-5,PO MISMATCH,7613055-20181019180009
Sierra Lifestyles,43389,848288-2,35072,69,0,0,848288,67.94,-1.06,PO MISMATCH,7613610-20181019180009
Sierra Lifestyles,43389,848672-1,35073,13,0,0,848672,12.8,-0.2,PO MISMATCH,7613607-20181019180009
Sierra Lifestyles,43390,851301-1,35091,63.5,0,0,851301,62.54,-0.96,PO MISMATCH,7613605-20181019180009
TAMMEN,43335,825623-1,1104,7075,0,240,825623,6785,-50,PO MISMATCH,7603971-20181016180004
Tayse International,43382,846637-1,478716,159,0,0,846637,143.1,-15.9,PO MISMATCH,7603036-20181016180004
VAXCEL,43383,847192-1,864024,293.55,0,0,847192,292.6,-0.95,PO MISMATCH,7599088-20181019180009
VAXCEL,43384,848621-3,864552,235.6,0,0,848621,234.65,-0.95,PO MISMATCH,7606685-20181016180004
VAXCEL,43384,848848-1,864636,209.95,0,0,848848,202.82,-7.13,PO MISMATCH,7606680-20181016180004
VAXCEL,43389,849585-2,865765,58.9,0,0,849585,57,-1.9,PO MISMATCH,7610283-20181019180009
VAXCEL,43389,849676-1,865766,63.65,0,0,849676,62.7,-0.95,PO MISMATCH,7610282-20181019180009
VAXCEL,43389,850872-2,865890,46.55,0,0,850872,45.6,-0.95,PO MISMATCH,7610272-20181019180009
