Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Crestview Collection,43269,781692-2,322125,94.95,0,0,781692,169.9,-10,PO MISMATCH,CRESTVIEW 061918 (3)N
Crestview Collection,43283,781692-4,325107,84.95,0,0,781692,169.9,-10,PO MISMATCH,CRESTVIEW 070318 (3)N
Designers Fountain,43273,802569-3,92955206,134.9,5,0,802569,121.5,-8.4,PO MISMATCH,DESIGNERS FTN 070318 92955206N
HiEnd Accents,43280,792735-4,246036,555,5,0,792735,548,-2,PO MISMATCH,HIEND 070218 (42)N
HiEnd Accents,43273,799815-2,245477,192,5,0,799815,207,-2,PO MISMATCH,HIEND 062518 (21)N
HiEnd Accents,43279,799815-2,245887,22,0,0,799815,207,-2,PO MISMATCH,HIEND 062918 (36)N
HiEnd Accents,43279,802460-2,245881,66,5,0,802460,56,-5,PO MISMATCH,HIEND 062918 (36)N
HiEnd Accents,43280,805574-2,246024,40,5,0,805574,33,-2,PO MISMATCH,HIEND 070218 (42)N
Silverado Home,43277,789732-1,15617,771.76,10,0,789732,676.2,-85.56,PO MISMATCH,SILVERADO 070218 15617N
Silverado Home,43277,791084-1,15618,581.32,10,0,791084,445.28,-126.04,PO MISMATCH,SILVERADO 070218 15618N
Webers Leather,43284,806262-2,98437,40.71,9.35,0,806262,25.65,-5.71,PO MISMATCH,WEBERS 070318 98437N
"Westport Linens, Inc",42977,671920-1,104046,105,0,0,671920,95,-10,PO MISMATCH,WESTPORT LINENS 070218 104046N
"Westport Linens, Inc",43041,704794-2,104217,60,0,0,704794,50,-10,PO MISMATCH,WESTPORT LINENS 070218 104217N
