Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
CHANDLER 4 CORNERS,43175,765644-2,238259,226,10,0,765644,256.5,-4.5,PO MISMATCH,CHANDLER 031918 238259C
CHANDLER 4 CORNERS,43237,765644-2,239632,45,0,0,765644,256.5,-4.5,PO MISMATCH,CHANDLER 051818 239632C
CHANDLER 4 CORNERS,43237,772315-1,239631,100,10,0,772315,81,-9,PO MISMATCH,CHANDLER 051818 239631C
CHANDLER 4 CORNERS,43231,787507-1,239464,55,10,0,787507,40.5,-4.5,PO MISMATCH,CHANDLER 051418 239464C
COAST LAMP,43231,782173-1,54070,164.6,5,0,782173,74,-85.6,PO MISMATCH,COAST LAMP 051418 PMT RECPT 2454.78C
DECOBREEZE GPR,43231,787415-2,40166,138,18,0,787415,108,-12,PO MISMATCH,GPR 051418 40166C
Montana Woodworks,43236,786458-2,36454,783.78,0,308.78,786458,465,-10,PO MISMATCH,MONTANA WOODWORKS 051718 36454C
Montana Woodworks,43236,789043-1,36455,260,0,0,789043,250,-10,PO MISMATCH,MONTANA WOODWORKS 051718 36455C
OLLIIX,43237,782633-1,45919278,54.43,4.03,0,782633,42,-8.4,PO MISMATCH,OLLIIX 051818 20267502C
Pure Country,43231,787234-2,891736,20,4,0,787234,14.4,-1.6,PO MISMATCH,PURE CO 051418 891736C
SKYHAWK,43109,737307-1,737307-1,505,2,0,737307,495,-8,PO MISMATCH,SKYHAWK 032318C
UNITED WEAVERS,43204,754363-1,1094122,49.2,5,1.2,754363,43,-43,REVISED,UNITED WEAVERS 022718 (14) CC
UNITED WEAVERS,43147,754363-2,1090061,49.2,6.2,0,754363,43,-43,REVISED,UNITED WEAVERS 021918 (6) CC
UNITED WEAVERS,43231,NO PO-,1123790,123.67,5,28.67,0,0,0,REVISED,UNITED WEAVERS 051418 (7) C
VAXCEL,43167,761412-1,804112,102.25,2.5,0,761412,95,-9.75,PO MISMATCH,VAXCEL PMT RECPT 030818 3441.80C
VAXCEL,43236,761412-1,823305,5,0,0,761412,95,-9.75,PO MISMATCH,VAXCEL PMT RECPT 051718 5466.73C
VAXCEL,43231,786618-1,821794,288.3,2.5,0,786618,278.35,-7.45,PO MISMATCH,VAXCEL PMT RECPT 051718 1834.10C
VILLAGE WROUGHT IRON,43235,788225,189069,129.75,5,0,0,0,0,NO PO ON INVOICE,VWI 051818 189069C
VILLAGE WROUGHT IRON,43231,787468-1,188960,34.35,5,0,787468,27.95,-1.4,PO MISMATCH,VWI 051418 188960C
VILLAGE WROUGHT IRON,43231,787697-3,188961,18.13,5,0,787697,12.5,-0.63,PO MISMATCH,VWI 051418 188961C
VILLAGE WROUGHT IRON,43234,788225-2,189026,129.75,5,0,788225,118.8,-5.95,PO MISMATCH,VWI 051418 189026C
VILLAGE WROUGHT IRON,43235,788854-1,189071,25.95,5,0,788854,19.95,-1,PO MISMATCH,VWI 051818 189071C
VILLAGE WROUGHT IRON,43236,789161-3,189097,63.7,5,0,789161,55.9,-2.8,PO MISMATCH,VWI 051718 189097C
