Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
2KASPA315153X83,SPA315153X83,,Sparta Ivory Rainforest Rug - 5 x 8,237.50,,250.00,,237.50,,250.00,,,,,,,,,,
2KACAT075979X10,CAT075979X106,,Catalina Black Calla Lilies Rug - 8 x 11,459.80,,484.00,,459.80,,484.00,,,,,,,,,,
2KACOA415556X56,COA415556X56RO,,Coral Sand Palm Rug - 6 Ft Round,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KACOA416623X76,COA416623X76RU,,Coral Seafoam Visions Rug - 2 x 8,80.75,,85.00,,80.75,,85.00,,,,,,,,,,
2KACOL181053X83,COL181053X83,,Colonial Fun in the Sun Rug - 5 x 8,153.90,,162.00,,153.90,,162.00,,,,,,,,,,
2KAHAV261476X76,HAV261476X76RO,,Havana Sand Fauna Rug - 8 Ft Round,266.00,,280.00,,266.00,,280.00,,,,,,,,,,
2KASPA311326X10,SPA311326X10RU,,Sparta Coral and Ivory Breezes Rug - 3 x 10,136.80,,144.00,,136.80,,144.00,,,,,,,,,,
2KASPA314876X76,SPA314876X76RO,,Sparta Beige Palm Leaves Rug - 8 Ft Round,308.75,,325.00,,308.75,,325.00,,,,,,,,,,
2KACAT076230X50,CAT076230X50,,Catalina Gold Magnolia Rug - 3 x 4,59.85,,63.00,,59.85,,63.00,,,,,,,,,,
2KACAT07625X8,CAT07625X8,,Catalina Gold Magnolia Rug - 5 x 8,235.60,,248.00,,235.60,,248.00,,,,,,,,,,
2KACAT07685X8,CAT07685X8,,Catalina Sage Magnolia Rug - 5 x 8,235.60,,248.00,,235.60,,248.00,,,,,,,,,,
2KACOL180776X76,COL180776X76RO,,Colonial Blue and Ivory Nautical Panel Rug - 8 Ft Round,199.50,,210.00,,199.50,,210.00,,,,,,,,,,
2KALIF546723X35,LIF546723X35,2KALIF546723X35,Lifestyles Jeweltone Firenze Rug - 2 x 3,9.50,,10.00,,9.50,,10.00,,,,,,,,,,
2KAPILL16912X20,PILL16912X20,,Teal Green Stripes Pillow,16.15,,17.00,,16.15,,17.00,,,,,,,,,,
2KAPILL19418SQ,PILL19418SQ,,Blue & Green Suzani Pillow,22.33,,23.50,,22.33,,23.50,,,,,,,,,,
2KASOE20022X76R,SOE20022X76RU,,Sonesta Ivory Surfboards Rug - 2 x 8,38.00,,40.00,,38.00,,40.00,,,,,,,,,,
2KASOE20365X76,SOE20365X76,,Sonesta Ivory Seashore Rug - 5 x 8,95.00,,100.00,,95.00,,100.00,,,,,,,,,,
2KACAT075630X50,CAT075630X50,,Catalina Blue Calla Lilies Rug - 3 x 4,59.85,,63.00,,59.85,,63.00,,,,,,,,,,
2KAHAR42095X76,HAR42095X76,,Harbor Gray and Gold Mosaic Indoor/Outdoor Rug - 5 x 8,109.25,,115.00,,109.25,,115.00,,,,,,,,,,
2KAPILL10718SQ,PILL10718SQ,,Teal & Green Tribeca Pillow,19.95,,21.00,,19.95,,21.00,,,,,,,,,,
2KAPILL30018SQ,PILL30018SQ,,Black Trellis Pillow,13.30,,14.00,,13.30,,14.00,,,,,,,,,,
2KASOE20032X76R,SOE20032X76RU,,Sonesta Seafoam Shells Rug - 2 x 8,38.00,,40.00,,38.00,,40.00,,,,,,,,,,
2KASOE203933X53,SOE203933X53,,Sonesta Sand Floral Splash Rug - 3 x 5,47.50,,50.00,,47.50,,50.00,,,,,,,,,,
2KASPA314756X56,SPA314756X56RO,,Sparta Black Bamboo Double Border Rug - 6 Ft Round,166.25,,175.00,,166.25,,175.00,,,,,,,,,,
2KASPA314786X11,SPA314786X116,,Sparta Black Bamboo Double Border Rug - 9 x 12,536.75,,565.00,,536.75,,565.00,,,,,,,,,,
2KACAT075930X50,CAT075930X50,,Catalina Black Calla Lilies Rug - 3 x 4,59.85,,63.00,,59.85,,63.00,,,,,,,,,,
2KACAT076626X8R,CAT076626X8RU,,Catalina Ivory Poppies Rug - 3 x 8,113.05,,119.00,,113.05,,119.00,,,,,,,,,,
2KAEME902293X13,EME902293X133,,Emerald Ivory Tropical Border Rug - 9 x 13,700.15,,737.00,,700.15,,737.00,,,,,,,,,,
2KAEME902676X76,EME902676X76RO,,Emerald Sage Tropical Border Rug - 8 Ft Round,323.00,,340.00,,323.00,,340.00,,,,,,,,,,
2KAHAR422076X76,HAR422076X76RO,,Harbor Navy Marina Indoor/Outdoor Rug - 8 Ft Round,161.50,,170.00,,161.50,,170.00,,,,,,,,,,
2KAHAV261433X53,HAV261433X53,,Havana Sand Fauna Rug - 3 x 5,80.75,,85.00,,80.75,,85.00,,,,,,,,,,
2KALIF5459311X5,LIF5459311X53,,Lifestyles Ivory Tropical Rug - 4 x 5,31.35,,33.00,,31.35,,33.00,,,,,,,,,,
2KASOE200376X96,SOE200376X96,,Sonesta Seafoam Shells Rug - 8 x 10,190.00,,200.00,,190.00,,200.00,,,,,,,,,,
2KASOE202420X30,SOE202420X30,,Sonesta Sea Blue Coastal Rug - 2 x 3,11.40,,12.00,,11.40,,12.00,,,,,,,,,,
2KACOA41558X106,COA41558X106,,Coral Sand Palm Rug - 8 x 11,380.00,,400.00,,380.00,,400.00,,,,,,,,,,
2KACOA415723X76,COA415723X76RU,,Coral Ivory Lanai Rug - 2 x 8,80.75,,85.00,,80.75,,85.00,,,,,,,,,,
2KACOL173753X83,COL173753X83,,Colonial Ivory Tropical Paradise Rug - 5 x 8,153.90,,162.00,,153.90,,162.00,,,,,,,,,,
2KAEME902276X76,EME902276X76RO,,Emerald Ivory Tropical Border Rug - 8 Ft Round,323.00,,340.00,,323.00,,340.00,,,,,,,,,,
2KAHAR42195X76,HAR42195X76,,Harbor Gray Seaside Indoor/Outdoor Rug - 5 x 8,109.25,,115.00,,109.25,,115.00,,,,,,,,,,
2KAHAR421976X96,HAR421976X96,,Harbor Gray Seaside Indoor/Outdoor Rug - 8 x 10,204.25,,215.00,,204.25,,215.00,,,,,,,,,,
2KAHAV263923X8R,HAV263923X8RU,,Havana Gray Palms Rug - 2 x 8,85.50,,90.00,,85.50,,90.00,,,,,,,,,,
2KALIF546653X53,LIF546653X53RO,,Lifestyles Gold Firenze Rug - 5 Ft Round,44.65,,47.00,,44.65,,47.00,,,,,,,,,,
2KASOE203220X30,SOE203220X30,,Sonesta Ivory and Blue Provence Rug - 2 x 3,11.40,,12.00,,11.40,,12.00,,,,,,,,,,
2KASOE203976X76,SOE203976X76RO,,Sonesta Sand Floral Splash Rug - 8 Ft Round,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KASPA314479X96,SPA314479X96,,Sparta Sage Tropical Branches Rug - 8 x 10,403.75,,425.00,,403.75,,425.00,,,,,,,,,,
2KASPA318086X11,SPA318086X116,,Sparta Ocean Paradise Rug - 9 x 12,536.75,,565.00,,536.75,,565.00,,,,,,,,,,
2KACAT075879X10,CAT075879X106,,Catalina Ivory Calla Lilies Rug - 8 x 11,459.80,,484.00,,459.80,,484.00,,,,,,,,,,
2KACAT076026X8R,CAT076026X8RU,,Catalina Red Magnolia Rug - 3 x 8,113.05,,119.00,,113.05,,119.00,,,,,,,,,,
2KACAT076133X53,CAT076133X53,,Catalina Black Magnolia Rug - 3 x 5,102.60,,108.00,,102.60,,108.00,,,,,,,,,,
2KAEME900026X8R,EME900026X8RU,,Emerald Taupe Tropical Border Rug - 3 x 8,107.35,,113.00,,107.35,,113.00,,,,,,,,,,
2KAHAR420976X76,HAR420976X76RO,,Harbor Gray and Gold Mosaic Indoor/Outdoor Rug - 8 Ft Round,161.50,,170.00,,161.50,,170.00,,,,,,,,,,
2KAHAR421376X76,HAR421376X76RO,,Harbor Taupe Flora Indoor/Outdoor Rug - 8 Ft Round,161.50,,170.00,,161.50,,170.00,,,,,,,,,,
2KAHAV26225X8,HAV26225X8,,Havana Natural Fern View Rug - 5 x 8,190.00,,200.00,,190.00,,200.00,,,,,,,,,,
2KAHAV26398X106,HAV26398X106,,Havana Gray Palms Rug - 8 x 11,399.00,,420.00,,399.00,,420.00,,,,,,,,,,
2KALIF5467710X7,LIF5467710X710RO,,Lifestyles Jeweltone Firenze Rug - 8 Ft Round,95.00,,100.00,,95.00,,100.00,,,,,,,,,,
2KASPA315179X96,SPA315179X96,,Sparta Ivory Rainforest Rug - 8 x 10,403.75,,425.00,,403.75,,425.00,,,,,,,,,,
2KACAT076233X53,CAT076233X53,,Catalina Gold Magnolia Rug - 3 x 5,102.60,,108.00,,102.60,,108.00,,,,,,,,,,
2KACOA415456X56,COA415456X56RO,,Coral Sand Flor Rug - 6 Ft Round,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KACOA416956X56,COA416956X56RO,,Coral Ivory Exotics Rug - 6 Ft Round,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KACOL133530X50,COL133530X50,,Colonial Blue Lighthouses Rug - 3 x 4,38.00,,40.00,,38.00,,40.00,,,,,,,,,,
2KAHAR421076X76,HAR421076X76RO,,Harbor Ivory and Blue Mosaic Indoor/Outdoor Rug - 8 Ft Round,161.50,,170.00,,161.50,,170.00,,,,,,,,,,
2KAHAR42135X76,HAR42135X76,,Harbor Taupe Flora Indoor/Outdoor Rug - 5 x 8,109.25,,115.00,,109.25,,115.00,,,,,,,,,,
2KAHAV26355X8,HAV26355X8,,Havana Ivory Paradise Rug - 5 x 8,190.00,,200.00,,190.00,,200.00,,,,,,,,,,
2KAHAV263730X50,HAV263730X50,,Havana Ivory Breeze Rug - 3 x 4,52.25,,55.00,,52.25,,55.00,,,,,,,,,,
2KAHAV263976X76,HAV263976X76RO,,Havana Gray Palms Rug - 8 Ft Round,266.00,,280.00,,266.00,,280.00,,,,,,,,,,
2KALIF546027X41,LIF546027X41,,Lifestyles Slate Tropical Rug - 3 x 4,16.15,,17.00,,16.15,,17.00,,,,,,,,,,
2KAPILL11318SQ,PILL11318SQ,,Ivory & Blue Mosaic Pillow,19.95,,21.00,,19.95,,21.00,,,,,,,,,,
2KAPILL17418SQ,PILL17418SQ,,Red Suzani Pillow,20.90,,22.00,,20.90,,22.00,,,,,,,,,,
2KAPOUF80118SQ,POUF80118SQ,,Ice Blue Viscose Pouf,84.55,,89.00,,84.55,,89.00,,,,,,,,,,
2KASOE201176X76,SOE201176X76RO,,Sonesta Blue Tropical Fish Rug,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KABAI280756X56,BAI280756X56RO,,Bali Plum and Black Mosaic Rug - 6 Ft Round,95.00,,100.00,,95.00,,100.00,,,,,,,,,,
2KACOA416156X56,COA416156X56RO,,Coral Beige Gardenia Rug - 6 Ft Round,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KACOA41688X106,COA41688X106,,Coral Blue and Sage Breeze Rug - 8 x 11,380.00,,400.00,,380.00,,400.00,,,,,,,,,,
2KACOL18052X8RU,COL18052X8RU,,Colonial Light Blue Ocean Life Rug - 2 x 8,57.00,,60.00,,57.00,,60.00,,,,,,,,,,
2KALIF546623X77,LIF546623X77RU,,Lifestyles Gold Firenze Rug - 2 x 8,26.60,,28.00,,26.60,,28.00,,,,,,,,,,
2KAMIS44585X7,MIS44585X7,757618280033,Mission 4458 Midnight Rustico,118.75,,125.00,,118.75,,125.00,,,,,,,,,,
2KAPILL27318SQ,PILL27318SQ,757618276913,L273 Aqua Crab Pillow,14.25,,15.00,,14.25,,15.00,,,,,,,,,,
2KASOE203776X96,SOE203776X96,,Sonesta Ivory and Blue Coral Rug - 8 x 10,190.00,,200.00,,190.00,,200.00,,,,,,,,,,
2KASPA312456X56,SPA312456X56RO,,Sparta Ivory Ferns Rug - 6 Ft Round,166.25,,175.00,,166.25,,175.00,,,,,,,,,,
2KACAT07595X8,CAT07595X8,,Catalina Black Calla Lilies Rug - 5 x 8,235.60,,248.00,,235.60,,248.00,,,,,,,,,,
2KACAT076079X10,CAT076079X106,,Catalina Red Magnolia Rug - 8 x 11,459.80,,484.00,,459.80,,484.00,,,,,,,,,,
2KACAT076126X8R,CAT076126X8RU,,Catalina Black Magnolia Rug - 3 x 8,113.05,,119.00,,113.05,,119.00,,,,,,,,,,
2KACAT075933X53,CAT075933X53,,Catalina Black Calla Lilies Rug - 3 x 5,102.60,,108.00,,102.60,,108.00,,,,,,,,,,
2KACOA416656X56,COA416656X56RO,,Coral Seafoam Visions Rug - 6 Ft Round,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KAHAR42092X3,HAR42092X3,,Harbor Gray and Gold Mosaic Indoor/Outdoor Rug - 2 x 3,17.10,,18.00,,17.10,,18.00,,,,,,,,,,
2KAHAV26128X106,HAV26128X106,,Havana Aqua Fern View Rug - 8 x 11,399.00,,420.00,,399.00,,420.00,,,,,,,,,,
2KAHAV263033X53,HAV263033X53,,Havana Ivory and Blue Oasis Rug - 3 x 5,80.75,,85.00,,80.75,,85.00,,,,,,,,,,
2KALIF5467311X5,LIF5467311X53,,Lifestyles Jeweltone Firenze Rug - 4 x 5,31.35,,33.00,,31.35,,33.00,,,,,,,,,,
2KASOE203276X76,SOE203276X76RO,,Sonesta Ivory and Blue Provence Rug - 8 Ft Round,142.50,,150.00,,142.50,,150.00,,,,,,,,,,
2KACAS440333X41,CAS440333X411,757618282389,"Saffron Rug Collection - 3'3"" x 4'11â",42.75,,45.00,,42.75,,45.00,,,,,,,,,,
2KACAT075656X56,CAT075656X56RO,,Catalina Blue Calla Lilies Rug - 6 Ft Round,178.60,,188.00,,178.60,,188.00,,,,,,,,,,
2KACOA41508X106,COA41508X106,,Coral Ocean Tropica Rug - 8 x 11,380.00,,400.00,,380.00,,400.00,,,,,,,,,,
2KACOL180276X76,COL180276X76RO,,Colonial Blue Lighthouse Waves Rug - 8 Ft Round,199.50,,210.00,,199.50,,210.00,,,,,,,,,,
