Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
4CAMM408,MM408,,Seahorse Head Down Wall Art,119.00,,,,119.00,,,,,,,,,,,,
4CAMM037LR,MM037LR,653987901008,Pair OF Fan palms,159.00,,159.00,,159.00,,159.00,,,,,,,,,,
4CAMM099,MM099,653987902814,Flip Flops I,79.00,,79.00,,79.00,,79.00,,,,,,,,,,
4CAMM110,MM110,,Abstract Seagull Scene Wall Art,119.00,,,,119.00,,,,,,,,,,,,
4CAMM060S,MM060S,,Dragonflies and Cattails Wall Art - Small,42.00,,,,42.00,,,,,,,,,,,,
4CAMM162,MM162,653987903149,Eagle Rays Pr Top View,89.00,,89.00,,89.00,,89.00,,,,,,,,,,
4CAMM211,MM211,653987903590,Marina Scene (no Palms),289.00,,289.00,,289.00,,289.00,,,,,,,,,,
4CAMM165,MM165,653987903187,Lookdowns/Sardines School Med,59.00,,59.00,,59.00,,59.00,,,,,,,,,,
4CAMM208,MM208,653987903484,Hawk's Nest (marina scene),299.00,,299.00,,299.00,,299.00,,,,,,,,,,
4CAMM170,MM170,653987903422,Hogfish,69.00,,69.00,,69.00,,69.00,,,,,,,,,,
4CAMM164,MM164,653987903170,Lookdowns / Sardines School Lg,149.00,,149.00,,149.00,,149.00,,,,,,,,,,
4CAMM252,MM252,653987903255,Eagle Mirror,199.00,,199.00,,199.00,,199.00,,,,,,,,,,
