Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
WC746,746,,Pinecone and Needles Iced Tea Glasses - Set of 4,17.01,,17.90,,17.01,,,,,,,,,,,,
WC20BN,20BN,,Bison Iced Tea Glasses (set of 4),17.46,,19.40,,17.46,,19.40,,,,,,,,,,
WC623,623,,Black Bear Double Old Fashioned Glasses (set of 4),16.11,,,,17.01,,,,,,,,,,,,
WC205,205,,Stars & Longhorns Water Glasses - Set of 4,11.70,,13.00,,11.70,,13.00,,,,,,,,,,
WC736,736,,Pinecone and Needles Wine Glasses - Set of 4,17.96,,18.90,,17.96,,,,,,,,,,,,
WC106,106,,Rope & Brands Wine Goblets - Set of 4,15.21,,16.90,,15.21,,16.90,,,,,,,,,,
WC357,357,,Bronco Buster Wine Goblet (Set of 4),18.95,,,,18.95,,,,,,,,,,,,
WCDOFBN,DOFBN,,Bison Double Old Fashioned Glasses (set of 4),16.11,,17.90,,16.11,,17.90,,,,,,,,,,
WC-112,112,,Rope & Brands Margarita Glasses - Set of 4,17.87,,19.85,,17.86,,19.85,,,,,,,,,,
WC-112-1,112-1,,Single Rope & Brands Margarita Glass,4.50,,5.00,,4.50,,5.00,,,,,,,,,,
WCGBTMS,GBTMS,,Moose Wine Glasses (set of 4),17.96,,19.95,,17.96,,19.95,,,,,,,,,,
WC206,206,,Stars & Longhorns Wine Goblets - Set of 4,15.21,,16.90,,15.21,,16.90,,,,,,,,,,
WC646,646,,Black Bear Iced Tea Glasses (set of 4),17.46,,,,18.43,,,,,,,,,,,,
WC656,656,,Elk Wine Glasses - Set of 4,17.96,,19.95,,17.95,,19.95,,,,,,,,,,
WCCANBO,CAN-BO,,Saddle & Brands Canister Set,21.80,,24.22,,21.80,,24.22,,,,,,,,,,
WC216,216,,Stars & Longhorns Iced Tea Glasses - Set of 4,14.40,,16.00,,14.40,,16.00,,,,,,,,,,
WC354,354,,Saddle Double Old Fashioned (Set of 4),15.68,,,,15.68,,,,,,,,,,,,
WC200J,200,,Stars & Longhorns Jigger Glasses - Set of 4,6.30,,7.00,,6.30,,7.00,,,,,,,,,,
