Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
AD0200SST234,0200SST234,,Sunset Starry Night Rug - 3 x 4,49.00,,,,49.00,,,,,,,,,,,,
AD0216NAT296,0216NAT296,,Noble Pines Rug - 8 Ft. Round,294.00,,,,294.00,,,,,,,,,,,,
AD0343A217,0343AQU217,,Sea Horse Aqua Rug - 2 x 8,80.00,,80.00,,80.00,,80.00,,,,,,,,,,
AD329SK202,BFX0329SKY202,,Window Rock Rug - 8 x 11,294.00,,294.00,,294.00,,294.00,,,,,,,,,,
AD333BL217,BFX0333BLU217,,Rain Cloud Blue Rug - 2 x 8,80.00,,80.00,,80.00,,80.00,,,,,,,,,,
AD336NA217,BFX0336NAT217,,Bowing BranchesÂ Rug - 2 x 8,80.00,,80.00,,80.00,,80.00,,,,,,,,,,
AD0086GRN201,0086GRN201,,Pine Refuge Green Rug - 5 x 8,150.00,,,,150.00,,,,,,,,,,,,
AD0086RED202,0086RED202,,Pine Refuge Red Rug - 8 x 11,294.00,,,,294.00,,,,,,,,,,,,
AD0102ORG201,0102ORG-201,,Star Burst Southwestern Rug - 5 x 8,150.00,,,,150.00,,,,,,,,,,,,
AD0107RST200,0107RST200,,Diamond Rio Rug - 4 x 5,76.00,,,,76.00,,,,,,,,,,,,
AD0113MUL201,0113MUL201,,Sunset Dance Rug - 5 x 8,150.00,,,,150.00,,,,,,,,,,,,
AD0173RED296,0173RED296,,Adirondack Plaid Bear Rug - 8 Ft. Round,294.00,,,,294.00,,,,,,,,,,,,
AD0176201RST,0176201RST,,Rust Old Crow Rug - 5 x 8,150.00,,150.00,,150.00,,150.00,,,,,,,,,,
AD0179NAT200,0179NAT200,,Tremont Pines Rug - 4 x 5,76.00,,76.00,,76.00,,76.00,,,,,,,,,,
AD0179NAT234,0179NAT234,,Tremont Pines Rug - 3 x 4,49.00,,49.00,,49.00,,49.00,,,,,,,,,,
AD0184BRT234,0184BRT234,,Hour Glass - Bright - 3 x 4,49.00,,,,49.00,,,,,,,,,,,,
AD0199AQU200,0199AQU200,,Aqua Coral Pattern Rug - 4 x 5,76.00,,,,76.00,,,,,,,,,,,,
AD0199AQU217,0199AQU217,,Aqua Coral Pattern Rug - 2 x 8,80.00,,,,80.00,,,,,,,,,,,,
AD0216NAT217,0216NAT217,,Noble Pines Rug - 2 x 8,80.00,,,,80.00,,,,,,,,,,,,
AD0218RCL217,0218RCL217,,Blue Canyon Southwestern Rug - 2 x 8,80.00,,,,80.00,,,,,,,,,,,,
AD271AQ296,0271AQU296,,Oceanic Blooms Aqua Rug - 8 Ft. Round,294.00,,294.00,,294.00,,294.00,,,,,,,,,,
AD330DU202,BFX0330DUT202,,Just Praying Distressed Utopia Rug - 8 x 11,294.00,,294.00,,294.00,,294.00,,,,,,,,,,
AD334BP217,BFX0334BLP201,,Rust Bucket Blue Patina Rug -Â 2 x 8,80.00,,80.00,,80.00,,80.00,,,,,,,,,,
ADRC0247200TUR,RC0247200TUR,,Turquoise Passage Rug - 4 x 5,76.00,,76.00,,76.00,,76.00,,,,,,,,,,
