Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
MB75102X8,AD7510-2X8,,Reserved Beauty Red Rug - 2 x 8,28.00,,28.00,,28.00,,28.00,,,,,,,,,,
MB80522X8,LK80522x8,,Wind River Moose Rug - 2 x 8,32.00,,32.00,,32.00,,32.00,,,,,,,,,,
MBAD68485X8,AD6848 5x8,,Canyon Run Mustangs Rug - 5 x 7,49.00,,,,54.00,,,,,,,,,,,,
MBHS73112X8,HS7611 2X8,,Santa Fe Trail Rug - 2 x 8,25.00,,,,28.00,,,,,,,,,,,,
MB78212X8,78212x8,,Fall Creek Falls Rug - 2 x 8,25.00,,28.00,,28.00,,28.00,,,,,,,,,,
MBAD38335X7,AD3833 5X7,,Ombre Star Rug - 5 x 7,49.00,,,,54.00,,,,,,,,,,,,
MBAD60105X7,AD6010 5X7,,Desert Horse Rug - 5 x 7,49.00,,,,54.00,,,,,,,,,,,,
MB65488X10,6548 8x10,,Woodland Trails Rug - 8 x 10,105.00,,,,114.00,,,,,,,,,,,,
MB67982X8,6798 2X8,,Cabin Getaway Rug - 2 x 8,25.00,,,,28.00,,,,,,,,,,,,
MB77512X3,LK7751-2x3,,Endless Summer Rug - 2 x 3,14.50,,14.50,,14.50,,14.50,,,,,,,,,,
MB77935X7,77935x7,,Fort Mountain Bear Rug - 5 x 7,49.00,,54.00,,54.00,,54.00,,,,,,,,,,
