Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
WGTSWEDE,TSW-E-DE,0670221534129,Dock's End,70.00,,70.00,,70.00,,70.00,,,,,,,,,,
WGTSWESLD,TSW-E-SLD,0670221534228,Sails Down,70.00,,70.00,,70.00,,70.00,,,,,,,,,,
WGTS705R,T-S705-R,,Meadow Music Elk Toilet Seat - Round,55.84,,,,55.84,,,,,,,,,,,,
WGTSEBAT,TS-E-BAT,0670221533580,Block and Tackle,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSEDOC,TS-E-DOC,0670221533610,Docking,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSEFIS,TS-E-FIS,0670221534587,Footsteps In The Sand,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSKSR,T-S KS-R,,Kindred Spirits Toilet Seat - Round,55.84,,,,55.84,,,,,,,,,,,,
WGTSLLSR,T-S LLS-R,,Lakeland Sunset Toilet Seat - Round,55.84,,,,55.84,,,,,,,,,,,,
WGTSWEBWS,TSW-E-BWS,0670221534099,Bow Side,70.00,,70.00,,70.00,,70.00,,,,,,,,,,
WGTSWRFLS,TSW-R-FLS,0670221534396,Full Sails,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WGWA2416CMOOSE,WA-2416-CMOOSE,,Chocolate Moose Wall Art,48.75,,,,48.75,,,,,,,,,,,,
WGTS723E,TS-723-E,,Quiet Water Moose Toilet Seat - Elongated,67.02,,,,67.02,,,,,,,,,,,,
WGTSBBR,TSBBR,,Birchwood Bears Wood Toilet Seat - Round,55.84,,,,55.84,,,,,,,,,,,,
WGTSGER,T-S GE-R,,Great Eight Toilet Seat - Round,55.84,,,,55.84,,,,,,,,,,,,
WGTSRUTP,TS-R-UTP,0670221535034,Under The Pier,65.35,,65.35,,65.35,,65.35,,,,,,,,,,
WGTSWRLE,TSW-R-LE,0670221535379,Land's End,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WGTSWRWR,TSW-R-WR,0670221535577,Whispy Rocks,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WGWA2416COL,WA-2416-COL,,Crying Out Loud Wall Art,48.75,,,,48.75,,,,,,,,,,,,
WGDOC81020TSR,DOC81020-TS-R,,Legends of the West Toilet Seat - Round,55.84,,,,58.84,,,,,,,,,,,,
WGTSETD,TS-E-TD,0670221534761,The Divide,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSFGRE,T-S FGR-E,,First Go Round Toilet Seat - Elongated,67.02,,,,67.02,,,,,,,,,,,,
WGTSRFLS,TS-R-FLS,0670221533894,Full Sails,65.35,,65.35,,65.35,,65.35,,,,,,,,,,
WGTSWRAA,TSW-R-AA,0670221534310,Anchors Away,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WGTSWRSOS,TSW-R-SOS,0670221535508,Shells On The Shelf,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WG718R,TS-718-R,,Pinecone Toilet Seat - Round,57.00,,,,57.00,,,,,,,,,,,,
WGRTEAB,RTEAB,,Rainbow Trout Toilet Seat - Elongated,67.00,,,,67.00,,,,,,,,,,,,
WGTSEHGR,TS-E-HGR,0670221533665,Heavy Gauge Sea Rope,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSMOOSER,T-S MOOSE-R,,Chocolate Moose Wood Toilet Seat - Round,57.00,,,,57.00,,,,,,,,,,,,
WGTSRBWS,TS-R-BWS,0670221533849,Bow Side,65.35,,65.35,,65.35,,65.35,,,,,,,,,,
WGTSRSD,TS-R-SD,0670221534914,Sailor's Delight,65.35,,65.35,,65.35,,65.35,,,,,,,,,,
WGTSRTC,TS-R-TC,0670221533993,The Canals,65.35,,65.35,,65.35,,65.35,,,,,,,,,,
WGTSRWWD,TS-R-WWD,0670221534037,Weathered Woodcraft,65.35,,65.35,,65.35,,65.35,,,,,,,,,,
WGTSWEUTP,TSW-E-UTP,0670221535294,Under The Pier,70.00,,70.00,,70.00,,70.00,,,,,,,,,,
WGTSWRPJ,TSW-R-PJ,0670221535416,Pink Jetty,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WGTSWRSNGS,TSW-R-SNGS,0670221535515,Song Of The Seabird,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WGTSLRHR,T-S LRH-R,,Long Road Home Toilet Seat - Round,57.00,,,,57.00,,,,,,,,,,,,
WGTSELE,TS-E-LE,0670221534594,Land's End,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSGEE,T-S GE-E,,Great Eight Toilet Seat - Elongated,67.02,,,,67.02,,,,,,,,,,,,
WGTSHBFLR,TSHBFLR,,Hell Bent for Leather Wood Toilet Seat - Round,55.84,,,,55.84,,,,,,,,,,,,
WGTSWERB,TSW-E-RB,0670221534204,Rusty Bollard,70.00,,70.00,,70.00,,70.00,,,,,,,,,,
WGTSWERPE,TSW-E-RPE,0670221534198,Rope,70.00,,70.00,,70.00,,70.00,,,,,,,,,,
WGTSWSLPE,T-S WSLP-E,,Woodland Splendor Toilet Seat - Elongated,67.02,,,,67.02,,,,,,,,,,,,
WGTSRSMV,TS-R-SMV,0670221534952,Shell Macro View,65.35,,65.35,,65.35,,65.35,,,,,,,,,,
WGTSWRPG,TSW-R-PG,0670221535393,Pelican Glow,58.00,,58.00,,58.00,,58.00,,,,,,,,,,
WGWCCOL2518,WC-COL-2518,,Crying Out Loud Canvas Wall Scroll,34.99,,,,34.99,,,,,,,,,,,,
WGQWM,QWM,,Quiet Water Moose Wall Screen,490.00,,,,490.00,,,,,,,,,,,,
WGTGOBE,TGOB E,,The Good Ol' Barn Toilet Seat - Elongated,67.02,,,,67.02,,,,,,,,,,,,
WGTS723R,TS-723-R,,Quiet Water Moose Toilet Seat - Round,57.00,,,,57.00,,,,,,,,,,,,
WGTSBBE,TSBBE,,Birchwood Bears Wood Toilet Seat - Elongated,67.02,,,,67.02,,,,,,,,,,,,
WGTSESAL,TS-E-SAL,0670221533719,Sailing,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSESIF,TS-E-SIF,0670221534662,Seagull In Flight,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
WGTSESIS,TS-E-SIS,0670221534716,Shells In Sand,78.40,,78.40,,78.40,,78.40,,,,,,,,,,
