Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
CSF0974OLF1714,F0974OLF1714,,Rancher Galveston Peat Ottoman,400.00,,,,400.00,,,,,,,,,,,,
CSF0974S4S08H15,F0974S4S08H15,,Hinsdale Four Cushion Sectional Sofa,3380.00,,,,3380.00,,,,,,,,,,,,
CSF0977S37H7,F0977S37H7,,Legend Stallone Sofa with Brindle Hide,2030.00,,,,2030.00,,,,,,,,,,,,
CSF0925O35337,F0925O35337,,Spring Creek Gatlinburg Oversized Ottoman,450.00,,,,450.00,,,,,,,,,,,,
CSF0929O8711815,F0929O8711815,,Madison Caprieze Ottoman,480.00,,,,480.00,,,,,,,,,,,,
CSF0995OLF217,F0995OLF217 (Fireside Lucero Stripe Ottoman-Custom 18x16x15),,Fireside Lucero Stripe Ottoman - Custom (18x16x15),260.00,,,,260.00,,,,,,,,,,,,
CSF0995O112H1,F0995O112H1,,Fireside Renegade Afterdark Ottoman,270.00,,,,270.00,,,,,,,,,,,,
CSF0995C78H7,F0995C78H7,,Fireside Peacock Chair,1260.00,,,,1260.00,,,,,,,,,,,,
CSF0977C70H5,F0977C70H5,,The Legend Weston Pecan & Hair on Hide Chair,1285.00,,,,1285.00,,,,,,,,,,,,
CSF0928CLN8,F0928CLN8,,Aspen Caledonia Chair,1260.00,,,,1260.00,,,,,,,,,,,,
CSF0977O70H5,F0977O70H5,,The Legend Weston Pecan & Hair on Hide Ottoman,500.00,,,,500.00,,,,,,,,,,,,
CSF0974SLF1414,F0974SLF1414,,Rancher Stallone Timber Sofa,1395.00,,,,1395.00,,,,,,,,,,,,
CSF0974SEC04H3,F0974SEC04H3,,Outlaw Sectional Sofa with Hair on Hide,4955.00,,,,4955.00,,,,,,,,,,,,
CSF0978S110H3,F0978S110H3,,Canyon Ridge Brindle Sofa,2670.00,,,,2670.00,,,,,,,,,,,,
CSF0978S70H03,F0978S70H03,,Canyon Ridge Conversation Sofa,2905.00,,,,2905.00,,,,,,,,,,,,
CSF0928O94H1,F0928O94H1,,Aspen Knicknackery Ambush Ottoman,290.00,,,,290.00,,,,,,,,,,,,
CSF0974OCLF1714,F0974OCLF1714,,Rancher Galveston Peat Oversized Chair,950.00,,,,950.00,,,,,,,,,,,,
CSF0977O37H7,F0977O37H7,,Legend Stallone Ottoman with Brindle Hide,485.00,,,,485.00,,,,,,,,,,,,
CSF0974SEC35H18,F0974SEC35H18,,Hinsdale Stallone Sectional Sofa with Hair on Hide,3250.00,,,,3250.00,,,,,,,,,,,,
F0974OC341103,F0974OC341103,,Outlaw Chair - custom leather,1115.00,,,,1115.00,,,,,,,,,,,,
CSF0974SIMG1103,CSF0974SIMG1103,,Outlaw Sofa-Custom,1725.00,,,,1725.00,,,,,,,,,,,,
CS-F0974OC33303,F0974OC127303,,Outlaw Chair,1450.00,,,,1450.00,,,,,,,,,,,,
CSF0974LS21H1,F0974LS21H1,,Outlaw Prairie Dust Loveseat with Hair on Hide,1800.00,,,,1800.00,,,,,,,,,,,,
CSF0931SECLF437,"F0931SECLF437 Hinsdale/Legend Stallone Rawhide Sectional Sofa Custom 122""-Stallone Rawhide Leather-Lucero Stripe Fabric-Cosmo Accent-Z#3 Nailhead",,"Legend/Hinsdale Stallone Rawhide Sectional Sofa-CUSTOM (122"" - Lucero Fabric)",3010.00,,,,3010.00,,,,,,,,,,,,
CSF0974OC1MG110,CSF0974OC1MG1103,,Outlaw Chair-Custom,1190.00,,,,1190.00,,,,,,,,,,,,
CSF0930O113,F0930O113,,Hinsdale Ottoman - Chinchilla Leather ONLY,500.00,,,,500.00,,,,,,,,,,,,
CSF0974OC35H18,F0974OC35H18,,Hinsdale Oversize Chair,1310.00,,,,1310.00,,,,,,,,,,,,
CSF0977CLF2815,F0977CLF2815,,Legend Lucero Stripe Chair,1180.00,,,,1180.00,,,,,,,,,,,,
CS-F0974O33303,F0974O127303,,Outlaw Ottoman,525.00,,,,525.00,,,,,,,,,,,,
CSF0929C8711815,F0929C8711815,,Madison Caprieze Chair,1195.00,,,,1195.00,,,,,,,,,,,,
CSF0928C94H1,F0928C94H1,,Aspen Knicknackery Ambush Chair,1300.00,,,,1300.00,,,,,,,,,,,,
CSF0928OLN8,F0928OLN8,,Aspen Caledonia Ottoman,270.00,,,,270.00,,,,,,,,,,,,
CSF0929S8711815,F0929S8711815,,Madison Caprieze Sofa,1980.00,,,,1980.00,,,,,,,,,,,,
CSF0930OC11117,F0930OC11117,,Hinsdale Chinchilla Oversized Chair,1440.00,,,,1440.00,,,,,,,,,,,,
