Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
AX850360,8503-60,,Mountain Lake Sofa,525.00,,,,525.00,,,,,,,,,,,,
AX805S,805S,,Natural Camo Sleeper Sofa,650.00,,,,650.00,,,,,,,,,,,,
AX850250,8502-50,,Forest Deer Loveseat,485.00,,,,485.00,,,,,,,,,,,,
AX850240,8502-40,,Mustang Band Loveseat,485.00,,,,485.00,,,,,,,,,,,,
AX9901190,99011-90,,Arizona Chair,425.00,,,,425.00,,,,,,,,,,,,
AX850060K,8500-60K,,Mountain Lake 4 Piece Set,1550.00,,,,1550.00,,,,,,,,,,,,
AX850210,8502-10,,Forest Tapestry Loveseat,485.00,,,,485.00,,,,,,,,,,,,
AX850260,8502-60,,Mountain Lake Loveseat,485.00,,,,485.00,,,,,,,,,,,,
AX850160,8501-60,,Mountain Lake Chair,400.00,,,,400.00,,,,,,,,,,,,
AX990590,9905-90,,Arizona Sleeper Sofa,825.00,,,,825.00,,,,,,,,,,,,
AX850010K,8500-10K,,Forest Tapestry 4 Piece Set,1550.00,,,,1550.00,,,,,,,,,,,,
AX850040K,8500-40K,,Mustang Band 4 Piece Set,1550.00,,,,1550.00,,,,,,,,,,,,
AX850050,8500-50,,Forest Deer Ottoman,140.00,,,,140.00,,,,,,,,,,,,
AX850150,8501-50,,Forest Deer Chair,400.00,,,,400.00,,,,,,,,,,,,
AX-9900-90-OTTO,9900-90 Sedona Ottoman only from 4 piece set,,Arizona Ottoman (from 4 piece set AX990020S),150.00,,,,150.00,,,,,,,,,,,,
AX850050K,8500-50K,,Forest Deer 4 Piece Set,1550.00,,,,1550.00,,,,,,,,,,,,
AX850040,8500-40,,Mustang Band Ottoman,140.00,,,,140.00,,,,,,,,,,,,
AX850110,8501-10,,Forest Tapestry Chair,400.00,,,,400.00,,,,,,,,,,,,
AX850140,8501-40,,Mustang Band Chair,400.00,,,,400.00,,,,,,,,,,,,
AX850350,8503-50,,Forest Deer Sofa,525.00,,,,525.00,,,,,,,,,,,,
AX850310,8503-10,,Forest Tapestry Sofa,525.00,,,,525.00,,,,,,,,,,,,
AX850010,8500-10,,Forest Tapestry Ottoman,140.00,,,,140.00,,,,,,,,,,,,
AX850060,8500-60,,Mountain Lake Ottoman,140.00,,,,140.00,,,,,,,,,,,,
AX990020S,9900-20S,,Arizona 4 Piece Living Room Set,1850.00,,,,1850.00,,,,,,,,,,,,
AX100S,100S,,Ranch Comfort Sleeper Sofa,600.00,,,,600.00,,,,,,,,,,,,
AX850340,8503-40,,Mustang Band Sofa,525.00,,,,525.00,,,,,,,,,,,,
