Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
CHD9WHITE-2,D9-White-Black,,Mule Deer 9 Antler White Chandelier,265.00,,,,265.00,,,,,,,Black,,,,,
CHE9WHITE-3,E9-White-White,,Elk 9 Antler White Chandelier,720.00,,,,720.00,,,,,,,White,,,,,
CH-M-6-1,M-6-Polished Brass,,Moose Six Antler Chandelier - SALE,530.00,,,,530.00,,,,,,,Antique Brass,,,,,
CH-W12CDL-3,W12CDL-Black,,Whitetail 12 Antler Cascade Chandelier w/Downlight - SALE,335.00,,,,335.00,,,,,,,Black,,,,,
CHW6WHITE-1,W6-White-Antique Brass,,Whitetail Deer 6 Antler White Chandelier,193.00,,,,193.00,,,,,,,Antique Brass,,,,,
CHWWS-3,WWS-Black,,Small Wagon Wheel Chandelier,260.00,,,,260.00,,,,,,,Black,,,,,
CHW3C-2,W3C-Black,,Whitetail Deer 3 Antler Cascade Chandelier,115.00,,,,115.00,,,,,,,Black,,,,,
CHESET,ESET,646586734009,Elk Antler European Wall Mount - Large,150.00,,150.00,,150.00,,150.00,,,,,,,,,,
CHLSSB,LSS-B,,Small Black Lantern Wall Sconce,50.00,,,,50.00,,,,,,,,,,,,
CHWWSDL,WWSDL,,Small Wagon Wheel Chandelier With Downlights,260.00,,,,260.00,,,,,,,,,,,,
CHDWNLGLASS,Downlight glass,,Large Wagon Wheel Downlight Glass,10.00,,,,10.00,,,,,,,,,,,,
CHWWLDL,WWLDL,,Large Wagon Wheel Chandelier with Downlights,290.00,,,,290.00,,,,,,,,,,,,
CHD6-1,D6-Antique Brass,,Mule Deer 6 Antler Chandelier,200.00,,,,200.00,,,,,,,Antique Brass,,,,,
CH-M4-2,M4-Antique Brass,,Moose 4 Antler Chandelier - SALE,350.00,,,,350.00,,,,,,,Antique Brass,,,,,
CHWWSMD-1,WWSMD-Antique Brass,,Wagon Wheel Mule Deer Antler Chandelier,420.00,,,,420.00,,,,,,,Antique Brass,,,,,
CHWWSGLASS,Chimney glass,,Chimney Glass -Small Wagon Wheel Chandelier,8.00,,,,8.00,,,,,,,,,,,,
CHD9,D9,,Mule Deer 9 Antler Chandelier,265.00,,,,265.00,,,,,,,,,,,,
CH-W9C,W9C,,Whitetail 9 Antler Cascade Chandelier - SALE,255.00,,,,255.00,,,,,,,,,,,,
CHWSET-1,WSET-White,,European Whitetail Deer Mount,105.00,,,,105.00,,,,,,,White,,,,,
CHWWDBL-2,WWDBL-AntiqueBrass,,Double Wagon Wheel Chandelier,590.00,,,,590.00,,,,,,,Antique Brass,,,,,
CHANLNTSC,small antique lantern sconce for WWLSL,,Small Antique Repl Lantern,50.00,,,,50.00,,,,,,,,,,,,
CH-E-12,E-12,,Elk 12 Antler Chandelier,840.00,,,,840.00,,,,,,,,,,,,
CH-E-6,E-6,,Elk 6 Antler Chandelier - SALE,570.00,,,,570.00,,,,,,,,,,,,
CH-W-9DL,W-9DL,,Whitetail 9 Antler Chandelier w/ Single Downlight,280.00,,,,280.00,,,,,,,,,,,,
CHD9WHITE-1,D9-White-Antique Brass,,Mule Deer 9 Antler White Chandelier,265.00,,,,265.00,,,,,,,Antique Brass,,,,,
CHW3CWHITE-2,W3C-White-Black,,Whitetail Deer 3 Antler Cascade White Chandelier,115.00,,,,115.00,,,,,,,Black,,,,,
CHY2-2,Y2-Black,,Ox Yoke Pendant Light with Lanterns,215.00,,,,215.00,,,,,,,Black,,,,,
CH-W-12,W-12,,Whitetail 12 Antler Chandelier - SALE,280.00,,,,280.00,,,,,,,,,,,,
CH-W12C,W12C,,Whitetail 12 Antler Cascade Chandelier - SALE,300.00,,,,300.00,,,,,,,,,,,,
CH-W-30-H,CH-W-30-Canopy and Mounting Hardware Only ,,Canopy and Mounting Hardware only,7.00,,,,7.00,,,,,,,,,,,,
CHW12CWHITE,W12C-White,,Whitetail Deer 12 Antler Cascade White Chandelier,300.00,,,,300.00,,,,,,,,,,,,
CHWSET,WSET,,European Whitetail Deer Mount,105.00,,,,105.00,,,,,,,,,,,,
CHWWDBL,WWDBL,,Double Wagon Wheel Chandelier,590.00,,,,590.00,,,,,,,,,,,,
CHDSET-3,DSET-Black,,European Mule Deer Mount,105.00,,,,105.00,,,,,,,Black,,,,,
CHW1P-1,W1P-Antique Brass,,Whitetail Deer 1 Antler Pendant,84.00,,,,84.00,,,,,,,Antique Brass,,,,,
CHW21CDL-1,W21CDL-Antique Brass,,Whitetail Deer 21 Antler Cascade Chandelier with Downlights,510.00,,,,510.00,,,,,,,Antique Brass,,,,,
CH-W-30-1,W-30-Antique Brass,,Whitetail 30 Antler Chandelier - SALE,765.00,,,,765.00,,,,,,,Antique Brass,,,,,
CH-W-9,W-9,,Whitetail 9 Antler Chandelier - SALE,245.00,,,,245.00,,,,,,,,,,,,
CHE15-2,E15-Black,,Elk Antler Chandelier - 12 Light,1199.00,,,,1199.00,,,,,,,Black,,,,,
CHW15-2,W15-Black,,Whitetail Antler Chandelier - 12 Light,379.00,,,,379.00,,,,,,,Black,,,,,
CHWSET-2,WSET-Natural,,European Whitetail Deer Mount,105.00,,,,105.00,,,,,,,Natural,,,,,
CH-A-BPKIT-LSL,Antique Back Plate Kit for LSL,,Antique Back Plate Kit for LSL Sconce,9.00,,,,9.00,,,,,,,,,,,,
CH-W12CDL,W12CDL,,Whitetail 12 Antler Cascade Chandelier w/Downlight - SALE,335.00,,,,335.00,,,,,,,,,,,,
CHD6WHITE-1,D6-White-Antique Brass,,Mule Deer 6 Antler White Chandelier,200.00,,,,200.00,,,,,,,Antique Brass,,,,,
CH-E-9-1,E-9-Antique Brass,,Elk 9 Antler Chandelier - SALE,720.00,,,,720.00,,,,,,,Antique Brass,,,,,
CHW21CDL-2,W21CDL-Black,,Whitetail Deer 21 Antler Cascade Chandelier with Downlights,510.00,,,,510.00,,,,,,,Black,,,,,
CH-W-42-1,W-42-Antique Brass,,Whitetail 42 Antler Chandelier - SALE,1045.00,,,,1045.00,,,,,,,Antique Brass,,,,,
CHWWLSLB-3,WWLSLB-Black,,Large Wagon Wheel Chandelier with Black Rustic Lanterns,432.00,,,,432.00,,,,,,,Black,,,,,
CHE15,E15,,Elk Antler Chandelier - 12 Light,1199.00,,,,1199.00,,,,,,,,,,,,
CHW6WHITE,W6-White,,Whitetail Deer 6 Antler White Chandelier,193.00,,,,193.00,,,,,,,,,,,,
CH-CANOPYKIT,ANTIQUE BRASS CANOPY KIT REPLACEMENT (WWSDL),,ANTIQUE BRASS CANOPY KIT REPLACEMENT (WWWSDL),7.00,,,,7.00,,,,,,,,,,,,
