Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
DF82104WM,82104-WM,,Mission Ridge Bath Bar - 4 Light,118.95,,118.95,,118.95,,118.95,,,,,,,,,,
DF82111WM,82111-WM,,Mission Ridge Semi-Flush Light,74.95,,74.95,,74.95,,74.95,,,,,,,,,,
DF97302WSD,97302-WSD,,Austin Bath Bar - 2 Light,55.75,,,,55.75,,,,,,,,,,,,
DF-95611-OB,95611-OB,,Timberline Ceiling Mount - 16 Inch,66.95,,66.95,,66.95,,66.95,,,,,,,,,,
DF-96131-NI,96131-NI,,Barcelona Inverted Pendant - 21 Inch,99.95,,99.95,,99.95,,99.95,,,,,,,,,,
DF-96130-NI,96130-NI,,Barcelona Pendant Light - 7 Inch,41.95,,41.95,,41.95,,41.95,,,,,,,,,,
DF9192NI,9192-NI,,Alhambra Semi-Flush Light,129.95,,129.95,,129.95,,129.95,,,,,,,,,,
DF-95686-OB,95686-OB,,Timberline 5-Light Pendant,134.95,,134.95,,134.95,,134.95,,,,,,,,,,
DF-9181-NI,9181-NI,,Alhambra Double Wall Sconce,49.95,,49.95,,49.95,,49.95,,,,,,,,,,
DF-9036-NI,9036-NI,,Messina Chandelier (6-Light),149.00,,149.00,,149.00,,149.00,,,,,,,,,,
DF97301WSD,97301-WSD,,Austin Wall Sconce,34.95,,34.95,,34.95,,34.95,,,,,,,,,,
DF-95632-OB,95632-OB,,Timberline Pendant Light - 16 Inch,68.95,,68.95,,68.95,,68.95,,,,,,,,,,
DF-95685-OB,95685-OB,,Timberline 5-Light Chandelier,159.00,,159.00,,159.00,,159.00,,,,,,,,,,
DF-96104-NI,96104-NI,,Barcelona Vanity Light 4-Light,82.95,,82.95,,82.95,,82.95,,,,,,,,,,
95602-OB-GLASS,95602-OB-GLASS ONLY,,Timberline Vanity Light - 2 Light-Glass Only,10.00,,,,10.00,,,,,,,,,,,,
DF-9189-NI,9189-NI,,Alhambra Chandelier - 14 Light,529.00,,529.00,,529.00,,529.00,,,,,,,,,,
DF-2396-AM-ORB,2396-AM-ORB,,Sedona 11 Inch Out Door Post Lantern,93.95,,93.95,,93.95,,93.95,,,,,,,,,,
DF-2371-AM-ORB,2371-AM-ORB,,Sedona 7 Inch Hanging Lantern w/Amber Glass,45.95,,45.95,,45.95,,45.95,,,,,,,,,,
DF82186WM,82186-WM,,Mission Ridge Chandelier - 6 Light,289.00,,289.00,,289.00,,289.00,,,,,,,,,,
DF-95683-OB,95683-OB,046335893702,Timberline 3-Light Chandelier,85.95,,85.95,,85.95,,85.95,,,,,,,,,,
DF97331WSD,97331-WSD,,Austin Inverted Pendant Light,149.00,,149.00,,149.00,,149.00,,,,,,,,,,
DF-9188-NI,9188-NI,,"Alhambra Eight Light Island Chandelier - 30""",389.00,,389.00,,389.00,,389.00,,,,,,,,,,
DF-9186-NI,9186-NI,,Alhambra Island Chandelier - 6 Light,259.00,,259.00,,259.00,,259.00,,,,,,,,,,
