Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
SP9490RST-1,9490-RST-White Mica,,Deer Vegas Sconce,107.00,,158.00,,107.00,,158.00,,,,,White Mica,,,,,
SP2380WETRST-2,2380-Wet-RST Amber Mica,,Wet Sconce - Upscale - Lone Tree - Rust - Amber Mica,343.17,,369.00,,343.17,,369.00,,,,,Amber Mica Shade,,,,,
SP-2410-TPRST-1,2455-TP Chandelier - Moose Teepee - Rust Finish - Amber Mica Lens,,Bear TeePee Chandelier,2041.35,,2195.00,,2041.35,,2195.00,,,,,Moose Motif,,,,,
SP-2525RSTWHT,2525-RST-White Mica,,Cowboy at Sunset Ceiling Mount Light,105.00,,196.00,,105.00,,196.00,,,,,,,,,,
SP-2530-RST-11,2530-RST-Amber Mica,,Elk Ceiling Mount Light Fixture,105.00,,196.00,,105.00,,196.00,,,,,Rust,,Amber Mica,,,
SP2552RST-1,2552-RST-Slag Glass Pretended,,Historic California Drop Ceiling Mount,490.11,,527.00,,490.11,,527.00,,,,,Slag Glass Pretended,,,,,
SP-2669-4-RST,2669-4-RST-Amber Mica,,Cowboy Vanity with Amber Mica Shade,140.00,,224.00,,140.00,,224.00,,,,,,,,,,
SP2748BLK,2748-BLK,,La Paz Swag Light,244.59,,263.00,,244.59,,263.00,,,,,,,,,,
SP386171TPLAB-4,3861-71-TPL-AB-Slag Glass Pretended,,Pasadena San Carlos Triple Anacosti Light,478.95,,515.00,,478.95,,515.00,,,,,Slag Glass Pretended,,,,,
SP7374OPENBLK,7374-OPEN-BLK,,Open Sconce with Rivets,162.00,,196.00,,162.00,,196.00,,,,,,,,,,
SP2138PRST-2,2138-P-RST-Amber Mica,,Gig Harbor Pendant,233.43,,251.00,,233.43,,251.00,,,,,Amber Mica,,,,,
SP215065SMRST-2,2150-65-SM-RST-Amber Mica,,Ponderosa Pine Small Hanging Sconce,182.28,,196.00,,182.28,,196.00,,,,,Amber Mica,,,,,
SP2160WSMBLK-1,2160-W-SM-BLK-White Mica,,Skier Small Indoor/Outdoor Sconce,182.28,,196.00,,182.28,,196.00,,,,,White Mica,,,,,
SP216110XLAB-3,2161-10-XL-AB-Khaki,,Pasadena Bear Hanging Sconce,129.00,,230.00,,129.00,,230.00,,,,,Khaki,,,,,
SP-2161-30-P,2161-30-P-RST,,Pasadena Elk Pendant Light,129.00,,230.00,,129.00,,230.00,,,,,,,,,,
SP216171XLAB-3,2161-71-XL-AB-Khaki,,Pasadena San Carlos Hanging Sconce,129.00,,230.00,,129.00,,230.00,,,,,Khaki,,,,,
SP-2178-10-P-2,2178-10-P-RST-White Mica,,Timber Ridge Bear Pendant,120.00,,196.00,,120.00,,196.00,,,,,White Mica,,,,,
