Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
2SH18901641,1-8901-6-41,822920245466,Anita 6-Light Chandelier - 32 Inch,317.00,,317.00,,317.00,,317.00,,,,,,,,,,
2SH140017656,1-40017-6-56,822920133084,Summit 6-Light Chandelier,338.00,,338.00,,338.00,,338.00,,,,,,,,,,
2SH315524122,3-1552-4-122,822920231223,Agora 4-Light Foyer Pendant - Gold Dust,249.00,,249.00,,249.00,,249.00,,,,,,,,,,
2SH17401839,1-7401-8-39,822920244902,Alyssa 8-Light Beaded Chandelier,497.00,,497.00,,497.00,,497.00,,,,,,,,,,
2SH15150632,1-5150-6-32,822920242878,Rebel 6-Light Chandelier,429.00,,429.00,,429.00,,429.00,,,,,,,,,,
2SH18903641,1-8903-6-41,822920245480,Anita 6-Light Chandelier - 26 Inch,317.00,,317.00,,317.00,,317.00,,,,,,,,,,
2SH5341356,5-3413-56,822920118630,Palisade Outdoor Post Lantern,159.00,,159.00,,159.00,,159.00,,,,,,,,,,
2SH84334327,8-4334-3-27,822920242854,Alexander 3-Light Vanity,147.00,,147.00,,147.00,,147.00,,,,,,,,,,
2SH115516307,1-1551-6-307,822920236679,Agora 6-Light Chandelier - Silver Sparkle,319.00,,319.00,,319.00,,319.00,,,,,,,,,,
2SH115559122,1-1555-9-122,822920231247,Agora 9-Light Chandelier - Gold Dust,476.00,,476.00,,476.00,,476.00,,,,,,,,,,
2SH12051868,1-2051-8-68,822920255984,Lydia 8-Light Chandelier,370.00,,370.00,,370.00,,370.00,,,,,,,,,,
2SH948032132,9-4803-2-132,822920237034,Briar 2-Light Sconce,133.00,,133.00,,133.00,,133.00,,,,,,,,,,
2SH97407239,9-7407-2-39,822920248917,Alyssa 2-Light Beaded Sconce,133.00,,133.00,,133.00,,133.00,,,,,,,,,,
2SH12050568,1-2050-5-68,822920255991,Lydia 5-Light Chandelier,253.00,,253.00,,253.00,,253.00,,,,,,,,,,
2SH1953315196,1-9533-15-196,822920236754,Lorraine 15-Light Chandelier,1499.00,,1499.00,,1499.00,,1499.00,,,,,,,,,,
2SH95153232,9-5153-2-32,822920242908,Rebel 2-Light Sconce,137.00,,137.00,,137.00,,137.00,,,,,,,,,,
2SH12101570,1-2101-5-70,822920256011,Paradise Outdoor 5-Light Rectangular Chandelier,281.00,,281.00,,281.00,,281.00,,,,,,,,,,
2SH12100670,1-2100-6-70,822920256004,Paradise Outdoor 6-Light Outdoor Chandelier,281.00,,281.00,,281.00,,281.00,,,,,,,,,,
2SH151521232,1-5152-12-32,822920242892,Rebel 12-Light Chandelier,749.00,,749.00,,749.00,,749.00,,,,,,,,,,
2SH174051239,1-7405-12-39,822920248894,Alyssa 12-Light Beaded Chandelier,800.00,,800.00,,800.00,,800.00,,,,,,,,,,
2SH315524307,3-1552-4-307,822920236686,Agora 4-Light Foyer Pendant - Silver Sparkle,249.00,,249.00,,249.00,,249.00,,,,,,,,,,
2SH315536122,3-1553-6-122,822920231230,Agora 6-Light Foyer Pendant - Gold Dust,359.00,,359.00,,359.00,,359.00,,,,,,,,,,
2SH15151832,1-5151-8-32,822920242885,Rebel 8-Light Chandelier,593.00,,593.00,,593.00,,593.00,,,,,,,,,,
2SH62504442,6-2504-4-42,822920245893,Wagner 4-Light Semi-Flush/Pendant,196.00,,196.00,,196.00,,196.00,,,,,,,,,,
2SH50950CA13,50-950-CA-13,822920246425,Cyclic English Bronze Fan with Light - 2 Heads,355.00,,355.00,,355.00,,355.00,,,,,,,,,,
2SH18902941,1-8902-9-41,822920245473,Anita 9-Light Chandelier,497.00,,497.00,,497.00,,497.00,,,,,,,,,,
2SH520835RO13,52-083-5RO-13,822920230813,Leaves Fan,185.00,,185.00,,185.00,,185.00,,,,,,,,,,
2SH120521268,1-2052-12-68,822920255977,Lydia 12-Light Chandelier,582.00,,582.00,,582.00,,582.00,,,,,,,,,,
2SH74332127,7-4332-1-27,822920242823,Alexander Mini Pendant,75.00,,75.00,,75.00,,75.00,,,,,,,,,,
2SH92505242,9-2505-2-42,822920245909,Wagner 2-Light Sconce,105.00,,105.00,,105.00,,105.00,,,,,,,,,,
2SH97404239,9-7404-2-39,822920244933,Alyssa 2-Light Sconce,137.00,,137.00,,137.00,,137.00,,,,,,,,,,
2SH528405CN196,52-840-5CN-196,822920243967,Lorraine Fan with Light,245.00,,245.00,,245.00,,245.00,,,,,,,,,,
2SH72016405,7-2016-4-05,822920229688,Archipelago 4-Light Pendant,429.00,,429.00,,429.00,,429.00,,,,,,,,,,
2SH72503142,7-2503-1-42,822920245886,Wagner Mini Pendant,99.00,,99.00,,99.00,,99.00,,,,,,,,,,
2SH195318196,1-9531-8-196,822920233074,Lorraine 8-Light Chandelier,504.00,,504.00,,504.00,,504.00,,,,,,,,,,
2SH78906141,7-8906-1-41,822920245510,Anita Mini Pendant,99.00,,99.00,,99.00,,99.00,,,,,,,,,,
2SH14280FD56,14-280-FD-56,822920197031,York Fan with Lights,399.00,,399.00,,399.00,,399.00,,,,,,,,,,
2SH92015205,9-2015-2-05,822920229695,Archipelago 2-Light Sconce,80.00,,80.00,,80.00,,80.00,,,,,,,,,,
2SH940022256,9-40022-2-56,822920133169,Whitetail Antler 2-Light Sconce,143.00,,143.00,,143.00,,143.00,,,,,,,,,,
2SH14330527,1-4330-5-27,822920242809,Alexander 5-Light Chandelier,279.00,,279.00,,279.00,,279.00,,,,,,,,,,
2SH38951CA13,38-951-CA-13,822920250330,Cyclic English Bronze Fan - 3 Heads,599.00,,599.00,,599.00,,599.00,,,,,,,,,,
2SH55031132,5-5031-1-32,822920245534,Mineral Outdoor Wall Lantern - 11 Inch,80.00,,80.00,,80.00,,80.00,,,,,,,,,,
2SH795413196,7-9541-3-196,822920239977,Lorraine 3-Light Pendant,317.00,,317.00,,317.00,,317.00,,,,,,,,,,
2SH995431196,9-9543-1-196,822920239991,Arizona 1-Light Wall Sconce,66.00,,66.00,,62.00,,66.00,,,,,,,,,,
2SH18904841,1-8904-8-41,822920245497,Anita 8-Light Chandelier,425.00,,425.00,,425.00,,425.00,,,,,,,,,,
2SH115516122,1-1551-6-122,822920231216,Agora 6-Light Chandelier - Gold Dust,338.00,,338.00,,338.00,,338.00,,,,,,,,,,
2SH67403339,6-7403-3-39,822920244926,Alyssa 3-Light Beaded Semi-Flush/Pendant,249.00,,249.00,,249.00,,249.00,,,,,,,,,,
2SH1953212196,1-9532-12-196,822920234637,Lorraine 12-Light Chandelier,794.00,,794.00,,794.00,,794.00,,,,,,,,,,
2SH55030132,5-5030-1-32,822920245527,Mineral Outdoor Wall Lantern - 10 Inch,69.00,,69.00,,69.00,,69.00,,,,,,,,,,
2SH195306196,1-9530-6-196,822920233067,Lorraine 6-Light Chandelier,370.00,,370.00,,370.00,,370.00,,,,,,,,,,
2SH55631DS13,5-5631-DS-13,822920233289,Staffordshire Dark Sky Outdoor Wall Lantern - 9 Inch,54.00,,54.00,,54.00,,54.00,,,,,,,,,,
2SH84334227,8-4334-2-27,822920242847,Alexander 2-Light Vanity,105.00,,105.00,,105.00,,105.00,,,,,,,,,,
2SH84334427,8-4334-4-27,822920242861,Alexander 4-Light Vanity,207.00,,207.00,,207.00,,207.00,,,,,,,,,,
2SH18900341,1-8900-3-41,822920245459,Anita 3-Light Chandelier,189.00,,189.00,,189.00,,189.00,,,,,,,,,,
2SH795345196,7-9534-5-196,822920236761,Lorraine 5-Light Pendant,557.00,,557.00,,557.00,,557.00,,,,,,,,,,
2SH68905441,6-8905-4-41,822920245503,Anita 4-Light Semi-Flush/Pendant,211.00,,211.00,,211.00,,211.00,,,,,,,,,,
2SH72502542,7-2502-5-42,822920245879,Wagner 5-Light Pendant,349.00,,349.00,,349.00,,349.00,,,,,,,,,,
2SH5341156,5-3411-56,822920118517,Palisade Outdoor Wall Lantern - 17 Inch,143.00,,143.00,,135.00,,143.00,,,,,,,,,,
2SH77406539,7-7406-5-39,822920248900,Alyssa 5-Light Beaded Pendant,455.00,,455.00,,455.00,,455.00,,,,,,,,,,
2SH5341056,5-3410-56,822920118494,Palisade Outdoor Wall Lantern - 13 Inch,101.00,,,,101.00,,,,,,,,,,,,
2SH5341256,5-3412-56,822920118579,Palisade Outdoor Wall Lantern - 20 Inch,175.00,,175.00,,175.00,,175.00,,,,,,,,,,
2SH55630DS13,5-5630-DS-13,822920233272,Staffordshire Dark Sky Outdoor Wall Lantern - 7 Inch,39.00,,39.00,,39.00,,39.00,,,,,,,,,,
2SH695403196,6-9540-3-196,822920239984,Lorraine 3-Light Semi-Flush Fixture,147.00,,147.00,,147.00,,147.00,,,,,,,,,,
