Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
MS88618X30,886-18x30,,"Skiing, Tobogganing Sign - 18 x 30",43.00,,43.00,,43.00,,43.00,,,,,,,,,,
MS89318X30,89318x30,,Meet Up With Someone Personalized Sign - 18 x 30,43.00,,43.00,,43.00,,43.00,,,,,,,,,,
MSA10BXWSONTHEM,A10BX-WS-ONTHEM,,On the Move Trout Metal Wall Art,44.00,,44.00,,44.00,,44.00,,,,,,,,,,
MSA2BXFIRE,A2BX-FIRE,,Firefly Boxed Metal Wall Art,55.00,,55.00,,55.00,,55.00,,,,,,,,,,
MSCU4228X48,CU42-28x48,,Welcome to Bear Hollow Personalized Sign - 28 x 48,109.50,,109.50,,109.50,,109.50,,,,,,,,,,
MS128814X24,1288-14x24,,Skis in Snow Personalized Sign - 14 x 24,34.50,,34.50,,34.50,,34.50,,,,,,,,,,
MS160817X23,1608-17X23,,Mermaid Tavern Personalized Sign - 23 x 17,36.00,,36.00,,36.00,,36.00,,,,,,,,,,
MS175614X36,1756-14X36,,Chuck Wagon Eatin' Personalized Sign - 14 x 36,45.50,,45.50,,45.50,,45.50,,,,,,,,,,
MS30728X48,307-28x48,,Duly Qualified Bird Dog Sign - 28 x 48,85.00,,85.00,,85.00,,85.00,,,,,,,,,,
MS-472-1,472-1,,Western Story Magazine Sign,36.00,,36.00,,36.00,,36.00,,,,,,,,,,
MS57623X39,57623x39,,Winter Playground Location Personalized Sign - 23 x 39,62.50,,62.50,,62.50,,62.50,,,,,,,,,,
MS60314X24,603-14x24,,Home Decor Sign - 14 x 24,34.50,,34.50,,34.50,,34.50,,,,,,,,,,
MS105518x30-2,105518x30 Metal,,Join Us for a Refreshing Dip Personalized Sign - 18 x 30,43.00,,43.00,,43.00,,43.00,,,,,Metal,,,,,
MS1167F17x23-2,1167F17x23 Metal,,Captivating Mermaid and Fish Personalized Sign - 17 x 23,36.00,,36.00,,36.00,,36.00,,,,,Metal,,,,,
MS124423x31-1,1244-23x31 Wood,,Vintage Ski Girl Personalized Sign - 23 x 31,49.00,,49.00,,49.00,,49.00,,,,,Wood,,,,,
MS124717x44-2,1247-17x44 Metal,,Oh Most Glorious Winter Personalized Sign - 17 x 44,55.50,,55.50,,55.50,,55.50,,,,,Metal,,,,,
MS145714x24-2,1457-14x24-wood,,Rodeo Bronc Personalized Sign - 14 x 24,34.50,,34.50,,34.50,,34.50,,,,,Wood,,,,,
MS161323X31-2,1613-23X31-wood,,Yeehaw Cowgirl Personalized Sign - 23 x 31,49.00,,49.00,,49.00,,49.00,,,,,Wood,,,,,
MS175917x44-1,1759-17x44-wood,,Vacation Retreat Personalized Sign - 17 x 44,55.50,,55.50,,55.50,,55.50,,,,,Wood,,,,,
MS1793G28X28-1,1793-G-28X28-metal,,G Mermaid Bar Personalized Sign - 28 x 28,51.00,,51.00,,51.00,,51.00,,,,,Metal,,,,,
MS30828x48-1,308-28x48Wood,,Waterfowlers' Retreat Sign - 28 x 48,85.00,,85.00,,85.00,,85.00,,,,,Wood,,,,,
MS-327-E-31,327-Elk-23x39-Wood,,Elk Clubhouse Sign,62.50,,62.50,,62.50,,62.50,,,,,23x39,,Wood,,,
MS32823x39-1,328-23x39Wood,,Hunters Retreat Elk Sign - 23 x 39,62.50,,62.50,,62.50,,62.50,,,,,Wood,,,,,
MS-337-12,337-11-14x36-Metal,,Green Water Ski Sign,45.50,,45.50,,45.50,,45.50,,,,,14x36,,Metal,,,
MS-349-12,349-14x24-Metal,,Bush Pilot Lodge Sign,34.50,,34.50,,34.50,,34.50,,,,,14x24,,Metal,,,
MS-363-41,363-28x48-Wood,,Snowboard Ride Sign,85.00,,85.00,,85.00,,85.00,,,,,28x48,,Wood,,,
MS-381-B-11,381-B-14x24-Wood,,Come Test the Waters Sign - Blue,34.50,,34.50,,34.50,,34.50,,,,,14x24,,Wood,,,
MS-381-B-22,381-B-18x30-Metal,,Come Test the Waters Sign - Blue,43.00,,43.00,,43.00,,43.00,,,,,18x30,,Metal,,,
