Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
ER49CH019M,49-CH019M,,Moose Braided Jute Chair Pad,5.23,,5.50,,5.50,,5.50,,,,,,,,,,
ERC1220X30,02-012,,"Burgundy Oval Braided Rug - 20"" x 30""",9.03,,9.50,,9.50,,9.50,,,,,,,,,,
ERC578X11,08-057,,Burgundy/Gray/Creme Oval Braided Rug - 8 x 11,249.85,,263.00,,263.00,,263.00,,,,,,,,,,
ERHC99,10-099,,Heart Shape Braided Rug - Brown/Black/Charcoal,9.03,,9.50,,9.50,,9.50,,,,,,,,,,
ER80116MB,80-116MB,,Black Bear Round Jute Trivet,2.85,,3.00,,3.00,,3.00,,,,,,,,,,
ERC093X5,04-009,,Green/Burgundy Oval Braided Rug - 3 x 5,41.80,,44.00,,44.00,,44.00,,,,,,,,,,
ERC512X6,13-051,,Fir/Ivory Oval Braided Rug - 2 x 6,33.25,,35.00,,35.00,,35.00,,,,,,,,,,
ERSCP019,32-019MP,,Moose & Pinecone Half-Round Braided Rug,11.87,,12.50,,12.50,,12.50,,,,,,,,,,
ER80453SCS,80-453SCS,,Seahorse & Shell Jute Trivet,2.85,,3.00,,3.00,,3.00,,,,,,,,,,
ER8846116M,88-46-116BT,,Mama Black Bear & Cub Braided Rug - 4 x 6,77.90,,82.00,,82.00,,82.00,,,,,,,,,,
ERC175X8,07-017,,Chocolate/Natural Oval Braided Rug - 5 x 8,113.05,,119.00,,119.00,,119.00,,,,,,,,,,
ERC518X11,08-051,,Fir/Ivory Oval Braided Rug - 8 x 11,249.85,,263.00,,263.00,,263.00,,,,,,,,,,
ERPP1161336RBEA,59-TR116MB,,Mama Black Bear & Cub Braided Table Runner,12.58,,13.25,,13.25,,13.25,,,,,,,,,,
ER8846443A,88-46-443A,054914048085,Blue Anchors Braided Rug - 4 x 6,82.00,,82.00,,77.90,,82.00,,,,,,,,,,
ERC0527X45,03-005,,"Blue/Natural Oval Braided Rug - 27"" x 45""",20.85,,21.95,,21.95,,21.95,,,,,,,,,,
ERC098X11,08-009,,Green/Burgundy Oval Braided Rug - 8 x 11,249.85,,263.00,,263.00,,263.00,,,,,,,,,,
ERC2427X45,03-024,,"Olive/Burgundy/Gray Oval Braided Rug - 27"" x 45""",20.85,,21.95,,21.95,,21.95,,,,,,,,,,
ERC246X9,09-024,,Olive/Burgundy/Gray Oval Braided Rug - 6 x 9,152.95,,161.00,,161.00,,161.00,,,,,,,,,,
ERRC2427X45,23-024,,Olive/Burgundy/Gray Rectangle Braided Rug - 27 x 45,27.55,,29.00,,29.00,,29.00,,,,,,,,,,
ER043MBP2,31-IC043M; 31-IC043B; 31-IC043P,,"Moose, Bear & Pinecone Braided Coasters (Set of 6)",5.13,,5.40,,5.40,,5.40,,,,,,,,,,
ERC1227X45,03-012,,"Burgundy Oval Braided Rug - 27"" x 45""",20.85,,21.95,,21.95,,21.95,,,,,,,,,,
ERC23820X30,02-238,,"Burgundy/Olive/Charcoal Oval Braided Rug - 20"" x 30""",9.03,,9.50,,9.50,,9.50,,,,,,,,,,
EROP116MB,65-116MB,,Mama Black Bear & Cub Braided Oval Rug,13.53,,14.25,,14.25,,14.25,,,,,,,,,,
ERPP1161319RBEA,59-PM116MB,,Mama Black Bear & Cub Braided Placemat,6.88,,,,6.98,,,,,,,,,,,,
ER65116BT,65-116BT,,Mama Black Bear & Cub Braided Rug - 20 x 30,13.54,,14.25,,14.25,,14.25,,,,,,,,,,
EROP458,65-458NB,,Nautical Breeze Oval Patch Rug - OVERSTOCK,13.54,,14.25,,14.25,,14.25,,,,,,,,,,
ERSCP81,32-081P,,Pinecone Half-Round Braided Rug,11.87,,12.50,,12.50,,12.50,,,,,,,,,,
ERSTOP116TT,49-ST116TT,54914044834,Forest Pines Braided Jute Stair Tread,4.75,,5.00,,5.00,,5.00,,,,,,,,,,
ER882745MP,88-2745-019MP,,Moose & Pinecone Braided Rug - 27 x 45,26.12,,27.50,,27.50,,27.50,,,,,,,,,,
ERC1320X30,02-013,,"Dark Green Oval Braided Rug - 20"" x 30""",9.03,,9.50,,9.50,,9.50,,,,,,,,,,
ERRP81,66-081BP,,Round Bear Paw Rug,15.44,,16.25,,16.25,,16.25,,,,,,,,,,
ER65019MP,65-019MP,,Moose & Pinecone Braided Rug - 20 x 30,13.53,,14.25,,14.25,,14.25,,,,,,,,,,
ER65395CB,65-395CB,ER65395CB,Black Bear Braided Rug - 20 x 30,13.53,,14.25,,14.25,,14.25,,,,,,,,,,
ER8828081P,88-28-081P,54914044872,Pinecone Braided Rug - 2 x 8,51.30,,54.00,,54.00,,54.00,,,,,,,,,,
ER884601MP,88-46-019MP,,Moose & Pinecone Braided Rug - 4 x 6,77.90,,82.00,,82.00,,82.00,,,,,,,,,,
ERC402X6,13-040,,Burgundy/Gray Oval Braided Rug - 2 x 6,33.25,,35.00,,35.00,,35.00,,,,,,,,,,
ERC434X6,06-043,,Burgundy/Blue/Gray Oval Braided Rug - 4 x 6,67.45,,71.00,,71.00,,71.00,,,,,,,,,,
ERC572X6,13-057,,Burgundy/Gray/Creme Oval Braided Rug - 2 x 6,33.25,,35.00,,35.00,,35.00,,,,,,,,,,
ERRC242X8,25-024,,Olive/Burgundy/Gray Rectangle Braided Rug - 2 x 8,54.15,,57.00,,57.00,,57.00,,,,,,,,,,
ERRC243X5,24-024,,Olive/Burgundy/Gray Rectangle Braided Rug - 3 x 5,50.35,,53.00,,53.00,,53.00,,,,,,,,,,
ER49S312BS,49-ST312BS,,Blue Star Braided Jute Stair Tread - OVERSTOCK,4.75,,5.00,,5.00,,5.00,,,,,,,,,,
ER59TV116MB,59-TV116MB,,Mama & Baby Bear Jute Trivet,2.94,,3.10,,3.10,,3.10,,,,,,,,,,
ER882745081P,88-2745-081P,54914044865,Pinecone Braided Rug - 2 x 4,26.12,,27.50,,27.50,,27.50,,,,,,,,,,
ERC1920X36,11-019,,"Burgundy/Mustard Oval Braided Rug - 20"" x 36""",13.78,,14.50,,14.50,,14.50,,,,,,,,,,
ERC2385X8,07-238,,Burgundy/Olive/Charcoal Oval Braided Rug - 5 x 8,113.05,,119.00,,119.00,,119.00,,,,,,,,,,
ERC242X8,05-024,,Olive/Burgundy/Gray Oval Braided Rug - 2 x 8,44.65,,47.00,,47.00,,47.00,,,,,,,,,,
ERRC194X6,26-019,,Burgundy/Mustard Rectangle Braided Rug - 4 x 6,81.70,,86.00,,86.00,,86.00,,,,,,,,,,
ER80081P,80-081P,,Single Pinecone Round Jute Trivet,2.85,,3.00,,3.00,,3.00,,,,,,,,,,
ER88274511,88-2745-116BT,,Mama Black Bear & Cub Braided Rug - 27 x 45,26.13,,27.50,,27.50,,27.50,,,,,,,,,,
ER882745NC,88-2745-051NC,,Pinecone & Needles Braided Rug - 27 x 45,26.12,,27.50,,27.50,,27.50,,,,,,,,,,
ER885839CB,88-58-395CB,,Black Bear Braided Rug - 5 x 8,130.15,,137.00,,137.00,,137.00,,,,,,,,,,
ERC095X8,07-009,,Green/Burgundy Oval Braided Rug - 5 x 8,113.05,,119.00,,119.00,,119.00,,,,,,,,,,
EROP116TT,65-116TT,,Forest Pines Braided Oval Rug,13.53,,14.25,,14.25,,14.25,,,,,,,,,,
EROP435,65-435AC,,American Coast Oval Patch Rug,13.54,,14.25,,14.25,,14.25,,,,,,,,,,
ERC793X5,04-079,,Light Blue/Dark Blue/Mustard Oval Braided Rug - 3 x 5,41.80,,44.00,,44.00,,44.00,,,,,,,,,,
ERRC192X6,33-019,,Burgundy/Mustard Rectangle Braided Rug - 2 x 6,39.90,,42.00,,42.00,,42.00,,,,,,,,,,
ERRC245X8,27-024,,Olive/Burgundy/Gray Rectangle Braided Rug - 5 x 8,143.45,,151.00,,151.00,,151.00,,,,,,,,,,
ERRC515X8,27-051,,Fir/Ivory Rectangle Braided Rug - 5 x 8,143.45,,151.00,,151.00,,151.00,,,,,,,,,,
ERSTOP313,49-ST313HS,,Horseshoes Jute Stair Tread,4.75,,5.00,,5.00,,5.00,,,,,,,,,,
ER29C3785B,29-CB378SFS,,Shell Collector Braided Coaster Set - 5 Pcs,5.94,,6.25,,6.25,,6.25,,,,,,,,,,
ERUBP313SMALL,38-UBPSM313CB,ERUBP313SMALL,Black Bear Braided Utility Basket - Small,12.82,,13.50,,13.50,,13.50,,,,,,,,,,
ER38UL9525,38-UBPLG9525A,,Anchor Braided Utility Basket - Large,37.95,,39.95,,37.95,,39.95,,,,,,,,,,
ERC1927X45,03-019,,"Burgundy/Mustard Oval Braided Rug - 27"" x 45""",20.85,,21.95,,21.95,,21.95,,,,,,,,,,
ERC4320X30,02-043,,"Burgundy/Blue/Gray Oval Braided Rug - 20"" x 30""",9.03,,9.50,,9.50,,9.50,,,,,,,,,,
ER68395CB,68-395CB,54914042090,Black Bear Braided Jute Table Runner,9.97,,10.50,,10.50,,10.50,,,,,,,,,,
ERC572X8,05-057,,Burgundy/Gray/Creme Oval Braided Rug - 2 x 8,44.65,,47.00,,47.00,,47.00,,,,,,,,,,
ERC575X8,07-057,,Burgundy/Gray/Creme Oval Braided Rug - 5 x 8,113.05,,119.00,,119.00,,119.00,,,,,,,,,,
ERC794X6,06-079,,Light Blue/Dark Blue/Mustard Oval Braided Rug - 4 x 6,67.45,,71.00,,71.00,,71.00,,,,,,,,,,
ERC994X6,06-099,,Brown/Black/Charcoal Oval Braided Rug - 4 x 6,67.45,,71.00,,71.00,,71.00,,,,,,,,,,
ERMSPR025A,80-025A,,Pinecone Jute Trivet,2.85,,3.00,,3.00,,3.00,,,,,,,,,,
ERRC242X6,33-024,,Olive/Burgundy/Gray Rectangle Braided Rug - 2 x 6,39.90,,42.00,,42.00,,42.00,,,,,,,,,,
ER32116MB,32-116MB,54914044827,Mama Black Bear & Cub Half-Round Braided Rug,11.87,,12.50,,12.50,,12.50,,,,,,,,,,
ER8828116M,88-28-116BT,,Mama Black Bear & Cub Braided Rug - 2 x 8,51.30,,54.00,,54.00,,54.00,,,,,,,,,,
ERC1920X30,02-019,,"Burgundy/Mustard Oval Braided Rug - 20"" x 30""",9.03,,9.50,,9.50,,9.50,,,,,,,,,,
ERC2388X11,08-238,,Burgundy/Olive/Charcoal Oval Braided Rug - 8 x 11,249.85,,263.00,,263.00,,263.00,,,,,,,,,,
ERC438X11,08-043,,Burgundy/Blue/Gray Oval Braided Rug - 8 x 11,249.85,,263.00,,263.00,,263.00,,,,,,,,,,
ERC512X8,05-051,,Fir/Ivory Oval Braided Rug - 2 x 8,44.65,,47.00,,47.00,,47.00,,,,,,,,,,
ERC1327X45,03-013,,"Dark Green Oval Braided Rug - 27"" x 45""",20.85,,21.95,,21.95,,21.95,,,,,,,,,,
ERHC79,10-079,,Heart Shape Braided Rug - Light Blue/Dark Blue/Mustard,9.03,,9.50,,9.50,,9.50,,,,,,,,,,
ERRP386,66-386M,,Mermaids Round Patch Rug,15.44,,16.25,,16.25,,16.25,,,,,,,,,,
ER49S443W,49-ST443W,,Whale Braided Jute Stair Tread,4.75,,5.00,,5.00,,5.00,,,,,,,,,,
ER68081P,68-081P,54914034330,Pinecone Braided Jute Table Runner,9.97,,10.50,,10.50,,10.50,,,,,,,,,,
ERC248X11,08-024,,Olive/Burgundy/Gray Oval Braided Rug - 8 x 11,249.85,,263.00,,263.00,,263.00,,,,,,,,,,
ERC403X5,04-040,,Burgundy/Gray Oval Braided Rug - 3 x 5,41.80,,44.00,,44.00,,44.00,,,,,,,,,,
ERC433X5,04-043,,Burgundy/Blue/Gray Oval Braided Rug - 3 x 5,41.80,,44.00,,44.00,,44.00,,,,,,,,,,
ERHC19,10-019,,Heart Shape Braided Rug - Burgundy/Mustard,9.03,,9.50,,9.50,,9.50,,,,,,,,,,
ERRC512X6,33-051,,Fir/Ivory Rectangle Braided Rug - 2 x 6,39.90,,42.00,,42.00,,42.00,,,,,,,,,,
