Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
CI-905101,900-290-905-101,,Sherwood Toilet Tissue holder - Hand rubbed Bronze,36.40,,,,36.40,,,,,,,,,,,,
CI912018NAT,912-018-999-997,,Whisper Creek Towel Bar - 24 Inch,73.92,,,,73.92,,,,,,,,,,,,
CI-904119-4,904-119-905-100,,Ponderosa Iron Towel Ring,53.76,,,,53.76,,,,,,,Hand Rubbed Pewter,,,,,
CI-904120-3,904-120-901-856,,Ponderosa Iron Towel Bar - 16 Inch,67.20,,,,67.20,,,,,,,Antique Copper,,,,,
CI-904335-2,904-335-901-841,,Acorn Iron Towel Ring,54.00,,,,54.00,,,,,,,Black - No Extra Charge,,,,,
CI-C-31,902-775-900-190-HPN,,Wrought Iron Sassafras Barstool,278.00,,,,278.00,,,,,,,Honey Pine,,25-inch,,,
CI-904330-9,904-330-901-846,,Acorn Iron Toilet Paper Holder,53.76,,,,53.76,,,,,,,Woodland Brown,,,,,
CI-904332-7,904-332-905-101,,Acorn Iron Towel Bar - 16-inch,67.20,,,,67.20,,,,,,,Hand-Rubbed Bronze,,,,,
CI902706NAT,902-706-NAT,,Stonebridge Fire Tool Set,302.00,,,,302.00,,,,,,,,,,,,
CI-900235-6,900-235-901-846,,Iron Arrow Towel Ring,40.32,,,,40.32,,,,,,,Woodland Brown,,,,,
CI-904330-8,904-330-905-103,,Acorn Iron Toilet Paper Holder,53.76,,,,53.76,,,,,,,Hand-Rubbed Brass,,,,,
CI-904333,904-333,,Acorn Iron Towel Bar - 24-inch,66.00,,,,66.00,,,,,,,,,,,,
CI-900234,900-234,,Iron Arrow Toilet Tissue Holder,29.50,,,,29.50,,,,,,,,,,,,
CI-900314,900-314,,Sassafras Iron Towel Ring,48.00,,,,48.00,,,,,,,,,,,,
CI-900236-8,900-236-905-101,,Iron Arrow Towel Bar - 16 inch,33.04,,,,33.04,,,,,,,Hand-Rubbed Bronze,,,,,
CI-900313-6,900-313-905-101,,Sassafras Iron Toilet Tissue Holder,47.04,,,,47.04,,,,,,,Hand-Rubbed Bronze,,,,,
CI-900316-4,900-316-902-600,,Sassafras Iron Towel Bar - 24 Inch,67.20,,,,67.20,,,,,,,Gunmetal,,,,,
CI-904333-3,904-333-901-856,,Acorn Iron Towel Bar - 24-inch,73.92,,,,73.92,,,,,,,Antique Copper,,,,,
CI-B-21,904-123-900-190-DPN-904-410,,Ponderosa Iron Barstool - 25-inch,430.18,,,,430.18,,,,,,,Distressed Pine,,25-inch,,,
CI-F-22,902-764-900-190-DPN,,Pine Cone Iron Barstool,279.00,,,,279.00,,,,,,,Distressed Pine,,30-inch,,,
CI910208NATOBE,910-208-SWIVEL-999-997-904-831-OBE,,Whisper Creek Barstool - 30 Inch,490.50,,,,490.50,,,,,,,,,,,,
CI930816NATSML,930-817-SML-999-997,,Whisper Creek Wall Mirror - Small,467.60,,,,467.60,,,,,,,,,,,,
CI902513,902-513,,French Country Prescott Bed - Full Headboard and Frame,489.00,,,,489.00,,,,,,,,,,,,
CI-900286,900-286,,Sherwood Towel Bar - 16 Inch,47.50,,,,47.50,,,,,,,,,,,,
CI900911,900-911,,Willow Bed - Complete Full,757.00,,,,757.00,,,,,,,,,,,,
CI902708NAT,902-708-NAT,,Phoenix Fire Tool Set,332.00,,,,332.00,,,,,,,,,,,,
CI-900315-1,900-315-901-841,,Sassafras Iron Towel Bar - 16 Inch,54.00,,,,54.00,,,,,,,Black - No Extra Charge,,,,,
CI-B-12,904-072-900-189-CHE-904-410,,Ponderosa Iron Barstool - 25-inch,461.62,,,,461.62,,,,,,,Cherry,,30-inch,,,
CI900321,900-321,,Knot Towel Bar - 24 Inch,60.00,,,,60.00,,,,,,,,,,,,
