Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
HLBL4200E,BL-4200E,,Blossom Ecru Lace Table Topper,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HL6395W6024,6395W-6024,,Mermaids Lace Window Tier - 60 x 24,12.50,,12.50,,15.00,,15.00,,,,,,,,,,
HL6395W6030,6395W-6030,,Mermaids Lace Window Tier - 60 x 30,14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HL7174524S,7175W-4524ST,,"Sand Shell Tier with Trim - 45"" x 24"" - White",19.00,,19.00,,22.80,,22.80,,,,,,,,,,
HL7225W4524HT,7225W-4524HT,734573124824,Seaside Breeze Lace Window Tier with Trim - 45 x 24,19.00,,,,20.90,,,,,,,,,,,,
HLCH1436E,CH-1436E,,Chelsea Ecru Lace Runner - 14 x 36,11.00,,11.00,,13.20,,13.20,,,,,,,,,,
HL7255W4515HT,7255W-4515HT,734573127672,Starfish Lace Valance with Trim,16.00,,,,17.60,,,,,,,,,,,,
HL8275E4863HT,8275E-4863HT,,Chelsea Ecru Lace Window Panel - 48 x 63,29.00,,29.00,,34.80,,34.80,,,,,,,,,,
HLTP4200W,TP-4200W,,Tidepool Lace Table Topper,14.50,,14.50,,17.40,,17.40,,,,,,,,,,
HL6400WS36PR,6400WS-36PR,734573141524,Tidepool Lace Swag Pair,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HL8275W4824HT,8275W-4824HT,,Chelsea White Lace Window Tier - 48 x 24 - OVERSTOCK,16.50,,16.50,,19.80,,19.80,,,,,,,,,,
HL6400W6030,6400W-6030,,Tidepool Lace Window Tier,14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HL7174530S,7175W-4530ST,,"Sand Shell Tier with Trim - 45"" x 30"" - White",20.50,,20.50,,24.60,,24.60,,,,,,,,,,
HL7255W4536DP,7255W-4536DP,,Starfish Lace Door Panel - 45 x 36,16.00,,16.00,,19.20,,19.20,,,,,,,,,,
HL71754536,7175W-4536,,"Sand Shell Tier - 45"" x 36"" - White",17.00,,17.00,,20.40,,20.40,,,,,,,,,,
HLSF1572W,SF-1572W,734573135349,Starfish Seabed Lace Runner - 15 x 72,15.00,,,,17.40,,,,,,,,,,,,
HL6260W6024,6260W6024,734573045549,Woodland Lodge Lace Window Tier,9.50,,9.50,,10.50,,10.50,,,,,,,,,,
HL8275E4824HT,8275E-4824HT,,Chelsea Ecru Lace Window Tier - 48 x 24,16.50,,16.50,,19.80,,19.80,,,,,,,,,,
HL6405NA6030,6405NA6030,734573141616,Wilderness Retreat Lace Window Tier,15.00,,15.00,,16.50,,16.50,,,,,,,,,,
HL71754530,7175W-4530,,"Sand Shell Tier - 45"" x 30"" - White",14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HL8275X4836HT,8275X-4836HT,,Chelsea Flax Lace Window Tier - 48 x 36,20.00,,20.00,,24.00,,24.00,,,,,,,,,,
HL8275X4863HT,8275X-4863HT,,Chelsea Flax Lace Window Panel - 48 x 63 - OVERSTOCK,29.00,,29.00,,34.80,,34.80,,,,,,,,,,
HL7260W4584,7260W-4584,,Ocean Treasure Lace Window Panel - 45 x 84 - CLEARANCE,30.00,,,,33.00,,,,,,,,,,,,
HLBC181802,BC18180-2,,Whitewashed Starfish Pillow,19.00,,,,23.75,,,,,,,,,,,,
HLSB122001,SB1220O-1,,Shorebirds Pillow - 12 x 20,17.50,,17.50,,21.00,,21.00,,,,,,,,,,
HLBC122001,BC12200-1,734573134922,Whitewashed Shell Pillow,18.00,,,,22.75,,,,,,,,,,,,
HLCH1448E,CH-1448E,,Chelsea Ecru Lace Runner - 14 x 48,12.50,,12.50,,15.00,,15.00,,,,,,,,,,
HL6260W6063,6260W6063,734573045563,Woodland Lodge Lace Window Panel - 63 Inch,24.00,,24.00,,26.40,,26.40,,,,,,,,,,
HL6400W6014,6400W-6014,734573141531,Tidepool Lace Valance,11.00,,11.00,,13.20,,13.20,,,,,,,,,,
HL8275E4830HT,8275E-4830HT,,Chelsea Ecru Lace Window Tier - 48 x 30,18.50,,18.50,,22.20,,22.20,,,,,,,,,,
HL8275X4824HT,8275X-4824HT,,Chelsea Flax Lace Window Tier - 48 x 24,16.50,,16.50,,19.80,,19.80,,,,,,,,,,
HLSB16600,SB-1660O,,Shorebirds Runner - 16 x 60,18.00,,18.00,,21.60,,21.60,,,,,,,,,,
HL7174536S,7175W-4536ST,,"Sand Shell Tier with Trim - 45"" x 36"" - White",22.50,,22.50,,27.00,,27.00,,,,,,,,,,
HL6395W6015,6395W-6015,734573141036,Mermaids Lace Valance,11.00,,11.00,,13.20,,13.20,,,,,,,,,,
HL6140W6024,6140W-6024,,Lighthouse Lace Window Tier - 60 x 24,9.50,,,,11.02,,,,,,,,,,,,
HL7255W4536HT,7255W-4536HT,734573127702,Starfish Lace Window Tier with Trim - 45 x 36,22.50,,,,24.75,,,,,,,,,,,,
HL8275E4836HT,8275E-4836HT,,Chelsea Ecru Lace Window Tier - 48 x 36,20.00,,20.00,,24.00,,24.00,,,,,,,,,,
HLCH1490E,CH-1490E,,Chelsea Ecru Lace Runner - 14 x 90,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HL6260W6016,6260W6016,734573045532,Woodland Lodge Lace Valance,8.50,,8.50,,9.35,,9.35,,,,,,,,,,
HL6145ESPR,6145ESPR,734573014873,Pinecone Lace Swag,15.00,,15.00,,16.50,,16.50,,,,,,,,,,
HL8275W4884HT,8275W-4884HT,,Chelsea White Lace Window Panel - 48 x 84,34.50,,34.50,,41.40,,41.40,,,,,,,,,,
HLCH1460W,CH-1460W,,Chelsea White Lace Runner - 14 x 60,13.00,,13.00,,15.60,,15.60,,,,,,,,,,
HLSB181802,SB1818O-2,,Shorebirds Pillow - 18 x 18,18.50,,18.50,,22.20,,22.20,,,,,,,,,,
HL6140WOC,6140W-OC,,Lighthouse Lace Shower Curtain,18.50,,18.50,,22.20,,22.20,,,,,,,,,,
HL7225W4515HT,7225W-4515HT,734573124817,Seaside Breeze Lace Valance with Trim,16.00,,,,17.60,,,,,,,,,,,,
HL6155WOC,6155W-OC,,Seascape Lace Shower Curtain,18.50,,18.50,,22.20,,22.20,,,,,,,,,,
HL6405NA6063,6405NA6063,734573141623,Wilderness Retreat Lace Window Panel - 63 Inch,27.00,,27.00,,29.70,,29.70,,,,,,,,,,
HLBL1254E,BL-1254E,,Blossom Ecru Lace Runner - 12 x 54,8.50,,8.50,,10.20,,10.20,,,,,,,,,,
HLSF1536W,SF-1536W,,Starfish Seabed Lace Runner - 15 x 36,12.00,,,,13.20,,,,,,,,,,,,
HL8275X4830HT,8275X-4830HT,,Chelsea Flax Lace Window Tier - 48 x 30,18.50,,18.50,,22.20,,22.20,,,,,,,,,,
HL6350E4215,6350E-4215,,Blossom Ecru Lace Valance,8.50,,8.50,,10.20,,10.20,,,,,,,,,,
HL6140W6030,6140W-6030,,Lighthouse Lace Window Tier - 60 x 30,11.00,,,,12.50,,,,,,,,,,,,
HL6140WSPR,6140WS-PR,,Lighthouse Lace Swag Pair,15.00,,,,16.50,,,,,,,,,,,,
HLCH1448W,CH-1448W,,Chelsea White Lace Runner - 14 x 48,12.50,,12.50,,15.00,,15.00,,,,,,,,,,
HL7225W4530HT,7225W-4530HT,734573124831,Seaside Breeze Lace Window Tier with Trim - 45 x 30,20.50,,,,22.55,,,,,,,,,,,,
HL7260W4572DP,7260W-4572DP,,Ocean Treasure Lace Door Panel - 45 x 72,26.50,,,,29.15,,,,,,,,,,,,
HL8275W4830HT,8275W-4830HT,,Chelsea White Lace Window Tier - 48 x 30,18.50,,18.50,,22.20,,22.20,,,,,,,,,,
HLTP1440W,TP-1440W,734573135240,Tidal Wave Lace Runner,6.00,,,,6.60,,,,,,,,,,,,
HL7255W1572SL,7255W-1572SL,,Starfish Lace Sidelight - 15 x 72,11.50,,11.50,,13.80,,13.80,,,,,,,,,,
HL6350W4230,6350W-4230,,Blossom White Lace Window Tier - 42 x 30,11.00,,11.00,,13.20,,13.20,,,,,,,,,,
HL7255W1563SL,7255W-1563SL,,Starfish Lace Sidelight - 15 x 63,10.00,,10.00,,12.00,,12.00,,,,,,,,,,
HL6350E4230,6350E-4230,,Blossom Ecru Lace Window Tier - 42 x 30,11.00,,11.00,,13.20,,13.20,,,,,,,,,,
HL7255W4572DP,7255W-4572DP,734573127764,Starfish Lace Door Panel - 45 x 72,26.50,,,,29.15,,,,,,,,,,,,
HLCH1490W,CH-1490W,,Chelsea White Lace Runner - 14 x 90,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HLBL4200W,BL-4200W,,Blossom White Lace Table Topper,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HL7260W4536DP,7260W-4536DP,,Sand Dollar Lace Door Panel - 45 x 36,16.00,,16.00,,19.20,,19.20,,,,,,,,,,
HL7260W4563DP,7260W-4563DP,,Sand Dollar Lace Door Panel - 45 x 63,24.50,,24.50,,29.40,,29.40,,,,,,,,,,
HL7225W4536HT,7225W4536HT,734573124848,Seaside Breeze Lace Window Tier with Trim - 45 x 36,22.50,,,,24.75,,,,,,,,,,,,
HL7255W4563,7255W-4563,734573127719,Starfish Lace Window Panel - 45 x 63,24.00,,,,26.40,,,,,,,,,,,,
HL8275E4814HT,8275E-4814HT,,Chelsea Ecru Lace Valance,14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HLCH1472E,CH-1472E,,Chelsea Ecru Lace Runner - 14 x 72,14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HL6155WS36PR,6155WS-36PR,734573088911,Sea Life Lace Swag Pair,15.00,,,,16.50,,,,,,,,,,,,
HL7255WOC,7255W-OC,,Starfish Lace Shower Curtain,20.00,,20.00,,24.00,,24.00,,,,,,,,,,
HL6260WS40PR,6260WS40PR,734573045525,Woodland Lodge Lace Swag (Set of 2),15.00,,15.00,,16.50,,16.50,,,,,,,,,,
HL7225W4596,7225W-4596,734573124879,Seaside Breeze Lace Window Panel - 45 x 96,30.00,,,,33.00,,,,,,,,,,,,
HL8275W4814HT,8275W-4814HT,,Chelsea White Lace Valance,14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HL7255W4540DP,7255W-4540DP,,Starfish Lace Door Panel - 45 x 40,17.50,,,,19.25,,,,,,,,,,,,
HL8275W4863HT,8275W-4863HT,,Chelsea White Lace Window Panel - 48 x 63,29.00,,29.00,,34.80,,34.80,,,,,,,,,,
HLBL1246E,BL-1246E,,Blossom Ecru Lace Runner - 12 x 46,7.00,,7.00,,7.70,,7.70,,,,,,,,,,
HL7225W4563,7225W-4563,008246055815,Seaside Breeze Lace Window Panel - 45 x 63 - OVERSTOCK,24.00,,,,26.40,,,,,,,,,,,,
HL7174515S,7175W-4515ST,734573079834,Sand Shell Valance with Trim - White,16.00,,16.00,,19.20,,19.20,,,,,,,,,,
HLBC181803,BC18180-3,,Whitewashed Sand Dollar Pillow,19.00,,,,23.75,,,,,,,,,,,,
HL6155W6036,6155W-6036,734573013876,Sea Life Lace Window Tier - 60 x 36,15.50,,,,17.05,,,,,,,,,,,,
HL6350W4215,6350W-4215,,Blossom White Lace Valance,8.50,,8.50,,10.20,,10.20,,,,,,,,,,
HL7225W4584,7225W-4584,,Seacoast Lace Window Panel - 45 x 84,26.00,,26.00,,31.20,,31.20,,,,,,,,,,
HL7255W1538SL,7255W-1538SL,,Starfish Lace Sidelight - 15 x 38,7.00,,,,7.70,,,,,,,,,,,,
HL7260W4530HT,7260W-4530HT,,Ocean Treasure Lace Window Tier with Trim - 45 x 30,24.60,,,,24.60,,,,,,,,,,,,
HL6405NA6015,6405NA6015,734573141609,Wilderness Retreat Lace Valance,9.00,,9.00,,9.90,,9.90,,,,,,,,,,
HL7255W4524HT,7255W-4524HT,734573127689,Starfish Lace Window Tier with Trim - 45 x 24,19.00,,,,20.90,,,,,,,,,,,,
HL6140W601,6140W-6015,,Lighthouse Lace Valance,7.65,,7.65,,10.20,,8.50,,,,,,,,,,
HL6350ES22PR,6350ES-22PR,,Blossom Ecru Lace Swag Pair,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HLCH1460E,CH-1460E,,Chelsea Ecru Lace Runner - 14 x 60,13.00,,13.00,,15.60,,15.60,,,,,,,,,,
HL6155W6024,6155W-6024,734573013869,Sea Life Lace Window Tier - 60 x 24,12.50,,,,13.75,,,,,,,,,,,,
HL71754563,7175W-4563,,"Sand Shell Panel - 45"" x 63"" - White",24.00,,24.00,,28.80,,28.80,,,,,,,,,,
HL7255W4530HT,7255W-4530HT,,Starfish Lace Window Tier with Trim - 45 x 30,20.50,,20.50,,24.60,,24.60,,,,,,,,,,
HL6405NA6084,6405NA6084,734573141630,Wilderness Retreat Lace Window Panel - 84 Inch,33.00,,33.00,,36.30,,36.30,,,,,,,,,,
HL8275W4836HT,8275W-4836HT,,Chelsea White Lace Window Tier - 48 x 36,20.00,,20.00,,24.00,,24.00,,,,,,,,,,
HL7255W4584,7255W-4584,734573127726,Starfish Lace Window Panel - 45 x 84,30.00,,,,33.00,,,,,,,,,,,,
HLBL1254W,BL-1254W,,Blossom White Lace Runner - 12 x 54,8.50,,8.50,,10.20,,10.20,,,,,,,,,,
HLCH1436W,CH-1436W,,Chelsea White Lace Runner - 14 x 36,11.00,,11.00,,13.20,,13.20,,,,,,,,,,
HL6140W6063,6140W-6063,,Lighthouse Lace Window Panel - 60 x 63,24.00,,,,26.40,,,,,,,,,,,,
HL8275E4884HT,8275E-4884HT,,Chelsea Ecru Lace Window Panel - 48 x 84,34.50,,34.50,,41.40,,41.40,,,,,,,,,,
HL8275X4814HT,8275X-4814HT,,Chelsea Flax Lace Valance,14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HL6350WS22PR,6350WS-22PR,,Blossom White Lace Swag Pair,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HL7255W4563DP,7255W-4563DP,,Starfish Lace Door Panel - 45 x 63,24.50,,24.50,,29.40,,29.40,,,,,,,,,,
HL7260W4563,7260W-4563,,Ocean Treasure Lace Window Panel - 45 x 63,24.00,,,,26.40,,,,,,,,,,,,
HLCH1472W,CH-1472W,,Chelsea White Lace Runner - 14 x 72,14.00,,14.00,,16.80,,16.80,,,,,,,,,,
HL6145E6016,6145E6016,734573010424,Pinecone Lace Valance,8.50,,8.50,,9.35,,9.35,,,,,,,,,,
HL6350E4224,6350E-4224,,Blossom Ecru Lace Window Tier - 42 x 24,9.00,,9.00,,10.80,,10.80,,,,,,,,,,
HL7255W1550SL,7255W-1550SL,,Starfish Lace Sidelight - 15 x 50 - OVERSTOCK,8.50,,,,9.50,,,,,,,,,,,,
HLSB16480,SB-1648O,,Shorebirds Runner - 16 x 48,15.00,,15.00,,18.00,,18.00,,,,,,,,,,
HL6140W6036,6140W-6036,,Lighthouse Lace Window Tier - 60 x 36,12.50,,,,14.00,,,,,,,,,,,,
HL6155W6014,6155W-6014,734573013111,Sea Life Lace Valance,11.00,,,,12.10,,,,,,,,,,,,
HL6260W6084,6260W6084,734573045570,Woodland Lodge Lace Window Panel - 84 Inch,30.00,,30.00,,33.00,,33.00,,,,,,,,,,
HL6155W6030,6155W-6030,734573013128,Sea Life Lace Window Tier - 60 x 30,14.00,,,,15.40,,,,,,,,,,,,
HL71754584,7175W-4584,,"Sand Shell Panel - 45"" x 84"" - White",30.00,,30.00,,36.00,,36.00,,,,,,,,,,
HL8275X4884HT,8275X-4884HT,,Chelsea Flax Lace Window Panel - 48 x 84,34.50,,34.50,,41.40,,41.40,,,,,,,,,,
HL6350W4224,6350W-4224,,Blossom White Lace Window Tier - 42 x 24,9.00,,9.00,,10.80,,10.80,,,,,,,,,,
HL7260W4540DP,7260W-4540DP,,Ocean Treasure Lace Door Panel - 45 x 40,17.50,,,,19.25,,,,,,,,,,,,
HLSF1548W,SF-1548W,734573135325,Starfish Seabed Lace Runner - 15 x 48,13.00,,,,14.30,,,,,,,,,,,,
HLSF1560W,SF-1560W,734573135332,Starfish Seabed Lace Runner - 15 x 60,14.00,,,,16.24,,,,,,,,,,,,
